RowID,Dataset Link,u_id,Public,Derived View,Parent uid,Domain,Type,Name,Description,Visits,Creation Date,Created Month,Created Year,Data Last Update Date,Month Data Last Updated,Year Data Last Updated,Category,Keywords,Downloads,Owner,Contact Email,License,Publication Stage,Published Version Name,Published Version uid,Data Provided By,Source Link,Api Endpoint,Provenance,Publishing,Terms of Use,Public Access Level,Public Access Level Comment,Published,Data Age,data_change,endpoint,geographic_coverage,homepage,issued,last_update,moderation_status,publisher,theme,unique_identifier
1507,https://citydata.mesaaz.gov/d/btk5-ycpw,btk5-ycpw,public,false,,citydata.mesaaz.gov,dataset,DoIT - Desktop Incidents Resolved,"DoIT - Desktop Incidents Resolved Requests into the DoIT Sparc system are either incident tickets (access requests, app changes, helpdesk) or service requests.  Service requests are performed by the Desktop division of DoIT and include hardware adds/changes/moves. Service requests are assigned a priority level between 1-5 based on type of request.  Each level has a service level agreement – how quick the DoIT Desktop team will complete tickets of that priority level.  This metric calculates what percentage of our service request tickets are completed within the service level agreements established by DoIT.",246,05/27/2021 05:46:56 PM,May,2021,03/01/2026 03:08:49 PM,Mar,2026,Information Technology,sparc service requests,40,City of Mesa,xInformationTechnologyData@MesaAZ.gov,See Terms of Use,published,,,Desktop division of DoIT,,https://citydata.mesaaz.gov/resource/btk5-ycpw.json,official,n/a,https://data.mesaaz.gov/stories/s/2dcd-j2nx/,Public,,n/a,60,Monthly,https://citydata.mesaaz.gov/resource/btk5-ycpw.json,n/a,n/a,n/a,2026-03-01T15:08:26.000,approved,n/a,n/a,n/a
1508,https://citydata.mesaaz.gov/d/btk5-ycpw/revisions/53,btk5-ycpw:53,private,false,,citydata.mesaaz.gov,dataset,DoIT - Desktop Incidents Resolved,"DoIT - Desktop Incidents Resolved Requests into the DoIT Sparc system are either incident tickets (access requests, app changes, helpdesk) or service requests.  Service requests are performed by the Desktop division of DoIT and include hardware adds/changes/moves. Service requests are assigned a priority level between 1-5 based on type of request.  Each level has a service level agreement – how quick the DoIT Desktop team will complete tickets of that priority level.  This metric calculates what percentage of our service request tickets are completed within the service level agreements established by DoIT.",0,01/16/2025 05:15:43 PM,Jan,2025,03/01/2026 03:08:49 PM,Mar,2026,Information Technology,sparc service requests,0,City of Mesa,xInformationTechnologyData@MesaAZ.gov,See Terms of Use,unpublished,DoIT - Desktop Incidents Resolved,btk5-ycpw,Desktop division of DoIT,,,official,n/a,https://data.mesaaz.gov/stories/s/2dcd-j2nx/,Public,,n/a,60,Monthly,,n/a,n/a,n/a,2026-03-01T15:08:26.000,not_ready,n/a,n/a,n/a
1530,https://citydata.mesaaz.gov/d/bydw-97bg,bydw-97bg,private,false,,citydata.mesaaz.gov,dataset,Code Case by Officer Plus Building Inspector - Temp Dataset,,3,04/25/2023 12:10:02 AM,Apr,2023,04/25/2023 12:10:54 AM,Apr,2023,,,0,Joe Zhao,,,published,,,,,https://citydata.mesaaz.gov/resource/bydw-97bg.json,official,n/a,,,,n/a,,,https://citydata.mesaaz.gov/resource/bydw-97bg.json,n/a,n/a,n/a,2023-04-25T00:11:13.000,not_ready,n/a,n/a,n/a
1531,https://citydata.mesaaz.gov/d/bzd7-34ua,bzd7-34ua,site,false,,citydata.mesaaz.gov,dataset,Business Services - Workspace Planning,"Customer requests that generate a work order with associated project details for the workspace planning unit of the Business Services Department.  Work order details includes location of work, prioritization, work order progress, description of work being done, owner and timing.",86,03/10/2025 08:09:11 PM,Mar,2025,03/30/2026 12:45:21 AM,Mar,2026,Business Services,,3,Aruna Dave,,See Terms of Use,published,,,Business Services,,https://citydata.mesaaz.gov/resource/bzd7-34ua.json,official,n/a,,,,n/a,7,Daily,https://citydata.mesaaz.gov/resource/bzd7-34ua.json,n/a,n/a,n/a,2026-03-30T00:45:20.000,not_ready,n/a,n/a,n/a
1535,https://citydata.mesaaz.gov/d/c25f-t5nt,c25f-t5nt,private,false,,citydata.mesaaz.gov,dataset,Solid Waste Equipment Availability for Rollout,% of Solid Waste equipment available to be rolled out on a daily basis that is averaged out over a month basis.,145,06/02/2021 06:56:22 PM,Jun,2021,03/30/2026 01:16:05 PM,Mar,2026,Fleet Services,"solid waste,fleet availability",16,Data & Performance Team,,See Terms of Use,published,,,Fleet Services,,https://citydata.mesaaz.gov/resource/c25f-t5nt.json,official,n/a,https://data.mesaaz.gov/stories/s/2dcd-j2nx/,,,n/a,3,Daily,https://citydata.mesaaz.gov/resource/c25f-t5nt.json,n/a,n/a,n/a,2026-03-30T13:16:03.000,not_ready,n/a,n/a,n/a
1536,https://citydata.mesaaz.gov/d/c272-bmxp,c272-bmxp,private,false,,citydata.mesaaz.gov,dataset,Special Events License,,18,02/03/2025 09:21:38 PM,Feb,2025,03/30/2026 10:01:23 AM,Mar,2026,,,2,Michael VanWie,,,published,,,,,https://citydata.mesaaz.gov/resource/c272-bmxp.json,official,n/a,,,,n/a,,,https://citydata.mesaaz.gov/resource/c272-bmxp.json,n/a,n/a,n/a,2026-03-30T10:01:22.000,not_ready,n/a,n/a,n/a
1538,https://citydata.mesaaz.gov/d/c2na-txhr,c2na-txhr,site,false,,citydata.mesaaz.gov,dataset,Park Recreation KPI Related Manual Data,Temporary dataset of currently manually collected data associated with Park Recreation key performance indicator results.,32,06/09/2025 08:22:47 PM,Jun,2025,06/16/2025 10:36:33 PM,Jun,2025,"Parks, Recreation, and Community Facilities",,0,Jolene.Pomeroy@MesaAZ.gov,,,published,,,,,https://citydata.mesaaz.gov/resource/c2na-txhr.json,official,n/a,,,,n/a,,As Needed / On Demand,https://citydata.mesaaz.gov/resource/c2na-txhr.json,n/a,n/a,n/a,2025-06-16T22:36:54.000,not_ready,n/a,n/a,n/a
1540,https://citydata.mesaaz.gov/d/c33p-u8bx,c33p-u8bx,public,false,,citydata.mesaaz.gov,dataset,Economic Development Special Projects Programs,List and status of special project events supported by the Office of Economic Development.,44,05/05/2025 08:00:44 PM,May,2025,03/30/2026 05:10:10 PM,Mar,2026,Economic Development,,1,Economic Development Data Coordinator,xEconomicDevelopmentData@mesaaz.gov,See Terms of Use,published,,,Economic Development,,https://citydata.mesaaz.gov/resource/c33p-u8bx.json,official,n/a,https://data.mesaaz.gov/stories/s/2dcd-j2nx/,Public,,n/a,7,Daily,https://citydata.mesaaz.gov/resource/c33p-u8bx.json,n/a,n/a,n/a,2026-03-30T17:10:09.000,approved,n/a,n/a,n/a
1541,https://citydata.mesaaz.gov/d/c33p-u8bx/revisions/273,c33p-u8bx:273,private,false,,citydata.mesaaz.gov,dataset,Economic Development Special Projects Programs,List and status of special project events supported by the Office of Economic Development.,0,01/08/2026 05:10:05 PM,Jan,2026,03/30/2026 05:10:10 PM,Mar,2026,Economic Development,,0,Economic Development Data Coordinator,xEconomicDevelopmentData@mesaaz.gov,See Terms of Use,unpublished,Economic Development Special Projects Programs,c33p-u8bx,Economic Development,,,official,n/a,https://data.mesaaz.gov/stories/s/2dcd-j2nx/,Public,,n/a,7,Daily,,n/a,n/a,n/a,2026-03-30T17:10:09.000,not_ready,n/a,n/a,n/a
1542,https://citydata.mesaaz.gov/d/c33p-u8bx/revisions/288,c33p-u8bx:288,private,false,,citydata.mesaaz.gov,dataset,Economic Development Special Projects Programs,List and status of special project events supported by the Office of Economic Development.,0,01/22/2026 05:10:06 PM,Jan,2026,03/30/2026 05:10:10 PM,Mar,2026,Economic Development,,0,Economic Development Data Coordinator,xEconomicDevelopmentData@mesaaz.gov,See Terms of Use,unpublished,Economic Development Special Projects Programs,c33p-u8bx,Economic Development,,,official,n/a,https://data.mesaaz.gov/stories/s/2dcd-j2nx/,Public,,n/a,7,Daily,,n/a,n/a,n/a,2026-03-30T17:10:09.000,not_ready,n/a,n/a,n/a
1543,https://citydata.mesaaz.gov/d/c33p-u8bx/revisions/293,c33p-u8bx:293,private,false,,citydata.mesaaz.gov,dataset,Economic Development Special Projects Programs,List and status of special project events supported by the Office of Economic Development.,0,01/26/2026 05:10:06 PM,Jan,2026,03/30/2026 05:10:10 PM,Mar,2026,Economic Development,,0,Economic Development Data Coordinator,xEconomicDevelopmentData@mesaaz.gov,See Terms of Use,unpublished,Economic Development Special Projects Programs,c33p-u8bx,Economic Development,,,official,n/a,https://data.mesaaz.gov/stories/s/2dcd-j2nx/,Public,,n/a,7,Daily,,n/a,n/a,n/a,2026-03-30T17:10:09.000,not_ready,n/a,n/a,n/a
1544,https://citydata.mesaaz.gov/d/c33p-u8bx/revisions/296,c33p-u8bx:296,private,false,,citydata.mesaaz.gov,dataset,Economic Development Special Projects Programs,List and status of special project events supported by the Office of Economic Development.,0,01/28/2026 05:10:06 PM,Jan,2026,03/30/2026 05:10:10 PM,Mar,2026,Economic Development,,0,Economic Development Data Coordinator,xEconomicDevelopmentData@mesaaz.gov,See Terms of Use,unpublished,Economic Development Special Projects Programs,c33p-u8bx,Economic Development,,,official,n/a,https://data.mesaaz.gov/stories/s/2dcd-j2nx/,Public,,n/a,7,Daily,,n/a,n/a,n/a,2026-03-30T17:10:09.000,not_ready,n/a,n/a,n/a
1545,https://citydata.mesaaz.gov/d/c33p-u8bx/revisions/324,c33p-u8bx:324,private,false,,citydata.mesaaz.gov,dataset,Economic Development Special Projects Programs,List and status of special project events supported by the Office of Economic Development.,0,02/25/2026 05:10:07 PM,Feb,2026,03/30/2026 05:10:10 PM,Mar,2026,Economic Development,,0,Economic Development Data Coordinator,xEconomicDevelopmentData@mesaaz.gov,See Terms of Use,unpublished,Economic Development Special Projects Programs,c33p-u8bx,Economic Development,,,official,n/a,https://data.mesaaz.gov/stories/s/2dcd-j2nx/,Public,,n/a,7,Daily,,n/a,n/a,n/a,2026-03-30T17:10:09.000,not_ready,n/a,n/a,n/a
1546,https://citydata.mesaaz.gov/d/c33p-u8bx/revisions/330,c33p-u8bx:330,private,false,,citydata.mesaaz.gov,dataset,Economic Development Special Projects Programs,List and status of special project events supported by the Office of Economic Development.,0,03/02/2026 05:10:06 PM,Mar,2026,03/30/2026 05:10:10 PM,Mar,2026,Economic Development,,0,Economic Development Data Coordinator,xEconomicDevelopmentData@mesaaz.gov,See Terms of Use,unpublished,Economic Development Special Projects Programs,c33p-u8bx,Economic Development,,,official,n/a,https://data.mesaaz.gov/stories/s/2dcd-j2nx/,Public,,n/a,7,Daily,,n/a,n/a,n/a,2026-03-30T17:10:09.000,not_ready,n/a,n/a,n/a
1547,https://citydata.mesaaz.gov/d/c33p-u8bx/revisions/336,c33p-u8bx:336,private,false,,citydata.mesaaz.gov,dataset,Economic Development Special Projects Programs,List and status of special project events supported by the Office of Economic Development.,0,03/07/2026 05:10:05 PM,Mar,2026,03/30/2026 05:10:10 PM,Mar,2026,Economic Development,,0,Economic Development Data Coordinator,xEconomicDevelopmentData@mesaaz.gov,See Terms of Use,unpublished,Economic Development Special Projects Programs,c33p-u8bx,Economic Development,,,official,n/a,https://data.mesaaz.gov/stories/s/2dcd-j2nx/,Public,,n/a,7,Daily,,n/a,n/a,n/a,2026-03-30T17:10:09.000,not_ready,n/a,n/a,n/a
1548,https://citydata.mesaaz.gov/d/c33p-u8bx/revisions/350,c33p-u8bx:350,private,false,,citydata.mesaaz.gov,dataset,Economic Development Special Projects Programs,List and status of special project events supported by the Office of Economic Development.,0,03/21/2026 05:10:04 PM,Mar,2026,03/30/2026 05:10:10 PM,Mar,2026,Economic Development,,0,Economic Development Data Coordinator,xEconomicDevelopmentData@mesaaz.gov,See Terms of Use,unpublished,Economic Development Special Projects Programs,c33p-u8bx,Economic Development,,,official,n/a,https://data.mesaaz.gov/stories/s/2dcd-j2nx/,Public,,n/a,7,Daily,,n/a,n/a,n/a,2026-03-30T17:10:09.000,not_ready,n/a,n/a,n/a
1549,https://citydata.mesaaz.gov/d/c33p-u8bx/revisions/354,c33p-u8bx:354,private,false,,citydata.mesaaz.gov,dataset,Economic Development Special Projects Programs,List and status of special project events supported by the Office of Economic Development.,0,03/25/2026 05:10:04 PM,Mar,2026,03/30/2026 05:10:10 PM,Mar,2026,Economic Development,,0,Economic Development Data Coordinator,xEconomicDevelopmentData@mesaaz.gov,See Terms of Use,unpublished,Economic Development Special Projects Programs,c33p-u8bx,Economic Development,,,official,n/a,https://data.mesaaz.gov/stories/s/2dcd-j2nx/,Public,,n/a,7,Daily,,n/a,n/a,n/a,2026-03-30T17:10:09.000,not_ready,n/a,n/a,n/a
1551,https://citydata.mesaaz.gov/d/c3ju-rtj3,c3ju-rtj3,private,false,,citydata.mesaaz.gov,dataset,Community Services - Value of Volunteer Hours - Temporary Dataset,"Temporary dataset in place of connected dataset https://citydata.mesaaz.gov/Community-Services/Community-Services-Value-of-Volunteer-Hours/bqyi-hmms/about_data
while Community Services updates data collection process for this data.",3,10/16/2024 02:58:55 PM,Oct,2024,10/16/2024 03:43:28 PM,Oct,2024,Community Services,,0,Jolene.Pomeroy@MesaAZ.gov,,,published,,,,,https://citydata.mesaaz.gov/resource/c3ju-rtj3.json,official,n/a,,,,n/a,0,As Needed / On Demand,https://citydata.mesaaz.gov/resource/c3ju-rtj3.json,n/a,n/a,n/a,2024-10-16T15:43:34.000,not_ready,n/a,n/a,n/a
1552,https://citydata.mesaaz.gov/d/c3sy-cciz,c3sy-cciz,public,false,,citydata.mesaaz.gov,dataset,HR Employee Benefit Trust Fund balance EOY,"Trust Fund balance as reported on statement of total revenues and expenditures FIN report measured on a fiscal year basis. Fund balance target is determined with joint agreement of Budget, Benefits Administration and Self-Insurance Trust Fund Board.",147,08/09/2021 04:14:25 PM,Aug,2021,03/10/2026 05:20:32 PM,Mar,2026,Human Resources,ebt,72,City of Mesa,xHumanResourcesData@MesaAZ.gov,See Terms of Use,published,,,Office of Management and Budget,,https://citydata.mesaaz.gov/resource/c3sy-cciz.json,official,n/a,https://data.mesaaz.gov/stories/s/2dcd-j2nx/,Public,,n/a,730,Annual,https://citydata.mesaaz.gov/resource/c3sy-cciz.json,n/a,n/a,n/a,2026-03-10T17:20:31.000,approved,n/a,n/a,n/a
1555,https://citydata.mesaaz.gov/d/c4rx-5w65,c4rx-5w65,private,false,,citydata.mesaaz.gov,dataset,transforms-ml,Transforming data training dataset _ Delete,3,08/23/2023 03:19:08 PM,Aug,2023,08/23/2023 05:23:35 PM,Aug,2023,,"delete,training",0,Myja.Lark@MesaAZ.gov,myja.lark@mesaaz.gov,,published,,,Data and Performance Management,,https://citydata.mesaaz.gov/resource/c4rx-5w65.json,official,n/a,,,,n/a,,,https://citydata.mesaaz.gov/resource/c4rx-5w65.json,n/a,n/a,n/a,2023-08-23T17:23:33.000,not_ready,n/a,n/a,n/a
1559,https://citydata.mesaaz.gov/d/c5zj-3xz2,c5zj-3xz2,private,false,,citydata.mesaaz.gov,dataset,Energy Resources - Average Duration of Interruptions (RETIRED),"**This dataset is retired. See retirement request in the attachments section**
Number of reported electric outages by customers.  Data reporting may have a 14 day lag.",82,10/12/2020 04:37:44 PM,Oct,2020,05/07/2024 05:27:16 PM,May,2024,Energy Resources,,0,Ashley Ballard,,,published,,,,,https://citydata.mesaaz.gov/resource/c5zj-3xz2.json,official,n/a,,,,n/a,0,Monthly,https://citydata.mesaaz.gov/resource/c5zj-3xz2.json,n/a,n/a,n/a,2024-05-21T20:48:57.000,not_ready,n/a,n/a,n/a
1570,https://citydata.mesaaz.gov/d/c893-ysyn,c893-ysyn,site,false,,citydata.mesaaz.gov,dataset,Mesa Public Schools - Elementary School Locations,,37,01/25/2018 07:58:47 PM,Jan,2018,01/31/2018 10:17:56 PM,Jan,2018,,,3,City of Mesa,Opendata.Info@mesaaz.gov,,published,,,,,https://citydata.mesaaz.gov/resource/c893-ysyn.json,official,n/a,,,,n/a,999,As Needed / On Demand,https://citydata.mesaaz.gov/resource/c893-ysyn.json,n/a,n/a,n/a,2024-07-01T14:40:11.000,not_ready,n/a,n/a,n/a
1572,https://citydata.mesaaz.gov/d/c8pj-5zzc,c8pj-5zzc,public,false,,citydata.mesaaz.gov,dataset,Feeding Mesa - Weekly Meal Distribution,Information about food distributed through all Mesa Cares Feeding Mesa Programs and partnerships. More information about Feeding Mesa program is available at https://www.mesaaz.gov/government/mesa-cares/feeding-mesa,196,07/16/2020 05:33:20 PM,Jul,2020,07/14/2021 04:02:11 PM,Jul,2021,Mesa CARES,"food,covid-19",79,City of Mesa,xParksRecreationAndCommunityFacilitiesData@MesaAZ.gov,See Terms of Use,published,,,"Parks, Recreation and Community Facilities",,https://citydata.mesaaz.gov/resource/c8pj-5zzc.json,official,n/a,https://data.mesaaz.gov/stories/s/2dcd-j2nx/,Public,,n/a,0,Daily,https://citydata.mesaaz.gov/resource/c8pj-5zzc.json,n/a,n/a,n/a,2024-04-16T16:44:20.000,approved,n/a,n/a,n/a
1577,https://citydata.mesaaz.gov/d/c9jc-hwuq,c9jc-hwuq,public,false,,citydata.mesaaz.gov,dataset,City Revenues (RETIRED),"**This dataset is no longer actively updated and is replaced by <a href=""https://citydata.mesaaz.gov/Office-of-Management-and-Budget/City-Revenues/ntuh-v7ru"">https://citydata.mesaaz.gov/Office-of-Management-and-Budget/City-Revenues/ntuh-v7ru/about_data</a>.**

Listing of all City revenues per department. This data includes transactions received by check and cash. Includes record date, customer, amount and the accounting string that describes which fund and organizational department benefited from the transaction.  The data contained on this website is for informational purposes only and represents revenue transactions of the City of Mesa. The data includes transactions received by check and cash. The data as represented is unaudited and may contain omissions. For audited financial statements please reference the Comprehensive Annual Financial Report (CAFR). Certain Mesa customer names have been redacted for confidentiality and safety issues; therefore not all customer names are represented. Certain Activity assignments may change mid-year. This year-to-date information is updated monthly and represents the most current activity assignment regardless of the assignment at the time of the transaction.",394,09/23/2019 05:08:52 PM,Sep,2019,03/03/2025 10:17:51 PM,Mar,2025,,,21,Roger Sliva,,,published,,,,,https://citydata.mesaaz.gov/resource/c9jc-hwuq.json,official,n/a,,,,n/a,0,,https://citydata.mesaaz.gov/resource/c9jc-hwuq.json,n/a,n/a,n/a,2025-01-15T23:27:59.000,approved,n/a,n/a,n/a
1582,https://citydata.mesaaz.gov/d/cb6b-efgs,cb6b-efgs,private,false,,citydata.mesaaz.gov,dataset,Engineering - Projects on Schedule (Jan 2018-May 2019),Describes engineering projects Jan 2018-May 2019. This dataset is no longer updated.,42,10/14/2019 09:47:18 PM,Oct,2019,10/29/2019 10:08:23 PM,Oct,2019,Engineering,,0,City of Mesa,,See Terms of Use,published,,,Engineering,,https://citydata.mesaaz.gov/resource/cb6b-efgs.json,official,n/a,https://data.mesaaz.gov/stories/s/2dcd-j2nx/,Sensitive,data noted as “public” is data that can be gained from public requests or is readily available via City of Mesa site.  The fields noted as sensitive are to protect staff members identity from the public or is sensitive due to public use or gain.,n/a,0,As Needed / On Demand,https://citydata.mesaaz.gov/resource/cb6b-efgs.json,n/a,n/a,n/a,2021-08-16T16:01:54.000,not_ready,n/a,n/a,n/a
1590,https://citydata.mesaaz.gov/d/cbxq-2sd2,cbxq-2sd2,public,false,,citydata.mesaaz.gov,dataset,Mesa Census Tracts To City Boundary v2022,"Census tracts (version 2022) as supplied by the US Census Bureau clipped to Mesa city boundaries as supplied by the city's Geographic Information System (GIS). 

Census tract files found at https://www2.census.gov/geo/tiger/ and are updated annually.",250,03/29/2023 05:23:00 PM,Mar,2023,03/29/2023 05:27:08 PM,Mar,2023,Census,,75,City of Mesa,xInformationTechnologyData@MesaAZ.gov,Public Domain U.S. Government,published,,,Information Technology and US Census,,https://citydata.mesaaz.gov/resource/cbxq-2sd2.json,official,n/a,https://data.mesaaz.gov/stories/s/2dcd-j2nx/,Public,,n/a,0,,https://citydata.mesaaz.gov/resource/cbxq-2sd2.json,n/a,n/a,n/a,2024-04-24T22:09:15.000,approved,n/a,n/a,n/a
1594,https://citydata.mesaaz.gov/d/ccju-eik6,ccju-eik6,site,false,,citydata.mesaaz.gov,dataset,Community Services Community Engagement,"This dataset tracks the Community Engagement Team’s activities, which fall into five main activity types. Each of these activity types can be done in support of the various programs, services, and interdepartmental support that the Community Engagement Team provides to residents and the City. Activity types include: Community Building Events and Meetings, Outreach and Education, Marketing and Communications, Neighborhood Support, and Resident Assistance. For each activity, the corresponding program/service and number of individuals engaged is tracked.",73,06/09/2025 10:42:44 PM,Jun,2025,03/27/2026 02:56:07 PM,Mar,2026,Community Services,,5,Aruna Dave,,See Terms of Use,published,,,Community Services,,https://citydata.mesaaz.gov/resource/ccju-eik6.json,official,n/a,,Confidential,Notes field may contain sensitive information,n/a,,Weekly,https://citydata.mesaaz.gov/resource/ccju-eik6.json,n/a,n/a,n/a,2026-03-27T14:56:06.000,not_ready,n/a,n/a,n/a
1597,https://citydata.mesaaz.gov/d/cd66-jefh,cd66-jefh,site,false,,citydata.mesaaz.gov,dataset,RSM Day Shelter Visits Daily Summary,,88,08/27/2024 11:44:44 PM,Aug,2024,09/29/2025 04:00:00 PM,Sep,2025,,,6,Katy Wilson,,See Terms of Use,published,,,Resurrection Street Ministries,,https://citydata.mesaaz.gov/resource/cd66-jefh.json,official,n/a,,,,n/a,0,,https://citydata.mesaaz.gov/resource/cd66-jefh.json,n/a,n/a,n/a,2025-09-29T15:59:58.000,not_ready,n/a,n/a,n/a
1603,https://citydata.mesaaz.gov/d/cez9-d6gy,cez9-d6gy,public,false,,citydata.mesaaz.gov,dataset,PRCF - Convention Center and Amphitheater Attendance,Attendance for events held at the Convention Center and Amphitheater,312,12/16/2019 10:02:40 PM,Dec,2019,03/12/2026 12:06:13 AM,Mar,2026,"Parks, Recreation, and Community Facilities","events,prcf trusted",48,City of Mesa,xParksRecreationAndCommunityFacilitiesData@MesaAZ.gov,See Terms of Use,published,,,"Parks, Recreation and Community Facilities",,https://citydata.mesaaz.gov/resource/cez9-d6gy.json,official,n/a,https://data.mesaaz.gov/stories/s/2dcd-j2nx/,Public,,n/a,60,Monthly,https://citydata.mesaaz.gov/resource/cez9-d6gy.json,n/a,n/a,n/a,2026-03-12T00:06:10.000,approved,n/a,n/a,n/a
1616,https://citydata.mesaaz.gov/d/ciiy-d2fm,ciiy-d2fm,public,false,,citydata.mesaaz.gov,dataset,ARPA Quarterly Reporting Metrics Log Solari LIT PRCF Scholarship,"Quarterly report of program key performance indicators with the ARPA funded programs for Project Ignite (LIT), PRCF Youth Recreation Scholarships, and Solari 911 Mental Health Response Teams.",120,07/19/2023 10:01:44 PM,Jul,2023,07/22/2025 11:20:25 PM,Jul,2025,Financial Services,,58,Jolene.Pomeroy@MesaAZ.gov,,,published,,,,,https://citydata.mesaaz.gov/resource/ciiy-d2fm.json,official,n/a,,,,n/a,0,Quarterly,https://citydata.mesaaz.gov/resource/ciiy-d2fm.json,n/a,n/a,n/a,2025-07-22T23:20:25.000,approved,n/a,n/a,n/a
1618,https://citydata.mesaaz.gov/d/cjjm-68du/revisions/255,cjjm-68du:255,private,false,,citydata.mesaaz.gov,dataset,Economic Development - Site Visits,List of business site visits conducted by the Office of Economic Development.,0,02/10/2026 07:02:05 PM,Feb,2026,03/29/2026 07:02:10 PM,Mar,2026,Economic Development,,0,Aruna Dave,,See Terms of Use,unpublished,Economic Development - Site Visits,cjjm-68du,,,,official,n/a,,,,n/a,7,Daily,,n/a,n/a,n/a,2026-03-29T19:02:09.000,not_ready,n/a,n/a,n/a
1622,https://citydata.mesaaz.gov/d/cknj-4bt4,cknj-4bt4,public,false,,citydata.mesaaz.gov,dataset,Business Services - Monthly Audit Cost Recovery,This dataset describes total amount of tax assessed by the City of Mesa by month as well as the salary & fringe benefits of the City of Mesa employees in the collections area.,610,10/05/2020 08:07:10 PM,Oct,2020,03/30/2026 01:45:40 AM,Mar,2026,Business Services,"cost recovery,tax,non-tax,collection",98,City of Mesa,xBusinessServicesData@mesaaz.gov,See Terms of Use,published,,,Business Services,,https://citydata.mesaaz.gov/resource/cknj-4bt4.json,official,n/a,https://data.mesaaz.gov/stories/s/2dcd-j2nx/,Public,,n/a,999,Daily,https://citydata.mesaaz.gov/resource/cknj-4bt4.json,n/a,n/a,n/a,2026-03-30T01:45:39.000,approved,n/a,n/a,n/a
1623,https://citydata.mesaaz.gov/d/cknj-4bt4/revisions/314,cknj-4bt4:314,private,false,,citydata.mesaaz.gov,dataset,Business Services - Monthly Audit Cost Recovery,This dataset describes total amount of tax assessed by the City of Mesa by month as well as the salary & fringe benefits of the City of Mesa employees in the collections area.,0,08/04/2021 06:04:18 PM,Aug,2021,03/30/2026 01:45:40 AM,Mar,2026,Business Services,"collection,tax,non-tax,cost recovery",0,City of Mesa,xBusinessServicesData@mesaaz.gov,See Terms of Use,unpublished,Business Services - Monthly Audit Cost Recovery,cknj-4bt4,Business Services,,,official,n/a,https://data.mesaaz.gov/stories/s/2dcd-j2nx/,Public,,n/a,999,Daily,,n/a,n/a,n/a,2026-03-30T01:45:39.000,not_ready,n/a,n/a,n/a
1624,https://citydata.mesaaz.gov/d/cknj-4bt4/revisions/643,cknj-4bt4:643,private,false,,citydata.mesaaz.gov,dataset,Business Services - Monthly Audit Cost Recovery,This dataset describes total amount of tax assessed by the City of Mesa by month as well as the salary & fringe benefits of the City of Mesa employees in the collections area.,0,06/27/2022 10:33:20 PM,Jun,2022,03/30/2026 01:45:40 AM,Mar,2026,Business Services,"collection,tax,non-tax,cost recovery",0,City of Mesa,xBusinessServicesData@mesaaz.gov,See Terms of Use,unpublished,Business Services - Monthly Audit Cost Recovery,cknj-4bt4,Business Services,,,official,n/a,https://data.mesaaz.gov/stories/s/2dcd-j2nx/,Public,,n/a,999,Daily,,n/a,n/a,n/a,2026-03-30T01:45:39.000,not_ready,n/a,n/a,n/a
1628,https://citydata.mesaaz.gov/d/cmtm-9tuw,cmtm-9tuw,private,false,,citydata.mesaaz.gov,dataset,City Expenditures (RETIRED),"This dataset is retired and replaced by https://citydata.mesaaz.gov/Office-of-Management-and-Budget/City-Expenditures/vdg8-dx96. Listing of all City expenses per department. This data includes transactions paid by check as well as payroll transactions and transactions paid by wire or electronic draft. Includes record date, payee, amount and the accounting string that describes which fund, organizational department and the activity roll up of the department that benefited from the transaction.  The data contained on this website is for informational purposes only and represents expenditure transactions of the City of Mesa. The data includes check payments as well as payroll transactions and transactions paid by wire or electronic draft. The data as represented is unaudited and may contain omissions. For audited financial statements please reference the Comprehensive Annual Financial Report (CAFR). Certain Mesa vendor and customer names have been redacted for confidentiality and safety issues; therefore, not all vendor or customer names are represented. Payments that are voided in a subsequent Fiscal Year may appear as a negative amount. Certain Activity assignments may change mid-year. This year-to-date information is updated monthly and represents the most current activity assignment regardless of the assignment at the time of the transaction.",121,09/23/2019 08:30:30 PM,Sep,2019,12/06/2024 11:06:29 AM,Dec,2024,,,3,Roger Sliva,,,published,,,,,https://citydata.mesaaz.gov/resource/cmtm-9tuw.json,official,n/a,https://data.mesaaz.gov/stories/s/2dcd-j2nx/,,,n/a,999,Monthly,https://citydata.mesaaz.gov/resource/cmtm-9tuw.json,n/a,n/a,n/a,2021-07-12T23:32:09.000,not_ready,n/a,n/a,n/a
1629,https://citydata.mesaaz.gov/d/cmvh-jniq,cmvh-jniq,site,false,,citydata.mesaaz.gov,dataset,Community Services - Internal Engagement and Outreach Support (INTERNAL),"This dataset describes the number and type of instances that the Community Engagement team provides internal support to other departments regarding community engagement and outreach best practices.

This dataset includes a field, ""entered by"" for internal audiences only.",108,10/05/2020 03:12:46 PM,Oct,2020,09/22/2025 06:09:12 PM,Sep,2025,Community Services,"programming,engagement,community,neighborhoods",3,City of Mesa,xCommunityServicesData@mesaaz.gov,See Terms of Use,published,,,Community Services,,https://citydata.mesaaz.gov/resource/cmvh-jniq.json,official,n/a,https://data.mesaaz.gov/stories/s/2dcd-j2nx/,Confidential,"Sensitive information in this dataset, see description for more detail.",n/a,60,Monthly,https://citydata.mesaaz.gov/resource/cmvh-jniq.json,n/a,n/a,n/a,2025-09-22T18:09:11.000,not_ready,n/a,n/a,n/a
