"agency","related_agencies","headline","subheadline","publish_date","publish_year","city","state","header_content","content","footer_content","category_tags","social_media_tagline","ispinned","isarchived","contact1","contact2","contact3","contact4","contact5","date_expire","date_entered","entered_by","date_last_modified","last_modified_by","category_tag1","category_tag2","category_tag3","category_tag4","category_tag5","content2","content3","content4","content5"
"Secretary of State",,"Secretary of State Shemia Fagan Statement on Inauguration of President Joseph R. Biden Jr. and Vice President Kamala D. Harris",,"2021-01-20T12:00:00.000","2021","Salem","OR",,"Oregon Secretary of State Shemia Fagan issued the following statement on the inauguration of President Joseph R. Biden Jr. and Vice President Kamala D. Harris:

“Today we witnessed the peaceful transition of power at the very location where a violent coup was attempted only a few weeks ago. The peaceful transfer of leadership is the bedrock of our democracy and Oregonians of all political leanings can celebrate its occurrence once again. We have an opportunity to restore faith in democratic institutions and overcome the divisiveness that has engulfed our nation in modern times. And, with the historic inauguration of our nation’s first woman, South Asian American and Black vice president, and a cabinet that promises to reflect the diversity of our nation, we will have a federal government prepared to continue our journey towards a more perfect union.”

“As I snuggled my children this morning and together witnessed history, I was overcome by the words of our nation’s youth poet laureate, Amanda Gorman. Among her stirring words:

We’ve seen a force that would shatter our nation rather than share it,
Would destroy our country if it meant delaying democracy.
And this effort very nearly succeeded.
But while democracy can be periodically delayed,
It can never be permanently defeated.

“While we have much work ahead of us to ensure that everyone, regardless of who they are, what their political affiliation is or where they live, feels heard and included in the institutions that serve them, today is a reminder of the greatness, hope, and resiliency of our democracy.""

“I look forward to joining leaders in our state and nation to restore faith in our democracy and combat the scourge of disinformation that lies in wait to divide us once again.”
 
CONTACT: 971-375-2776 | aaron.fiedler@oregon.gov","{
  ""Photos"": [],
  ""Videos"": [],
  ""Audios"": []
}","Elections & Voting,Improving Government",,,,,,,,,,"2021-01-20T12:06:00.000","Emma Snodgrass","2021-01-20T12:07:00.000","Emma Snodgrass","Elections & Voting","Improving Government",,,,,,,
"Secretary of State",,"Amidst Ongoing Crises, the 2021-22 Audit Plan Tackles Some of Oregon’s Biggest Challenges",,"2021-02-04T15:40:00.000","2021","Salem","OR",,"Oregon Secretary of State Shemia Fagan [released the 2021-22 Audit Plan today.](https://sos.oregon.gov/audits/Documents/2021-01.pdf) The plan, which outlines the work the Audits Division plans to tackle in the coming year, focuses on critical areas of public concern, including: risks related to the ongoing COVID-19 pandemic; increasing threats to public safety posed by domestic terrorism and violent extremism; the disproportionate impacts to Black, Indigenous, People of Color, Oregon tribes, rural communities, and our most vulnerable populations as the result of inequitable systems; and emergency management response challenges and lessons learned from the devastating 2020 wildfire season.

With this audit plan, Oregon will be at the forefront in the effort to prioritize equity in auditing, aligned with government auditing leading practices being promulgated by the United States Government Accountability Office.

“The work of the Audits Division is critically important to strengthening and improving the government services and agencies Oregonians interact with and rely on every single day,” Secretary Fagan said. “Long before the pandemic upended our everyday lives, Oregon faced a number of ongoing crises, affecting the lives of people in every community across the state. Unprecedented wildfires, COVID-19, and the resulting economic downturn only intensified the existing inequities burdening Oregonians in under-resourced regions and historically marginalized communities. This year’s audit plan is directed at many of those most pressing issues with an eye toward building a better Oregon for everyone.”

Among the audits in the 2021-22 plan are:

•	An analysis of Oregon’s Unemployment Insurance Program, identifying the challenges the program faced early in the pandemic and working to ensure the system will be resilient in the face of a future crisis.
•	An evaluation of the emergency response to the 2020 wildfires and recommendations for improvements in natural disaster responses in the future.
•	An audit of our state’s COVID-19 vaccine distribution to ensure we are efficiently and equitably immunizing Oregonians while stopping the spread of this deadly virus.
•	An inspection of rural water supplies and the environmental and contamination risks faced now and in the future.
•	A look at domestic terrorism and ideologically motivated violent extremism in Oregon and law enforcement’s ability to deal with the threat.
•	An assessment of the licensing and regulation of cannabis businesses and evaluation of how licensing considerations could address historical wrongs to Black, Indigenous, People of Color, and Oregon’s nine tribes.
•	An overview of the types of calls received by state and local 911 systems and an equitable analysis of what and how public safety resources are deployed in response.
•	An assessment of the state of cybersecurity in Oregon and determination of whether state agencies and local governments have effective and efficient information technology security frameworks and control structures.
•	An analysis of the performance of Oregon’s mortgage interest deduction and a risk assessment of homeless services to determine how to improve coordinating and distributing services.

“This audit plan reflects Secretary Fagan’s and the Audits Division team’s commitment to using our skills and resources to execute high-impact audits examining government functions and services that are most relevant to the people who reside in our great state, especially those most vulnerable among us,” said Audits Director Kip Memmott. “These audits are designed to ensure transparency of government operations and to help to build and maintain public trust through a look at both what is working well in service to the people of Oregon and what can be improved. I join Secretary Fagan in thanking the Governor’s Office, agency leaders, and legislators, especially members of the Joint Legislative Audit Committee, for their ongoing support,","{
  ""Photos"": [],
  ""Videos"": [],
  ""Audios"": []
}","Health,Improving Government",,,,,,,,,,"2021-02-04T15:54:00.000","Emma Snodgrass","2021-02-04T16:07:00.000","Emma Snodgrass","Health","Improving Government",,,,"cooperation, and collaboration.”

To view the full 2021-22 Audit Plan, [click here.](https://sos.oregon.gov/audits/Documents/2021-01.pdf)

CONTACT: 971-375-2776 | aaron.fiedler@oregon.gov",,,
"Secretary of State",,"Taneesh Garg Sworn In as 2021 Kid Governor",,"2021-02-08T15:19:00.000","2021","Salem","OR",,"Taneesh Garg, a fifth-grade student at Beaverton’s Springville K-8, was sworn in in a virtual ceremony today as Oregon’s fourth Kid Governor. Garg ran and won on his platform of eliminating racism.

“I am grateful and humbled to be chosen as Oregon’s Kid Governor,” Kid Governor Garg told the gathered virtual crowd during his inauguration. “During my one-year term, I will be focusing on implementing my three-point plan for the community issue of racism. I chose this topic because being treated differently because of your skin color or culture is hurtful. One day, I was imagining if all the kids were the same, we all looked the same, did the same things, talked the same way, the world would be really boring. Our differences in culture, language, customs, and festivals enriches this world.”

Paul De Muniz, former chief justice of the Oregon Supreme Court, delivered the oath of office following remarks from Oregon Secretary of State Shemia Fagan. Among the gathered virtual crowd was Taneesh’s family and fifth-grade classmates, Rep. Janelle Bynum, Rev. Dr. Chuck Currie, and outgoing and former Kid Governors including Raaga Mandala (2020), Erikka Baldwin (2019), and Dom Peters (2018).

Garg, elected Kid Governor by his peers across Oregon in November, was among 17 applicants and seven finalists.

“I am so inspired by Taneesh and his commitment to eliminating racism in our state,” Secretary Fagan said. “I look forward to working with him over the next year to advance his service project and help highlight the importance of civics education. Taneesh is an incredible leader, and I can’t wait to see how he fulfills his term as Kid Governor.”
Kid Governor, started by the Connecticut Democracy Center in 2015 as a way of introducing Civics Education to fifth graders, is in its fourth year in Oregon. The program is administered by the Oregon Secretary of State’s office. This year, more than 1,800 students from 46 schools across Oregon registered to nominate a candidate and or vote in this year’s election.

“Kid Governor is an incredible opportunity to give students across Oregon first-hand experience in the democratic process,” said Mary Beth Herkert, former state archivist and state coordinator for the Kid Governor program. “Taneesh joins an inspiring group of young people who have been elected Kid Governor and worked to advance community service projects that make Oregon a better place for all.”

Watch a replay of Taneesh Garg’s virtual inauguration here: [http://or.kidgovernor.org/WatchNow.](https://youtu.be/REi92WO4rk4) Learn more about Garg and his platform, as well as the cabinet who will be serving with him in the year ahead, here: http://or.kidgovernor.org/2020-statewide-election.

MEDIA CONTACT: Aaron Fiedler / Press Secretary / aaron.fiedler@oregon.gov","{
  ""Photos"": [],
  ""Videos"": [
    {
      ""Url"": ""https://youtu.be/REi92WO4rk4""
    }
  ],
  ""Audios"": []
}","Arts & Culture,Children & Family,Elections & Voting,Improving Government,Media Advisory / Event",,,,,,,,,,"2021-02-08T15:22:00.000","Emma Snodgrass","2021-02-08T15:23:00.000","Emma Snodgrass","Arts & Culture","Children & Family","Elections & Voting","Improving Government","Media Advisory / Event",,,,
"Secretary of State",,"The Oregon Blue Book is Now Updated Online","Print edition arrives in early March","2021-02-22T14:04:00.000","2021","Salem","OR",,"The Oregon Blue Book is the state's official almanac and fact book, containing listings and descriptions of government agencies and educational institutions, maps, facts about Oregon history and elections, as well as information on the arts, media, and other cultural institutions in Oregon.

“The Oregon Blue Book is a treasure that the Oregon Archives Division is privileged to carefully steward every two years,” said Oregon Secretary of State Shemia Fagan. “The Blue Book is by definition a team project, with Oregonians young and old, from all across Oregon, contributing to tell our state's story.”

The new Oregon Blue Book theme celebrates the Oregon state parks centennial. The [featured exhibit](https://sos.oregon.gov/blue-book/Pages/explore/exhibits/state-parks-centennial-intro.aspx) combines photos and artwork to visually take readers on a tour of the huge variety of state parks in every corner of the state. In keeping with the Oregon state parks centennial theme, the [featured essay,](https://sos.oregon.gov/blue-book/Pages/facts/history1/parks/introduction.aspx) written by Kristine Deacon of Salem, explores some of the state’s most interesting and quirky state parks. Oregon students also contributed [essays,](https://sos.oregon.gov/blue-book/Pages/explore/exhibits/essays-2021/introduction.aspx) with accompanying illustrations, describing their favorite state parks.

To keep the Oregon Blue Book up to date, the staff of the Archives Division contacted hundreds of government offices, newspapers, and cultural institutions. This year, the [Oregon History](https://sos.oregon.gov/blue-book/Pages/facts-history.aspx) section has been completely rewritten and illustrated. Professor Bob Reinhardt of Boise State University introduces readers to the myriad ways that different people interacted with their environments to create this place we know as Oregon. Several other sections, such as [Economy,](https://sos.oregon.gov/blue-book/Pages/facts-history.aspx) [Government Finance,](https://sos.oregon.gov/blue-book/Pages/facts-finance.aspx) and [Almanac,](https://sos.oregon.gov/blue-book/Pages/facts-almanac.aspx) have been rewritten to reflect important changes.

“Since 1911, the Oregon Blue Book has been a key resource for Oregonians to learn about their state and the institutions that serve them,” said State Archivist Stephanie Clark. “We are excited that this edition of the Oregon Blue Book is now available online and we look forward to the print editions coming soon.”

The new print version of the Oregon Blue Book is published during odd-numbered years as required by [ORS 177.120](https://www.oregonlegislature.gov/bills_laws/ors/ors177.html) and will be available beginning in March. To order a copy, [click here.](https://secure.sos.state.or.us/prs/shopBlueBook.do)

The [online version](https://sos.oregon.gov/blue-book) is updated regularly and includes additional resources.

CONTACT: 971-375-2776 | aaron.fiedler@oregon.gov","{
  ""Photos"": [],
  ""Videos"": [],
  ""Audios"": []
}","Arts & Culture,Education",,,,,,,,,,"2021-02-22T15:06:00.000","Griffin Walker","2021-02-22T15:14:00.000","Griffin Walker","Arts & Culture","Education",,,,,,,
"Secretary of State",,"Oregon Office of Small Business Assistance Sees Significant Growth in Support Cases Amidst Unprecedented 2020",,"2021-02-24T10:00:00.000","2021","Salem","OR",,"Oregon’s Office of Small Business Assistance released its 2020 Annual Report today. During an unprecedented year, the advocates in the office logged 3,060 cases, helping small business owners across Oregon connect with resources and understand regulations that frequently changed throughout the COVID-19 pandemic.

“2020 was a staggering year for small businesses,” said Trevor Leahy, the Small Business Ombudsman. “I hope small business owners see this report and know that the advocacy team is standing by to answer questions and connect businesses to resources.”

Nearly half of all the work the office completed in 2020 happened in March and April due to pandemic closures and new operating regulations. The majority of small businesses contacting the team were seeking financial aid and clarity in operating guidelines.

“Oregon’s small businesses faced unprecedented challenges in 2020, including a worldwide pandemic, catastrophic wildfires, and a global recession. Many small businesses have been stressed to the breaking point,” said Oregon Secretary of State Shemia Fagan. “The Office of Small Business Assistance has gone above and beyond to help small business owners from all across Oregon and I want to thank them for their hard work during these exceptional times. I also want to give special thanks to Ruth Miles, who recently departed the Secretary of State’s office, for her work to build and grow the Office of Small Business Assistance. This report and the work of this team is a testament to her service to Oregon.”    

Digital copies of the 2020 Annual Report are available at: https://www.oregon.gov/smallbusiness/Documents/2020-small-business-annual-report.pdf
The full report is available in a self-guided digital format at: https://prezi.com/view/IDFKPNM91620kpJyvn9l/

The Office of Small Business Assistance Advocacy Team serves as a confidential and free resource for small businesses with questions, concerns, or complaints about state and local government agencies. Learn more and seek assistance by visiting, [https://www.oregon.gov/smallbusiness,](https://www.oregon.gov/smallbusiness/Pages/default.aspx) emailing Business.SOS@oregon.gov, or calling toll-free 1-844-469-5512.

Created in 2013 and expanded in 2016, the Office of Small Business Assistance within the office of Oregon’s Secretary of State, serves as an independent voice for small business within government. Since its creation, the office has helped provide support to 7,429 business. 

CONTACT: 971-375-2776 | aaron.fiedler@oregon.gov","{
  ""Photos"": [],
  ""Videos"": [],
  ""Audios"": []
}","Business,Coronavirus",,,,,,,,,,"2021-02-24T10:08:00.000","Emma Snodgrass","2021-02-24T10:10:00.000","Emma Snodgrass","Business","Coronavirus",,,,,,,
"Secretary of State",,"Eloisa Miller Named Corporation Division Director",,"2021-02-26T16:22:00.000","2021","Salem","OR",,"Oregon’s Secretary of State Shemia Fagan has named Eloisa Miller the Corporation Division director.

Miller joins the Secretary of State’s office after four years as Governor Kate Brown’s economic and business equity manager, advising on and implementing statewide contracting policies and practices to expand access and opportunities for small businesses.  

“It is an honor to join the Secretary of State’s office and lead the talented group of individuals within the Corporation Division who are helping support Oregon businesses and build economic prosperity in every corner of our state,” Miller said. “I look forward to continue building a division that is providing business owners equitable access to critical resources to start, sustain, and thrive.”    

Miller’s professional background includes policy making, leading statewide initiatives, local and rural community engagement, economic development, and advocacy for Oregon businesses. She has served on the Governor’s Racial Justice Council, as co-chair of the council’s Economic Opportunity Committee, and Governor’s Minority Contractors Taskforce.  

“We are so pleased to have Eloisa joining the team within the Secretary of State’s office,” said Secretary of State Shemia Fagan. “She brings years of incredible experience and I know will be able to hit the ground running.”  

Miller takes over the division from Ruth Miles, who left the agency in early February. 

[The Corporation Division](https://sos.oregon.gov/business/Pages/default.aspx) within the Secretary of State’s office oversees business registration, UCC filings, notaries, as well as the [Office of Small Business Assistance.](https://www.oregon.gov/smallbusiness/Pages/default.aspx)

CONTACT: 971-375-2776 | aaron.fiedler@oregon.gov","{
  ""Photos"": [],
  ""Videos"": [],
  ""Audios"": []
}","Business",,,,,,,,,,"2021-02-26T16:28:00.000","Emma Snodgrass","2021-02-26T16:30:00.000","Emma Snodgrass","Business",,,,,,,,
"Secretary of State",,"Secretary of State Shemia Fagan Appointed to the Bipartisan National Popular Vote Advisory Committee",,"2021-03-01T10:30:00.000","2021","Salem","OR",,"National Popular Vote, a national non-profit dedicated to advancing the National Popular Vote Interstate Compact in states across the country, announced that Oregon Secretary of State Shemia Fagan has joined its Advisory Board.

The National Popular Vote Interstate Compact, [which Oregon joined in 2019,](https://olis.oregonlegislature.gov/liz/2019R1/Measures/Overview/SB870) would award electoral college votes to the national popular vote winner in presidential elections once it is enacted by states that cumulatively possess a majority of all electoral votes. Currently, the compact has been enacted in 15 states and the District of Columbia for a total of 196 electoral votes.

“One-person-one-vote is critical to the foundation of our democracy and National Popular Vote ensures that this principle is upheld in one of our most sacred democratic processes – selecting our President,” Secretary Fagan said. “I am proud Oregon has long been a leader in elections reform to ensure the voices of individuals across the political spectrum and geographic divide are heard. Joining the National Popular Vote Interstate Compact was one step in that long journey. It is an honor to join this group of individuals in advancing National Popular Vote across the country.”  

The Oregon Legislature passed the National Popular Vote Interstate Compact in 2019. Secretary Fagan, who at the time served in the Oregon Senate, was one of the chief sponsors of the legislation. 

[The Advisory Board](https://www.nationalpopularvote.com/advisory-board) is made up of a bipartisan group of current and former elected officials, election law experts, and electoral reform advocates from across America's political spectrum. With the shared goal of electing the President by national popular vote and implementation of the one-person-one-vote principle, this group advises the non-profit National Popular Vote organization on their mission of reforming the electoral college through the enactment of the National Popular Vote Interstate Compact.

Secretary Fagan joins, as a member of the advisory board, co-chairs, former Republican National Committee chairman Michael Steele, former Sen. Al Franken, fellow Secretaries of State, Jena Griswold of Colorado and Steve Simon of Minnesota, former Attorney General Eric Holder, former NAACP President Ben Jealous, Republican consultant Rick Tyler, former U.S. Sens. Jake Garn and David Durenburger and former Reps. Tom Campbell and Tom Downey on the board.

CONTACT: 971-375-2776 | aaron.fiedler@oregon.gov","{
  ""Photos"": [],
  ""Videos"": [],
  ""Audios"": []
}","Elections & Voting",,,,,,,,,,"2021-03-01T10:35:00.000","Emma Snodgrass","2021-03-01T10:36:00.000","Emma Snodgrass","Elections & Voting",,,,,,,,
"Secretary of State",,"Statement from Oregon Secretary of State Shemia Fagan on the Legislature’s Supreme Court Redistricting Petition",,"2021-03-10T13:30:00.000","2021","Salem","OR",,"Oregon Secretary of State Shemia Fagan issued the following statement in response to the petition for writ of mandamus filed with the Oregon Supreme Court by Oregon Senate President Peter Courtney and Oregon House Speaker Tina Kotek:  

“Over the last several weeks, the Secretary of State’s office has been in regular communication with legislative leadership about the unprecedented delays in Census data and the questions that it raises around redistricting this year. The Senate President, the House Speaker, and I are all in agreement that the Oregon Supreme Court is the right venue to seek clarity on how redistricting is conducted this year. Though the name of this petition may suggest we are adversarial, the caption is merely a formality to provide clarity to a process in which both the Oregon Legislature and Secretary of State have a Constitutional obligation to Oregonians.    

“As Oregon’s chief elections officer, I am responsible for ensuring the accessibility, predictability, and security of Oregon elections in 2022. I have significant concerns about the Legislature’s request to move redistricting deadlines into 2022. Such a move would likely have cascading effects and require the Legislature or the Court to move the 2022 primary election to an uncertain date. I have consulted with our Elections Director and the county clerks. I share their concerns that disrupting 2022 election dates would lead to a significant disruption and voter confusion over next year’s elections. We have shared these concerns with legislative leadership and will be presenting the Court with a simpler option that preserves the Constitutional duty of the legislature to do redistricting but in a manner that is timely and does not disrupt Oregon‘s 2022 elections.  

“My commitment in this process is to ensure that Oregonians from all walks of life are front and center. Maps must be fair, drawn in a timely manner, and the people of Oregon must be given adequate opportunity to have their voices heard. Accountability measures should remain in place if the Legislature is unable to complete its work, and Oregonians must maintain their right to challenge the maps under the Oregon Constitution and related laws. 

“In the coming months, I look forward to working collaboratively with the Legislature, helping to promote their work, and engaging Oregonians in all corners of the state, including Black, Indigenous, Latinx, other communities of color, and historically underserved communities in this process. Together, we can ensure all Oregonians have the fair, equitable representation they deserve.”","{
  ""Photos"": [],
  ""Videos"": [],
  ""Audios"": []
}","Elections & Voting",,,,,,,,,,"2021-03-10T13:53:00.000","Emma Snodgrass","2021-03-10T13:56:00.000","Emma Snodgrass","Elections & Voting",,,,,,,,
"Secretary of State",,"Celebrating the Six Years of Automatic Voter Registration in Oregon",,"2021-03-16T12:00:00.000","2021","Salem","OR",,"Six years ago today, Gov. Kate Brown signed Oregon’s groundbreaking, first in the nation automatic voter registration legislation, often referred to as ""Motor Voter,” into law. https://www.oregonlive.com/mapes/2015/03/kate_brown_gets_to_sign_her_ow.html
The legislation helped spawn similar efforts across the country, bolstering Oregon’s reputation as a leader in election accessibility and security.  

“At a perilous time for voting rights across our nation, I am so proud to live in a state where Oregonians from across the political spectrum work together for fair, secure, and reliable access to the ballot box,” said Oregon Secretary of State Shemia Fagan, who supported Motor Voter as a member of the Oregon House of Representatives in 2015. https://youtu.be/RnB__4XXURQ
“Oregonians from all walks of life can be proud of the fact that our state is a national model for how elections should be run.”

According to the latest annual report prepared by the Secretary of State’s Elections Division, 90,769 people were registered to vote through the Motor Voter law in 2020. https://sos.oregon.gov/elections/Documents/registration/OMV-YearlyReports-2020.pdf
To date, 20 states and the District of Columbia have implemented some form of automatic voter registration.

To view Oregon Motor Voter annual reports and historical data dating back to January, 2016, [click here.](https://digital.osl.state.or.us/islandora/object/osl%3A64507) To learn more about how Oregon’s Motor Voter law works, [click here.](https://sos.oregon.gov/voting/Documents/oregon-motor-voter-registration-manual-final.pdf)","{
  ""Photos"": [],
  ""Videos"": [],
  ""Audios"": []
}","Elections & Voting",,,,,,,,,,"2021-03-16T12:15:00.000","Emma Snodgrass","2021-03-16T12:19:00.000","Emma Snodgrass","Elections & Voting",,,,,,,,
"Secretary of State",,"Oregon Secretary of State Files Response to Legislature’s Supreme Court Redistricting Petition","Response seeks to avoid disruption of 2022 election dates","2021-03-17T17:30:00.000","2021","Salem","OR",,"Today, the Oregon Department of Justice on behalf of Secretary of State Shemia Fagan, filed a response to the Oregon Legislature’s petition for a writ of mandamus, related to state Legislative redistricting, with the Oregon Supreme Court: https://content.govdelivery.com/attachments/ORSOS/2021/03/18/file_attachments/1727024/KOTEK%20%28MEMO%20OPPOSING%20PETITION%20FOR%20WRIT%20OF%20MANDAMUS%20W_DEC%29%20S068364%20%28Tina%29.pdf

Secretary Fagan’s response notes that the Legislature’s requested delays in redistricting timelines for state Legislative maps will require moving the 2022 primary elections in all 36 counties and numerous other elections-related deadlines. The response demonstrates that the Legislature can access quality population data from the U.S. Census Bureau’s partner in Oregon, the Population Research Center, and can use that data to produce redistricting maps without delay, leaving opportunities to incorporate Census data when it becomes available.

“As Oregon’s chief elections officer, I am responsible for safeguarding the elections process for all Oregonians. I am deeply concerned about  the ability of our state’s county clerks to administer stable, predictable elections next year if the Legislature is successful in moving deadlines and changing 2022 election dates,” Secretary Fagan said. “As detailed in our response, moving the 2022 May primary would strain county and state resources and risk significant voter confusion at a time when it is more important than ever for us to build and maintan public trust in our elections. We owe it to Oregonians to do everything we can to fulfill our constitutional obligation on time and without impacting the 2022 elections.”

In the filing, Interim Oregon Elections Director Brenda Bayes detailed the list of potential impacts on the state’s 2022 election cycle if state Legislative redistricting dates are allowed to be pushed out 60 days after the redistricting data arrives. Those potential impacts include:

•	Shifting dates could affect the primary and general election in 2022;
•	The expense of substantial time and resources spent informing voters and candidates about the changes to long established election dates and related deadlines;
•	The risk that candidates file and run in a May primary for a district with boundaries that change, disqualifying them from seeking office;
•	Potential for disproportionate harm to candidates with fewer financial resources;
•	Significant technical reprogramming costs for state and county governments; and
•	The potential to inflame misinformation and distrust in elections.

Each decade, states are required to redraw boundaries for state Legislative and federal Congressional districts to account for population changes. Oregon’s state Legislative redistricting process is detailed in Article IV, section 6 of the Oregon Constitution. The Constitution gives the Oregon Legislature clear authority over the process, with the Secretary of State as a backstop if, for some reason, the Legislature is unable to complete its process. The process for federal Congressional redistricting, which redraws Oregon’s district boundaries for the United States House of Representatives, is guided by state law with the Oregon Supreme Court as a backstop. The Secretary of State has no role in federal Congressional redistricting, which is not addressed in the Legislature’s petition. 

[View the Secretary of State's response.](https://content.govdelivery.com/attachments/ORSOS/2021/03/18/file_attachments/1727024/KOTEK%20%28MEMO%20OPPOSING%20PETITION%20FOR%20WRIT%20OF%20MANDAMUS%20W_DEC%29%20S068364%20%28Tina%29.pdf)","{
  ""Photos"": [],
  ""Videos"": [],
  ""Audios"": []
}","Elections & Voting",,,,,,,,,,"2021-03-18T07:59:00.000","Emma Snodgrass","2021-03-18T08:02:00.000","Emma Snodgrass","Elections & Voting",,,,,,,,
"Secretary of State",,"New Secretary of State Report Outlines Steps to Improve COVID-19 and Infectious Disease Response at Long-Term Care Facilities",,"2021-03-24T10:00:00.000","2021","Salem","OR",,"The Secretary of State Audits Division released an advisory report today identifying several steps the Oregon Department of Human Services, Oregon Health Authority, and the Oregon Legislature could take to improve infection control in long-term care facilities -- which includes nursing facilities, assisted living and residential care facilities, and memory care units. The improvements identified in the report could help the COVID-19 response, as well as responses to other illness outbreaks common to these facilities, like flu and norovirus: https://sos.oregon.gov/audits/Documents/2021-09.pdf

Among the improvements recommended and challenges identified in the report:
•	Additional monitoring could strengthen facilities’ compliance with infection control protocols.
•	The state could do more to monitor and publicly report vaccinations within these facilities, including among staff.
•	With the COVID-19 response being a priority, complaint investigations, recertification and licensing inspections have slowed or even halted.
•	Oregon has minimal state regulations on staffing, infection control, emergency preparedness, and staff and resident vaccination reporting for assisted living and residential care facilities.

“COVID-19 has stressed every system in our nation and laid bare challenges and inequities that existed long before the pandemic,” said Secretary of State Shemia Fagan. “This is a moment for all of us to take stock and ensure we are improving the vital systems and services that Oregonians count on to provide care and support. The goal of this advisory report is to offer concrete steps to improve the safety of these facilities, for the residents and the workers providing their care.”

For this advisory report, the Oregon Audits Division reviewed infection control in long-term care facilities to identify gaps in Oregon’s laws, rules, and practices that, if addressed, could help the state further contain the COVID-19 virus and prevent future communicable disease outbreaks. Audit staff focused on oversight of 685 long-term care facilities including nursing facilities, which are regulated by the federal and state government, and community-based care facilities, which are regulated only by the state. Community-based care — assisted living and residential care — includes almost all the state’s memory care units.

Today’s report is a research-based project, not an audit under government auditing standards. This reporting method allowed for a timelier project to recognize the impact on state agencies’ bandwidth as they respond to COVID-19. The report has undergone the same quality assurance process as audit reports from the Audits Division.

Read the full advisory report: https://sos.oregon.gov/audits/Documents/2021-09.pdf","{
  ""Photos"": [],
  ""Videos"": [],
  ""Audios"": []
}","Coronavirus,Health,Improving Government",,,,,,,,,,"2021-03-24T10:08:00.000","Emma Snodgrass","2021-03-24T10:09:00.000","Emma Snodgrass","Coronavirus","Health","Improving Government",,,,,,
"Secretary of State",,"2021-2022 Oregon Blue Book Print Edition is Now Available","Theme celebrates the centennial of Oregon’s state parks","2021-04-01T10:00:00.000","2021","Salem","OR",,"The 2021–2022 Oregon Blue Book, celebrating the upcoming centennial of Oregon’s state parks, [is now available in print.](https://secure.sos.state.or.us/prs/shopBlueBook.do) The Blue Book, which has been published in odd-numbered years since 1911, is the state’s official almanac and fact book.

“Along with a new season, I’m thrilled that spring marks the delivery of a new Oregon Blue Book,” said Secretary of State Shemia Fagan. “I’m excited to see in print the contributions Oregonians from across the state made to make this edition a reality. From the beautiful photography that graces the front and back covers, to the essays that highlight our cherished state parks, this edition is one of the best yet. I thank the incredible staff of the Oregon Archives for all that they do to bring the Oregon Blue Book to life.”

This year’s print edition of the Oregon Blue Book features photography from two Oregonians. On the front cover is a photo by Nomeca Hartwell of Grants Pass, titled “Whaleshead Beach under the Stars.” The back cover is a photo taken by Sandy Vilahu of Bandon, titled “Rainbow's End, Cape Arago Lighthouse.”

This year’s Oregon Blue Book theme celebrates the upcoming Oregon state parks centennial and features photos and artwork to visually take readers on a tour of state parks across Oregon. Kristine Deacon of Salem wrote [the featured essay,](https://sos.oregon.gov/blue-book/Pages/facts/history1/parks/introduction.aspx) exploring some of the state’s most interesting and quirky state parks. In addition, Oregon students contributed essays, with accompanying illustrations, describing their favorite state parks: https://sos.oregon.gov/blue-book/Pages/explore/exhibits/essays-2021/introduction.aspx

[The online version](https://sos.oregon.gov/blue-book/Pages/default.aspx) of the Oregon Blue Book is updated regularly and includes additional resources. The new print version of the Oregon Blue Book is available now. To order a copy, [click here.](https://secure.sos.state.or.us/prs/shopBlueBook.do)","{
  ""Photos"": [],
  ""Videos"": [],
  ""Audios"": []
}","Arts & Culture,Recreation",,,,,,,,,,"2021-04-01T10:06:00.000","Emma Snodgrass","2021-04-01T10:08:00.000","Emma Snodgrass","Arts & Culture","Recreation",,,,,,,
"Secretary of State",,"Secretary of State Shemia Fagan’s Statement on the Oregon Supreme Court’s Redistricting Decision",,"2021-04-09T00:00:00.000","2021","Salem","OR",,"Oregon Secretary of State Shemia Fagan released the following statement on the redistricting decision by the Oregon Supreme Court:

“Our agency's core objectives were to prevent moving the 2022 election dates and to preserve robust public input by starting the process with available population data. We appreciate that the Oregon Supreme Court thoughtfully adopted both of our objectives. Representation matters and that is what redistricting is all about. That is why we will continue to engage Oregonians in the Legislature's public hearings from all corners of the state, especially Oregonians who are Black, Indigenous, Latinx, Asian American, Pacific Islander, from Tribal Nations, and other historically underrepresented communities. Every Oregonian has a stake in this process, which is why we must continue to work together to ensure all Oregonians have the fair, equitable representation they deserve.”

###

CONTACT: 971-718-6242 | carla.l.axtman@oregon.gov","{
  ""Photos"": [],
  ""Videos"": [],
  ""Audios"": []
}","Elections & Voting",,,,,,,,,,"2021-04-09T09:44:00.000","Griffin Walker","2021-04-09T09:45:00.000","Griffin Walker","Elections & Voting",,,,,,,,
