QB_RECORD_ID,DATASETNAME,AGENCYNAME,AGENCYCODE,DATASETCLASSIFICATIONLEVEL,DATASETCLASSIFICATIONNAME,DATASETCLASSIFICATIONREASON,DATASETCATEGORY,DATASETTYPE,DATAOWNER,EARLIESTDATEOFRECORDS,UPDATEINTERVAL,SUMMARY,PUBLICINTRESTINDATAVALUE,DATASETURL,KEYWORDS,MODIFIEDDATE,PUBLISHED_DATE,OPENDATA_PORTAL,OBJECTID
4977,Food Establishment Safety Inspections,Department of Health,DOH,level0,Open,,Health,Other,DOH - Food Safety,2010/01/01 05:00:00+00,Daily,"Inspection reports for the food establishments in the District of Columbia. These food establishments include boarding homes, commission merchants, dairies, delicatessens, bakeries, candy manufacturers, grocery stores, retail markets, ice cream manufacturers, restaurants, wholesale markets, and hotels. Information is managed by the DOH Food Safety and Hygiene Inspection Services Division (FSHISD)",Frequent Requests,https://dc.healthinspections.us/webadmin/DHD_431/web/,"health, food safety, inspection,",2017/12/11 05:00:00+00,2018/03/11 05:00:00+00,No,2027
4978,Nixle Alerts,Department of Parks and Recreation,DPR,level0,Open,,Government Operations,Other,Nixle,2014/05/01 04:00:00+00,Daily,DPR text alerts sent to customers that are registered with DPR's listserv. Includes the date and time of the alert and the message sent.,No Requests,,"recreation, nixle, alerts",,2018/03/11 05:00:00+00,No,2028
4750,SCADA - Supervisory Control And Data Acquisition (fresh water),DC Water,DCWATER,level3,Confidential,Contains location and operating data on Critical Infrastructure,Utility and Communication,Other,DCWATER,,Real-Time/Near Real-Time,"The SCADA systems are operational Supervisory control and data acquisition (SCADA) composed  of software and hardware elements that allow industrial organizations to control industrial processes locally or at remote locations, monitor, gather, and process real-time data, directly interact with devices such as sensors, valves, pumps, motors, and more through human-machine interface (HMI) software. SCADA systems also record events into a log file and are crucial for industrial organizations since they help to maintain efficiency, process data for smarter decisions, and communicate system issues to help mitigate downtime.  This data contains sensor data and sensor information from the entire water pipe network. The data is used for network man",Frequent Requests,,"Utilities, Communication, Sensor data, water flow measurements, water quality measurements",2017/12/27 05:00:00+00,2018/03/11 05:00:00+00,No,1866
4751,Automated Meter Reading,DC Water,DCWATER,level3,Confidential,"Data set contains, in part or in whole, user personal identifiable information (PII).",Utility and Communication,Database,DCWATER,,Real-Time/Near Real-Time,"The Automatic Meter Reading is the system  used when DC Water changed the meters to a fixed network, radio technology system called the automated meter reading (AMR) system. This program provided state-of-the-art technology that enabled actual reads from a meter without sending meter-reading personnel to individual homes. This AMR technology is also fully integrated with DCWater's Customer Information System.  This data is the usage information for all premises / subscribers in the District. ",Frequent Requests,,"Utilities, Communication, documents, document metadata, usage?",2017/12/27 05:00:00+00,2018/03/11 05:00:00+00,No,1867
4752,Training/Travel Data,District Department of Transportation,DDOT,level2,For District Government Use,This dataset contains the personal information of District of Columbia government employees and is exempt from disclosure under D.C. Code § 2-534 (a)(2). The personal information must be redacted from this dataset before it is released to the public. ,Transportation,Database,DDOT,,Real-Time/Near Real-Time,"An output of DDOT University, this is data about DDOT's training and travel request data, such as training/travel type (e.g.: conference, college course, or training) and associated information such as cost details, supporting documents and vendor data.  Also stores employee information ? including DC Government start date, administration and division information, job title ? as well as the training/travel request (with approval signatures) in PDF format.",No Requests,,"transportation, training, university",2017/12/21 05:00:00+00,2018/03/11 05:00:00+00,No,1868
4812,IT Asset Management,Department on Disability Services,DDS,level3,Confidential,Internal information related to employee and agency assets. May contain personally identifiable information related to employees. Also exempt from public disclosure under D.C. Code § 2-534(a)(2).,Government Operations,Database,Department on Disability Services,,Quarterly,"Tracking of DDS IT resources, including server hardware, desktop computers, mobile phones, etc.",No Requests,,"government operations, asset management, telecommunications, hardware",2017/12/13 05:00:00+00,2018/03/11 05:00:00+00,No,1869
4813,"Drivers, vehicles and companies",Department of For-Hire Vehicles,DFHV,level3,Confidential,"This information is considered Level 3 as it includes personally identifiable information (PII),  such as home addresses and phone numbers, birthdates, vehicle identification numbers, immigration status, and drivers license numbers. This information is also exempt from disclosure under D.C. Code § 2-534(a)(2).",Transportation,Other,DFHV - IT,2015/02/01 05:00:00+00,Real-Time/Near Real-Time,"This dataset maintains records of drivers, vehicles and companies operating taxicabs and limousines in the District. This dataset includes information about drivers including licenses, contact information,  and vehicle and/or company associations. This dataset includes information about vehicles licensed as taxicab and limousine vehicles in the District including make, model, year, VIN, tag numbers, ownership and driver and/or company affiliations. This dataset includes information about company ownership, contact information, and associated vehicles and drivers. Data for this dataset is collected through transactions in the Driver Services division or through account management in the company services division.",Occasional Requests,https://dctc.my.salesforce.com/,transportation,,2018/03/11 05:00:00+00,No,1870
4814,Trip Data/DFHV Data Integration Hub,Department of For-Hire Vehicles,DFHV,level2,For District Government Use,"This information is considered Level 2 as it is used only by the District Government for policy, planning and evaluation. Occasionally trip data is summarized or de-identified for other audiences. The information contained in this dataset is exempt from public disclosure under D.C. Code § 2-534(a)(4).",Transportation,Database,DFHV  - IT,2014/10/01 04:00:00+00,Real-Time/Near Real-Time,"This dataset records trip data by taxicabs and limousines operating in the District.  Data is collected in real time from the Digital Taxicab Solution in each District-licensed taxicab. Trip data includes pick up and drop off time and location, fare, payment vehicle, and driver.",Occasional Requests,https://tqtx-dashboard-prod.azurewebsites.net/,"transportation, Taxicab,limousine,  trip data",,2018/03/11 05:00:00+00,No,1871
4815,Chemware Public Health Lab LIMS,Department of Forensic Sciences,DFS,level3,Confidential,This dataset contains Personally Identifiable Information (PII) and   Health Insurance Portability and Accountability Act (HIPAA) protected information. This information is also exempt from public disclosure under D.C. Code § 2-534(a)(2).,Health,Database,DFS Public Health Laboratory,,Real-Time/Near Real-Time,Clinical Sample and Workflow Tracking and Results Reporting,Occasional Requests,,health,,2018/03/11 05:00:00+00,No,1872
4816,StacsDNA LIMS,Department of Forensic Sciences,DFS,level4,Restricted Confidential,"This dataset contains Law Enforcement Sensitive, Personally Identifiable Information (PII) and Rape Kit Information. Unauthorized disclosure could potentially cause major damage or injury, including death, to residents, agency workforce members, clients, partners, stakeholders, or others identified in the information, or otherwise significantly impair the ability of the agency to perform its statutory functions.
",Public Safety,Database,DFS Forensic Biology Unit,2016/10/01 04:00:00+00,Real-Time/Near Real-Time,DNA Sample Tracking and Results.,No Requests,,public safety,,2018/03/11 05:00:00+00,No,1873
4817,JusticeTrax LIMS,Department of Forensic Sciences,DFS,level4,Restricted Confidential,"This dataset contains Law Enforcement Sensitive, Personally Identifiable Information (PII) and Sealed court records. Unauthorized disclosure could potentially cause major damage or injury, including death, to residents, agency workforce members, clients, partners, stakeholders, or others identified in the information, or otherwise significantly impair the ability of the agency to perform its statutory functions.",Public Safety,Database,DFS Forensic Science Lab and Crime Scene Sciences Unit,2015/10/01 04:00:00+00,Real-Time/Near Real-Time,"Forensic Evidence Tracking, Sample, and Case Management.",Occasional Requests,,public safety,2017/10/18 04:00:00+00,2018/03/11 05:00:00+00,No,1874
4818,Facility access management security system,Department of General Services,DGS,level3,Confidential,"Consist of public, employee, and facility safety data which may be utilized for incidents that may be categorized as criminal justice Information or law enforcement sensitive.",Public Safety,Database,DGS Protective Services Division,,Daily,"The RS2 solution provide building access control to DC government facilities via government ID i.e. DC One card. The dataset contains access credentialing of district government office and DPR facilities, building address, building name, building floor, building room, staff badge ID#, staff name, agency, and entry/exit time.",No Requests,,public safety,,2018/03/11 05:00:00+00,No,1875
4819,Vendor invoice and payment system,Department of General Services,DGS,level0,Open,Contracts are published publicly.,Public Services,Other,DGS Resource Allocation,2016/05/11 04:00:00+00,Daily,"The EASI Pay (onbase) solution provide  management and tracking vendor invoices. The dataset contains DGS vendor name, vendor ID, vendor invoice, contractor address, contractor contact email, DGS staff name,  purchase order number, contract dollar amount.",Occasional Requests,https://dgsprocurement.dc.gov/,public service,2017/12/06 05:00:00+00,2018/03/11 05:00:00+00,No,1876
4820,Work order management and ticketing system,Department of General Services,DGS,level0,Open,Service tickets are available upon request.,Facility and Structure,Other,DGS Facilities,,Daily,"Salesforce manages and tracks request for services performed on DC government facilities. The dataset consists of building name, location, staff name, facility request detail.",No Requests,https://dcdgs.my.salesforce.com/,structure,,2018/03/11 05:00:00+00,No,1877
4821,"Building energy usage, monitoring, and management",Department of General Services,DGS,level1,Public Not Proactively Released,May contain data that may have legal restraints.,Utility and Communication,Other,DGS Energy and Sustainability,,Daily,"Energy Cap manages energy usage and payment system for DC owned and leased facilities. The dataset consists of energy consumption, building name, location, agency, account number, and  staff name.",No Requests,http://www.energycap.com/,"Utilities, Communication",,2018/03/11 05:00:00+00,No,1878
4822,Secure print management data,Department of General Services,DGS,level0,Open,,Government Operations,Database,DGS Information Technology,,Daily,"Manage print agency usage. The data set consist of daily print jobs, staff, and printer name. ",No Requests,,government operations,,2018/03/11 05:00:00+00,No,1879
4823,Real Property and Lease Management Data,Department of General Services,DGS,level1,Public Not Proactively Released,May contain data that may have legal restraints.,Property and Land,Database,DGS Portfolio,,Daily,"Archibus is the life-cycle management solution for owned and leased property by DC Government such as buildings, lands, and antennas. The  dataset contains building name, location, square footage, agency, lease data, finance data, tenant /occupant data and floorplan.",Occasional Requests,https://smartdgs.dc.gov:8443/archibus/login.axvw,"Leased Property, Buildings, Floorplans",,2018/03/11 05:00:00+00,No,1880
4824,Contractor performance management data,Department of General Services,DGS,level0,Open,Contracts are published publicly.,Government Operations,Database,DGS Contract and Procurement,,Daily,"Track and rate the performance of DGS vendor. The dataset consists of Vendor company name, contact, and staff",No Requests,http://dgscpms.dc.gov:8098/Login.aspx,government operations,,2018/03/11 05:00:00+00,No,1881
4825,Fleet Vehicle management,Department of General Services,DGS,level2,For District Government Use,May contain data that may have legal restraints.,Transportation,Database,DGS Logistics,,Real-Time/Near Real-Time,"Geo Tab tracks the operation and location of DGS fleet vehicles. The dataset consists of vehicle identification number, Tag, GPS tracking, driver, staff name, driving condition, performance, mileage, speedometer reading, maintenance schedule, and diagnostic.",Frequent Requests,https://my63.geotab.com/dc_gs/,transportation,,2018/03/11 05:00:00+00,No,1882
4826,Funding Sources,Department of Housing and Community Development,DHCD,level2,For District Government Use,"Data is potentially subject to one or more FOIA exemptions under DC Code 2-534(a), but is not highly sensitive and may be distributed within the government.",Business and Economic Development,Database,Office of Program Monitoring,,Weekly,This dataset contains information related to the various federal funding sources related to DHCD projects.,Unknown,,"funds management, HUD, IDIS, CDBG, HOME,",2017/12/11 05:00:00+00,2018/03/11 05:00:00+00,No,1883
4827,Projects,Department of Housing and Community Development,DHCD,level2,For District Government Use,"Data is potentially subject to one or more FOIA exemptions under DC Code 2-534(a),  but is not highly sensitive and may be distributed within the government.
",Government Operations,Database,Department of Housing and Community Development,,Weekly,"This dataset contains project specific information such as  name, the total number of units, development costs, population served, and the like,  related to DHCD funded projects.",Occasional Requests,,"Projects, Development, Units",2017/12/11 05:00:00+00,2018/03/11 05:00:00+00,No,1884
4828,Medicaid Data Warehouse,Department of Health Care Finance,DHCF,level4,Restricted Confidential,"This database contains Protected Health Information (PHI) and Personally Identifiable Information (PII) on individual DC residents and should only be accessible to authorized DHCF staff, contractors and stakeholders. FOIA exemption DC Code § 2–534(a)(2) applies to information in this dataset.",Health,Database,Department of Health Care Finance / Office of the Chief Operating Officer,2005/10/01 04:00:00+00,Weekly,"12 years of Medicaid claims data extracted from the Medicaid Management Information System (MMIS) where Medicaid claims are adjudicated. The data is extracted for use by DHCF management, staff and end-users for analytics related to policy development and program administration.",Occasional Requests,https://dhcfservices.dcgov.priv/mdw,"government operations,  health, eligibility, claims, encounters, TPL, Pharmacy, Dental, reference, Medicaid Data Warehouse",2017/12/15 05:00:00+00,2018/03/11 05:00:00+00,No,1885
4829,Casenet,Department of Health Care Finance,DHCF,level3,Confidential,This dataset includes Protected Health Information (PHI) and Personally Identifiable Information (PII). It  should only be disclosed after the proper safeguards and protections have been put in place to comply with federal and local regulations designed to protect the privacy and confidentiality of sensitive information. FOIA exemption DC Code § 2–534(a)(2) applies to information in this dataset.,Health,Database,Department of Health Care Finance,2009/10/01 04:00:00+00,Weekly,"Casenet is a database used by the Long Term Care Administration to monitor program implementation for the EPD and DD waiver programs. The database contains program details on waiver participants including: eligibility spans, prior authorizations, case management indicators, medical encounters with providers, levels and hours of care and other program utilization indicators.",Occasional Requests,https://dhcf.dc.gov,"government operations,  health, health care management, levels and hours of care, case management, Casenet",2017/12/15 05:00:00+00,2018/03/11 05:00:00+00,No,1886
4753,Storeroom (Cityworks),District Department of Transportation,DDOT,level2,For District Government Use,This dataset contains information that is exempt from disclosure under D.C. Code § 2-534(a)(1) - Trade Secret.,Transportation,Database,DDOT,,Real-Time/Near Real-Time,"Cityworks Storeroom tracks incoming and outgoing materials from multiple storage areas and manages stock on hand, material costs, suppliers, and requisitions. When materials are added to a work order, issue transactions are completed in Storeroom to adjust the stock on hand. In addition, if materials are later removed from the work order, receive transactions are recorded in Storeroom to return the materials that were not used.",No Requests,https://cw.ddot.dc.gov/cityworks/Login.aspx,"transportation, cityworks, service request, work order, management",2017/12/21 05:00:00+00,2018/03/11 05:00:00+00,No,1887
4754,Americans with Disabilities Act (ADA) Inspection,District Department of Transportation,DDOT,level0,Open,,Transportation,Database,DDOT,,Real-Time/Near Real-Time,"Contains ADA inspection data based on the following:

-Location
-Agency
-Asset condition and type
-Inspection (Bus stop, driveway, ramp, sidewalk)",Unknown,https://adainspection.ddot.dc.gov/AdaInspection/,"transportation, ada, disability, compliance",2017/12/20 05:00:00+00,2018/03/11 05:00:00+00,No,1888
4755,"Costs Data (snow, equipment, employee)",District Department of Transportation,DDOT,level2,For District Government Use,The dataset contains information that is exempt from public disclosure under D.C. Code § 2-534(a)(1) - Trade Secret.,Transportation,Database,DDOT,,Real-Time/Near Real-Time,"Contains information from DC""s StormTrak web-based system that tracks the costs of District snow and storm operation, and preserves a complete history of ALL operational activities and decisions. StormTrak retains the costs and details for each event. StormTrak takes the work out of calculating how many employees worked, or which contractor should be paid, when you are getting low on salt and abrasives and how often your fleet breaks down under stress. In addition, StormTrak has proved to be invaluable when preparing documentation for FEMA reimbursements, or simply justifying the expenses of your snow program to your constituents, City Council or Mayor. Some of the features of StormTrak are; Employee Attendance (regular hours worked, overti",No Requests,https://stormtrakdc.com/,"transportation, snow, storm, operation, equipment, cost",2018/01/04 05:00:00+00,2018/03/11 05:00:00+00,No,1889
4756,Inspections (Cityworks),District Department of Transportation,DDOT,level2,For District Government Use,This dataset contains information that is exempt from public disclosure under D.C. Code § 2-534(a)(1) - Trade Secret.,Transportation,Database,DDOT,,Real-Time/Near Real-Time,Custom inspection templates are designed to create customized inspections for gathering and tracking observations about assets. Questions can be set up to gather specific information and results can be selected from standard responses or entered manually. This dataset contains that type of information.,No Requests,https://cw.ddot.dc.gov/cityworks/Login.aspx,"transportation, cityworks, work order, service request, management",2017/12/21 05:00:00+00,2018/03/11 05:00:00+00,No,1890
4757,Cyclomedia Globespotter Imagery,District Department of Transportation,DDOT,level2,For District Government Use,This dataset contains information that is considered a trade Secret and is proprietary. This information is exempt from public disclosure under  D.C. Code § 2-534 (a)(1) - Trade Secret. This dataset also contains licensed data which restricts its use to DC Government agencies.,Aerial Photography and Scanned Maps,Other,DDOT/Cyclomedia,2013/05/01 04:00:00+00,Yearly,"Cyclomedia photography data is a warehouse of 360 degree, spatially referenced imagery (Cycloramas).  The cycloramas of DC were captured by driving the city's streets in 2013, 2015 and 2016. There are also plans to recapture the city in 2017-2018.  The data is accessible online by using the Globespotter web application.  Users will be able to perform 3D measurements, capture new data and more.",No Requests,,"street level imagery, Cyclomedia, online imagery",,2018/03/11 05:00:00+00,No,1891
4758,Inspector daily reports (IDR),District Department of Transportation,DDOT,level3,Confidential,The information contained in this dataset is protected from public disclosure under D.C. Code § 2-534(a)(1) - Trade Secret.,Transportation,Database,DDOT,,Real-Time/Near Real-Time,"Daily reports from inspectors/engineers on the various construction projects currently in development.  Inspectors report on all the various stages of project status:  materials, labor and equipment usage.  Projected complete vs. actual.  Documenting delays.  

The IDR workflow is being implemented within Protrack+, but as of the time of this update, the process has not been completed fully.  FY18, Q2, this functionality is expected to be fully implemented within Protrack+",No Requests,n/a,"transportation, aashto, construction, contract, bidding",2018/01/04 05:00:00+00,2018/03/11 05:00:00+00,No,1892
4759,RoadCare Images (RCIVe) Data,District Department of Transportation,DDOT,level2,For District Government Use,The information contained in this dataset is protected for disclosure under D.C. Code § 2-534(a)(1) - Trade Secret.,Transportation,Database,DDOT,,Yearly,"Database of individual roadway images and video for years 2010, 2012, 2013, and 2014.",No Requests,http://10.83.49.156/rcive.html,"transportation, road care, pavement, condition, street level",2017/12/20 05:00:00+00,2018/03/11 05:00:00+00,No,1893
4760,Contractor Bids Data (Aashtoware),District Department of Transportation,DDOT,level2,For District Government Use,Some information in this dataset is protected under D.C. Code § 2-534(a)(1) - Trade Secret.,Transportation,Database,DDOT,,Real-Time/Near Real-Time,"Designed to build flexibility into project definitions, AASHTOWare Project Preconstruction (Bids) enables cost information to be tracked and managed with ease. The system:

Supports preparation of the engineer?s estimate for Federal Aid highway construction projects
Allows projects to be combined into proposals for bid letting
Permits the selection of a group of proposals for a bid letting package
Aids in advertising bids, tracking plan and proposal holders, processing bid information, evaluating bids and making award decisions.
AASHTOWare Project Preconstruction allows data entry with full edit checking and verification for vendor bids, produces the bid tabulation report and analyzes received bids.",No Requests,n/a,"transportation, aashto, bidding, contractor, estimate",2018/01/04 05:00:00+00,2018/03/11 05:00:00+00,No,1894
4761,Employee Directory (Phone),District Department of Transportation,DDOT,level2,For District Government Use,The information in this dataset is exempt from public disclosure under D.C. Code § 2-534(a)(2) - Personal Information.,Government Operations,Database,DDOT,,Real-Time/Near Real-Time,"Employee Directory, is a web-based application developed to centralize all DDOT employee profile that includes Full Name, Title, Contact numbers (Desk, Cell and Radio), Email address, Administration and Division details. Employees are recommended to keep the profile currently if there are changes.",No Requests,http://ddotwebapp02/PHONE/,"government operations, phone, employee, ddot",2017/12/20 05:00:00+00,2018/03/11 05:00:00+00,No,1895
4762,"Equipment, labor, and materials",District Department of Transportation,DDOT,level2,For District Government Use,Some information in this dataset is protected under D.C. Code § 2-534(a)(1) - Trade Secret.,Transportation,Database,DDOT,,Real-Time/Near Real-Time,"Equipment includes the equipment information, description, and cost. This option can be tracked through storeroom.",No Requests,https://cw.ddot.dc.gov/cityworks/Login.aspx,"transportation, equipment, labor, material, management",2017/12/20 05:00:00+00,2018/03/11 05:00:00+00,No,1896
4763,Engineer's estimate (Aashtoware),District Department of Transportation,DDOT,level2,For District Government Use,Some information in this dataset is protected under D.C. Code § 2-534(a)(1) - Trade Secret.,Transportation,Database,DDOT,,Real-Time/Near Real-Time,"Includes detailed data related to contract estimates from DDOT engineers.  All labor materials and costs associated with a given transportation construction project are logged into Estimator.

The AASHTOWare Project Estimation software includes estimating in and through all phases of the project development lifecycle, and interacting with various other applications utilized by agencies for project processing. To meet the needs of estimators, business managers and external/legislative stakeholders, the application will address all functional/business requirements for an integrated, web-based cost estimation application.",No Requests,n/a,"transportation, aashto, ddot, estimate, bidding, contract",2018/01/04 05:00:00+00,2018/03/11 05:00:00+00,No,1897
4764,Memo submittals (DDOT QC Management System),District Department of Transportation,DDOT,level2,For District Government Use,Information in this dataset is exempt from public disclosure under D.C. Code § 2-534(a)(1) - Trade Secret.,Transportation,Database,DDOT,,Real-Time/Near Real-Time,Memo submittals for project plans (street and bridge reconstruction/rehabilitation).,No Requests,https://extranet.ddot.dc.gov/QAQC.Web/LoginNew.aspx?ReturnUrl=%2fQAQC.web%2f,"transportation, qaqc, testing, material, cement, concrete, memo",2017/12/21 05:00:00+00,2018/03/11 05:00:00+00,No,1898
4765,Project Forecast Line WorkType,District Department of Transportation,DDOT,level0,Open,Not yet requested by public or government entities.,Transportation,Database,DDOT,,Real-Time/Near Real-Time,Multiple works can be performed on a project. This is a related table that holds work types for a given project forecast line.,No Requests,https://maps2.dcgis.dc.gov/dcgis/rest/services/DDOT/PTP/FeatureServer/13,"transportation, projects, tracking, funding, enterprise, planning, design, management",2018/01/04 05:00:00+00,2018/03/11 05:00:00+00,No,1899
4766,Project Forecast Point WorkType,District Department of Transportation,DDOT,level0,Open,Not yet requested by public or government entities.,Transportation,Database,DDOT,,Real-Time/Near Real-Time,Multiple works can be performed on a project. This is a related table that holds work types for a given project forecast point.,No Requests,https://maps2.dcgis.dc.gov/dcgis/rest/services/DDOT/PTP/FeatureServer/12,"transportation, projects, tracking, funding, enterprise, planning, design, management",2018/01/04 05:00:00+00,2018/03/11 05:00:00+00,No,1900
4767,Project Forecast Polygon WorkType,District Department of Transportation,DDOT,level0,Open,Not yet requested by public or government entities.,Transportation,Database,DDOT,,Real-Time/Near Real-Time,Multiple works can be performed on a project. This is a related table that holds work types for a given project forecast polygon.,No Requests,https://maps2.dcgis.dc.gov/dcgis/rest/services/DDOT/PTP/FeatureServer/14,"transportation, projects, tracking, funding, enterprise, planning, design, management",2018/01/04 05:00:00+00,2018/03/11 05:00:00+00,No,1901
4769,Project Initiation Point WorkType,District Department of Transportation,DDOT,level0,Open,Not yet requested by public or government entities.,Transportation,Database,DDOT,,Real-Time/Near Real-Time,Multiple works can be performed on a project. This is a related table that holds work types for a given project initiation point.,No Requests,https://maps2.dcgis.dc.gov/dcgis/rest/services/DDOT/PTP/FeatureServer/9,"transportation, projects, tracking, funding, enterprise, planning, design, management",2018/01/04 05:00:00+00,2018/03/11 05:00:00+00,No,1902
4771,Project Line WorkType,District Department of Transportation,DDOT,level0,Open,Not yet requested by public or government entities.,Transportation,Database,DDOT,,Real-Time/Near Real-Time,Multiple works can be performed on a project. This is a related table that holds work types for a given project line.,No Requests,https://maps2.dcgis.dc.gov/dcgis/rest/services/DDOT/PTP/FeatureServer/16,"transportation, projects, tracking, funding, enterprise, planning, design, management",2018/01/04 05:00:00+00,2018/03/11 05:00:00+00,No,1903
4772,Project Point WorkType,District Department of Transportation,DDOT,level0,Open,Not yet requested by public or government entities.,Transportation,Database,DDOT,,Real-Time/Near Real-Time,Multiple works can be performed on a project. This is a related table that holds work types for a given project point.,No Requests,https://maps2.dcgis.dc.gov/dcgis/rest/services/DDOT/PTP/FeatureServer/15,"transportation, projects, tracking, funding, enterprise, planning, design, management",2018/01/04 05:00:00+00,2018/03/11 05:00:00+00,No,1904
4773,Project Polygon WorkType,District Department of Transportation,DDOT,level0,Open,Not yet requested by public or government entities.,Transportation,Database,DDOT,,Real-Time/Near Real-Time,Multiple works can be performed on a project. This is a related table that holds work types for a given project polygon.,No Requests,https://maps2.dcgis.dc.gov/dcgis/rest/services/DDOT/PTP/FeatureServer/17,"transportation, projects, tracking, funding, enterprise, planning, design, management",2018/01/04 05:00:00+00,2018/03/11 05:00:00+00,No,1905
4774,NearMap Imagery Service,District Department of Transportation,DDOT,level2,For District Government Use,The information in this dataset is considered a Trade Secret/Proprietary and is exempt from public disclosure under D.C. Code § 2-534 (a)(1) - Trade Secret. The dataset contains licensed data which restricts its use to DC Government agencies.,Aerial Photography and Scanned Maps,Other,DDOT/NearMap,2014/10/25 04:00:00+00,Quarterly,"NearMap is an online imagery service procured by DDOT and contains built-in geospatial tools for accurate measurements, adding layers for analytics or even exporting georeferenced high-resolution content to use offline.",No Requests,,"Imagery, Ortho, NearMap, Data Service",2017/12/21 05:00:00+00,2018/03/11 05:00:00+00,No,1906
4775,Project Polygon,District Department of Transportation,DDOT,level0,Open,Not yet requested by public or government entities.,Transportation,Database,DDOT,,Real-Time/Near Real-Time,"Once a project has a Solicitation Number or Task Order Request Number, polygon features can be selected from Project Initiation Polygon (Parent Record) to this feature class. This feature class has more attributes to track individual locations that belong in a unique Solicitation or Task order",No Requests,https://maps2.dcgis.dc.gov/dcgis/rest/services/DDOT/PTP/FeatureServer/5,"transportation, projects, tracking, funding, enterprise, planning, design, management",2018/01/04 05:00:00+00,2018/03/11 05:00:00+00,No,1907
4776,Project Line,District Department of Transportation,DDOT,level0,Open,Not yet requested by public or government entities.,Transportation,Database,DDOT,,Real-Time/Near Real-Time,"Once a project has a Solicitation Number or Task Order Request Number, polyline features can be selected from Project Initiation Line (Parent Record) to this feature class. This feature class has more attributes to track individual locations that belong in a unique Solicitation or Task order",No Requests,https://maps2.dcgis.dc.gov/dcgis/rest/services/DDOT/PTP/FeatureServer/3,"transportation, projects, tracking, funding, enterprise, planning, design, management",2018/01/04 05:00:00+00,2018/03/11 05:00:00+00,No,1908
4777,Sidewalk Cafe Form,District Department of Transportation,DDOT,level0,Open,,Transportation,Database,DDOT,2012/09/27 04:00:00+00,Real-Time/Near Real-Time,"Online form used to capture any new sidewalk cafe related information being added our DDOT Asset Management Database. Includes data related to Sidewalk Cafe inspection form:

-Agency
-Cafe (status, operation days/months)
-Inspection document
-Parking sign type, rush hour type",No Requests,https://cafeinspection.ddot.dc.gov/cafeinspection/login.aspx,"transportation, sidewalk, cafe, inspection",2017/12/20 05:00:00+00,2018/03/11 05:00:00+00,No,1909
4778,PONTIS Data - Bridge Inspection,District Department of Transportation,DDOT,level2,For District Government Use,The information contained in this dataset is exempt from disclosure under D.C. Code § 2-534(a)(1) - Trade Secret.,Transportation,Database,DDOT,,Daily,"PONTIS is Bridge management system software available through AASHTO that can aid managers in the development of bridge preservation (maintenance, repair and rehabilitation), improvement and replacement projects and programs that result in maximum benefits to DDOT and the overall condition of a bridge population at given budgets utilizing quantitative bridge element level condition data, deterioration and cost models, and agency policies.",No Requests,http://10.83.49.153/BrM521/DesktopDefault.aspx?ReturnUrl=%2fBrM521,"transportation, bridge, project, AASHTO",2017/12/20 05:00:00+00,2018/03/11 05:00:00+00,No,1910
4779,RWIS (Roadway Weather Information System),District Department of Transportation,DDOT,level1,Public Not Proactively Released,Not yet requested by public or government entities. The publication of the dataset on the public Internet and exposure to search engines would impose an administrative burden on the agency.,Transportation,Database,DDOT,,Real-Time/Near Real-Time,"Roadway Weather Information Systems (RWIS) are technology tools that monitor weather and roadway condition information to assist with transportation system management. Many states utilize RWIS for assisting with roadway maintenance decisions, particularly in cold weather climates, and providing weather information to travelers. Currently, DDOT has sites in various locations throughout the District with more to be added in the near future. RWIS stations assist DDOT by measuring the air temperature, wind speed, visibility, precipitation, frost depth and other climatic data.",No Requests,https://extranet.ddot.dc.gov/RWIS/,"transportation, roadway, weather, wind, temperature",2018/01/04 05:00:00+00,2018/03/11 05:00:00+00,No,1911
4780,Attribute view (Street),District Department of Transportation,DDOT,level2,For District Government Use,The information contained in this dataset is exempt from public disclosure under D.C. Code § 2-534(a)(1) - Trade Secret.,Transportation,Database,DDOT,2010/01/01 05:00:00+00,Yearly,Roadway data collected for each street segment.,No Requests,n/a,"transportation, road, condition, survey, pci",,2018/03/11 05:00:00+00,No,1912
4781,Project Initiation Point,District Department of Transportation,DDOT,level0,Open,,Transportation,Database,DDOT,,Real-Time/Near Real-Time,"Since nearly all DDOT projects are associated with a location or locations, they are captured as soon as the project is initiated and has a unique project initiation Id. This Point feature class is a parent record for actual projects that make it downstream from initiation phase to project solicitation and project award phases.",No Requests,https://maps2.dcgis.dc.gov/dcgis/rest/services/DDOT/PTP/FeatureServer/0,"transportation, protrack, projects, construction, solicitation, initiation",2018/01/04 05:00:00+00,2018/03/11 05:00:00+00,No,1913
