UID,Name,Description,Owner,Owner UID,Publication Stage,Audience,Approval Status,Provenance,Type,Category,Tags,url,API Endpoint,Creation Date (UTC),Last Metadata Updated Date (UTC),Last Data Updated Date (UTC),Domain,Derived View,Visits,Downloads,Row Label,Row Count,Column Count,Contact Email,License,Attribution,Attribution Link,Published Version Name,Published Version UID,Parent UID,Source Information: Technical Contact,Common Core: Publisher,Common Core: Contact Name,Source Information: Program,Common Core: Contact Email,Source Information: Start Date,Common Core: Public Access Level,Source Information: Frequency of Data Change,Source Information: End Date,Source Information: Format,Source Information: Source Department
puu4-y84m,MIlne,"Lists all inspections of private property completed by the New Orleans Code Enforcement and Hearings Bureau, with dates, case numbers, addresses, type and result of inspections. Each address has been assigned additional geographic attributes: council district, police district, census tract, inspection district, and neighborhood attributes.",A_KAZ,rgq9-23sr,published,private,not_ready,community,filter,Administrative Data,"code enforcement,inspections,blight",https://data.nola.gov/d/puu4-y84m,https://data.nola.gov/resource/puu4-y84m.json,09/27/2013 04:56:33 AM,02/28/2025 11:19:35 PM,06/19/2012 09:32:55 PM,data.nola.gov,true,1,2,,,20,,Public Domain,OPA,http://www.nola.gov/opa,,,2mq3-p3xc,,,,,,,,,,,
y27u-btu8,LCPD 2019 62C in 70124,"This dataset reflects incidents that have been reported to the New Orleans Police Department in 2019. Data is provided by Orleans Parish Communication District (OPCD), the administrative office of 9-1-1 for the City of New Orleans. Please request 911 audio via our public records request system here: https://nola.nextrequest.com. 

In the OPCD system, NOPD may reclassify or change the signal type for up to 36 hours after the incident is marked up. For information about an incident after this time period, citizens may request police reports from the NOPD Public Records Division.  In order to protect the privacy of victims, addresses are shown at the block level and the call types cruelty to juveniles, juvenile attachment and missing juvenile have been removed in accordance with the Louisiana Public Records Act, L.R.S. 44:1.  Map coordinates (X,Y) have been removed for the following call types: Aggravated Rape, Aggravated Rape - MA, Crime Against Nature, Mental Patient, Oral Sexual Battery, Prostitution, Sexual Battery, Simple Rape, Simple Rape - Male V, and Soliciting for Prost.

Disclaimer: These incidents may be based upon preliminary information supplied to the Police Department by the reporting parties that have not been verified. The preliminary crime classifications may be changed at a later date based upon additional investigation and there is always the possibility of mechanical or human error. Therefore, the New Orleans Police Department does not guarantee (either expressed or implied) the accuracy, completeness, timeliness, or correct sequencing of the information and the information should not be used for comparison purposes over time. The New Orleans Police Department will not be responsible for any error or omission, or for the use of, or the results obtained from the use of this information. All data visualizations on maps should be considered approximate and attempts to derive specific addresses are strictly prohibited. The New Orleans Police Department is not responsible for the content of any off-site pages that are referenced by or that reference this web page other than an official City of New Orleans or New Orleans Police Department web page. The user specifically acknowledges that the New Orleans Police Department is not responsible for any defamatory, offensive, misleading, or illegal conduct of other users, links, or third parties and that the risk of injury from the foregoing rests entirely with the user. Any use of the information for commercial purposes is strictly prohibited. The unauthorized use of the words ""New Orleans Police Department,"" ""NOPD,"" or any colorable imitation of these words or the unauthorized use of the New Orleans Police Department logo is unlawful. This web page does not, in any way, authorize such use.",LCPD,r3yj-dhaa,published,private,rejected,community,filter,Public Safety and Preparedness,"crime,calls for service,police,2019",https://data.nola.gov/d/y27u-btu8,https://data.nola.gov/resource/y27u-btu8.json,02/02/2021 03:02:43 PM,01/17/2025 12:46:04 AM,04/01/2020 08:00:40 AM,data.nola.gov,true,2,1,Row,,21,,Creative Commons 1.0 Universal (Public Domain Dedication),Orleans Parish Communications District,,,,qf6q-pp4b,,,,,data@nola.gov,,public,,,,Police Department (NOPD)
xtav-rgc7,List Of Properties Eligible For New Lot Next Door Ordinance,"Expanded Lot Next Door Program
Pursuant to Ordinance No. 22605 M. C. S., also known as the “Lot Next Door Ordinance” the New Orleans Redevelopment Authority (NORA) hereby notifies the citizens of New Orleans of its intent to dispose of nearly 2000 eligible Lot Next Door Properties.  
“Eligible Lot Next Door Buyers” MUST notify NORA of its intent to purchase a Lot Next Door Property by completing an EXPRESSION OF INTEREST (EOI) FORM.  The EOI form will be available on the NORA website at www.noraworks.org  beginning on May 1, 2013 through August 1, 2013. 
***THE DEADLINE TO COMPLETE AN EXPRESSION OF INTEREST (EOI) FORM IS AUGUST 1, 2013***
***SUBMITTING AN EXPRESSION OF INTEREST DOES NOT GUARANTEE A PURCHASE ***
In order to be considered for the Lot Next Door Program you must share a common boundary to an eligible Lot Next Door Property and meet all other eligibility requirements.  For more information regarding qualifications and eligibility please visit the NORA website at www.noraworks.org or contact the Lot Next Door Program Office at 504.658.4422.",Katy Dupre,7brp-km8y,published,private,not_ready,official,dataset,,"nora,lot next door,properties",https://data.nola.gov/d/xtav-rgc7,https://data.nola.gov/resource/xtav-rgc7.json,04/09/2013 09:55:10 PM,02/17/2025 05:11:13 PM,07/12/2013 03:57:08 PM,data.nola.gov,false,731,34,,1973,20,nora.interest@gmail.com,,,,,,,,,,,data@nola.gov,,,,,,
qysv-fgqa,Current Alternate Temp Closed Libraries 2011 Pub,,Chris Metcalf,i7d8-sc4w,published,private,not_ready,official,dataset,,,https://data.nola.gov/d/qysv-fgqa,https://data.nola.gov/resource/qysv-fgqa.json,09/01/2011 04:53:24 PM,04/20/2019 08:27:21 AM,09/01/2011 06:33:28 PM,data.nola.gov,false,3,0,,18,19,,,,,,,,,,,,data@nola.gov,,,,,,
2d24-dpxk,Inspections,"Lists all inspections of private property completed by the New Orleans Code Enforcement and Hearings Bureau, with dates, case numbers, addresses, type and result of inspections. Each address has been assigned additional geographic attributes: council district, police district, census tract, inspection district, and neighborhood attributes.",Brenda,9xp6-zftf,published,private,not_ready,community,filter,Administrative Data,"inspections,blight,code enforcement",https://data.nola.gov/d/2d24-dpxk,https://data.nola.gov/resource/2d24-dpxk.json,02/26/2013 05:34:21 PM,02/28/2025 11:19:24 PM,06/19/2012 09:32:55 PM,data.nola.gov,true,108,16,,,20,,Public Domain,OPA,http://www.nola.gov/opa,,,2mq3-p3xc,,,,,,,,,,,
hbdg-gety,311CallsByDistrict,,Kathryn Conti,t2hg-cpjb,published,private,rejected,community,visualization,City Administration,,https://data.nola.gov/d/hbdg-gety,https://data.nola.gov/resource/hbdg-gety.json,07/24/2018 08:18:51 PM,07/24/2018 08:18:52 PM,01/08/2019 04:38:49 AM,data.nola.gov,true,1,0,,,,,Creative Commons 1.0 Universal (Public Domain Dedication),,,,,3iz8-nghx,,appsteam@socrata.com,,,data@nola.gov,,,,,,311
iwcv-nig3,2017 Visualization,"This dataset reflects incidents that have been reported to the New Orleans Police Department in 2017. Data is provided by Orleans Parish Communication District (OPCD), the administrative office of 9-1-1 for the City of New Orleans. In the OPCD system, NOPD may reclassify or change the signal type for up to 36 hours after the incident is marked up. For information about an incident after this time period, citizens may request police reports from the NOPD Public Records Division.  In order to protect the privacy of victims, addresses are shown at the block level and the call types cruelty to juveniles, juvenile attachment and missing juvenile have been removed in accordance with the Louisiana Public Records Act, L.R.S. 44:1.  Map coordinates (X,Y) have been removed for the following call types: Aggravated Rape, Aggravated Rape - MA, Crime Against Nature, Mental Patient, Oral Sexual Battery, Prostitution, Sexual Battery, Simple Rape, Simple Rape - Male V, and Soliciting for Prost.

Please request 911 audio via our public records request system here: https://nola.nextrequest.com.

Disclaimer: These incidents may be based upon preliminary information supplied to the Police Department by the reporting parties that have not been verified. The preliminary crime classifications may be changed at a later date based upon additional investigation and there is always the possibility of mechanical or human error. Therefore, the New Orleans Police Department does not guarantee (either expressed or implied) the accuracy, completeness, timeliness, or correct sequencing of the information and the information should not be used for comparison purposes over time. The New Orleans Police Department will not be responsible for any error or omission, or for the use of, or the results obtained from the use of this information. All data visualizations on maps should be considered approximate and attempts to derive specific addresses are strictly prohibited. The New Orleans Police Department is not responsible for the content of any off-site pages that are referenced by or that reference this web page other than an official City of New Orleans or New Orleans Police Department web page. The user specifically acknowledges that the New Orleans Police Department is not responsible for any defamatory, offensive, misleading, or illegal conduct of other users, links, or third parties and that the risk of injury from the foregoing rests entirely with the user. Any use of the information for commercial purposes is strictly prohibited. The unauthorized use of the words ""New Orleans Police Department,"" ""NOPD,"" or any colorable imitation of these words or the unauthorized use of the New Orleans Police Department logo is unlawful. This web page does not, in any way, authorize such use.",WaldenF,egsw-9jqg,published,private,rejected,community,map,Public Safety and Preparedness,,https://data.nola.gov/d/iwcv-nig3,https://data.nola.gov/resource/iwcv-nig3.json,10/21/2020 09:50:39 PM,10/21/2020 09:50:54 PM,01/01/2018 09:01:49 AM,data.nola.gov,true,3,0,,,,,Creative Commons 1.0 Universal (Public Domain Dedication),Orleans Parish Communications District,,,,bqmt-f3jk,,,,,data@nola.gov,,,,,,Police Department (NOPD)
jx8e-djmj,00600 Flood,"Data Description and Disclaimer
This dataset reflects incidents that have been reported to the New Orleans Police Department in 2015. Data is provided by Orleans Parish Communication District (OPCD), the administrative office of 9-1-1 for the City of New Orleans. In the OPCD system, NOPD may reclassify or change the signal type for up to 36 hours after the incident is marked up. For information about an incident after this time period, citizens may request police reports from the NOPD Public Records Division.  In order to protect the privacy of victims, addresses are shown at the block level and the call types cruelty to juveniles, juvenile attachment and missing juvenile have been removed in accordance with the Louisiana Public Records Act, L.R.S. 44:1.  Map coordinates (X,Y) have been removed for the following call types: Aggravated Rape, Aggravated Rape - MA, Crime Against Nature, Mental Patient, Oral Sexual Battery, Prostitution, Sexual Battery, Simple Rape, Simple Rape - Male V, and Soliciting for Prost.

Disclaimer: These incidents may be based upon preliminary information supplied to the Police Department by the reporting parties that have not been verified. The preliminary crime classifications may be changed at a later date based upon additional investigation and there is always the possibility of mechanical or human error. Therefore, the New Orleans Police Department does not guarantee (either expressed or implied) the accuracy, completeness, timeliness, or correct sequencing of the information and the information should not be used for comparison purposes over time. The New Orleans Police Department will not be responsible for any error or omission, or for the use of, or the results obtained from the use of this information. All data visualizations on maps should be considered approximate and attempts to derive specific addresses are strictly prohibited. The New Orleans Police Department is not responsible for the content of any off-site pages that are referenced by or that reference this web page other than an official City of New Orleans or New Orleans Police Department web page. The user specifically acknowledges that the New Orleans Police Department is not responsible for any defamatory, offensive, misleading, or illegal conduct of other users, links, or third parties and that the risk of injury from the foregoing rests entirely with the user. Any use of the information for commercial purposes is strictly prohibited. The unauthorized use of the words ""New Orleans Police Department,"" ""NOPD,"" or any colorable imitation of these words or the unauthorized use of the New Orleans Police Department logo is unlawful. This web page does not, in any way, authorize such use.",Emily Lane,uvfc-4pud,published,private,rejected,community,filter,Public Safety and Preparedness,"police,crime",https://data.nola.gov/d/jx8e-djmj,https://data.nola.gov/resource/jx8e-djmj.json,03/22/2016 06:16:40 PM,01/31/2025 02:52:22 AM,07/28/2016 09:21:21 PM,data.nola.gov,true,3,1,Row,,16,,Creative Commons 1.0 Universal (Public Domain Dedication),Orleans Parish Communications District,,,,w68y-xmk6,,,,,data@nola.gov,,,,,,NOPD
5ygt-jwpr,CE Test GEO,,City of New Orleans GIS Department,guap-8ddq,published,private,not_ready,official,dataset,,,https://data.nola.gov/d/5ygt-jwpr,https://data.nola.gov/resource/5ygt-jwpr.json,03/18/2013 07:46:20 PM,04/20/2019 08:23:04 AM,03/18/2013 10:02:13 PM,data.nola.gov,false,5,0,,341,18,,,,,,,,,,,,data@nola.gov,,,,,,
w8te-392u,Untitled Visualization - Based on Calls for Service 2015,"This dataset reflects incidents that have been reported to the New Orleans Police Department in 2015. Data is provided by Orleans Parish Communication District (OPCD), the administrative office of 9-1-1 for the City of New Orleans. In the OPCD system, NOPD may reclassify or change the signal type for up to 36 hours after the incident is marked up. For information about an incident after this time period, citizens may request police reports from the NOPD Public Records Division.  In order to protect the privacy of victims, addresses are shown at the block level and the call types cruelty to juveniles, juvenile attachment and missing juvenile have been removed in accordance with the Louisiana Public Records Act, L.R.S. 44:1.  Map coordinates (X,Y) have been removed for the following call types: Aggravated Rape, Aggravated Rape - MA, Crime Against Nature, Mental Patient, Oral Sexual Battery, Prostitution, Sexual Battery, Simple Rape, Simple Rape - Male V, and Soliciting for Prost.Disclaimer: These incidents may be based upon preliminary information supplied to the Police Department by the reporting parties that have not been verified. The preliminary crime classifications may be changed at a later date based upon additional investigation and there is always the possibility of mechanical or human error. Therefore, the New Orleans Police Department does not guarantee (either expressed or implied) the accuracy, completeness, timeliness, or correct sequencing of the information and the information should not be used for comparison purposes over time. The New Orleans Police Department will not be responsible for any error or omission, or for the use of, or the results obtained from the use of this information. All data visualizations on maps should be considered approximate and attempts to derive specific addresses are strictly prohibited. The New Orleans Police Department is not responsible for the content of any off-site pages that are referenced by or that reference this web page other than an official City of New Orleans or New Orleans Police Department web page. The user specifically acknowledges that the New Orleans Police Department is not responsible for any defamatory, offensive, misleading, or illegal conduct of other users, links, or third parties and that the risk of injury from the foregoing rests entirely with the user. Any use of the information for commercial purposes is strictly prohibited. The unauthorized use of the words ""New Orleans Police Department,"" ""NOPD,"" or any colorable imitation of these words or the unauthorized use of the New Orleans Police Department logo is unlawful. This web page does not, in any way, authorize such use.",Lera Toups -Paralegal,6kds-665p,published,private,rejected,community,visualization,Public Safety and Preparedness,,https://data.nola.gov/d/w8te-392u,https://data.nola.gov/resource/w8te-392u.json,11/09/2017 10:18:16 PM,11/09/2017 10:18:17 PM,07/28/2016 09:21:21 PM,data.nola.gov,true,1,0,,,,,Creative Commons 1.0 Universal (Public Domain Dedication),Orleans Parish Communications District,,,,w68y-xmk6,,,,,,,,,,,
kpyb-9p4t,2017.CatchBasin.311Data,This dataset represents calls to the City of New Orleans' 311 Call Center.,MaryC,p7t2-gaic,published,private,rejected,community,filter,City Administration,"calls,requests,311",https://data.nola.gov/d/kpyb-9p4t,https://data.nola.gov/resource/kpyb-9p4t.json,08/09/2017 07:23:51 PM,02/03/2025 11:42:16 PM,01/08/2019 04:38:49 AM,data.nola.gov,true,6,2,Row,,16,,Creative Commons 1.0 Universal (Public Domain Dedication),,,,,3iz8-nghx,,appsteam@socrata.com,,,data@nola.gov,,,,,,311
vtks-6fyi,datatype testing,,J.B. Raasch,7kk9-bewq,published,private,not_ready,official,dataset,,,https://data.nola.gov/d/vtks-6fyi,https://data.nola.gov/resource/vtks-6fyi.json,12/22/2015 10:08:35 PM,11/08/2017 03:46:26 PM,11/08/2017 03:45:35 PM,data.nola.gov,false,10,0,Row,1,17,,,,,,,,,,,,jbraasch@nola.gov,,,,,,
a9ny-mk8c,Urban Gardens,Urban Gardens in New Orleans,City of New Orleans GIS Department,guap-8ddq,published,private,not_ready,official,href,Recreation and Culture,"harvest,garden,cooperative,farm,greenway",https://data.nola.gov/d/a9ny-mk8c,,07/19/2017 02:34:37 PM,01/29/2018 09:49:08 PM,07/19/2017 02:34:37 PM,data.nola.gov,false,36,0,,,,gis@nola.gov,Creative Commons 1.0 Universal (Public Domain Dedication),Mayor's Office of Cultural Economy,,,,,,,,,gis@nola.gov,,,,,,Cultural Economy
t2qf-kkb5,CNAP and Chapter 66 Lot Maintenance Program Update,"Properties in either CNAP routine maintenance, or in Chapter 66 as of June 1 2015",Liana Elliott,uy39-63gm,published,private,not_ready,official,dataset,"Housing, Land Use, and Blight","chapter 66,cnap",https://data.nola.gov/d/t2qf-kkb5,https://data.nola.gov/resource/t2qf-kkb5.json,06/11/2015 05:05:59 PM,08/25/2015 10:24:12 PM,06/11/2015 05:06:25 PM,data.nola.gov,false,3,0,,2528,13,,,Liana Elliott,,,,,,,,,data@nola.gov,,,,,,Chief Administrative Office
w8gz-gqf5,Properties in Chapter 66 or CNAP,"All properties included in Chapter 66 or CNAP (Inspected, compliant, and maintained)",Liana Elliott,uy39-63gm,published,private,not_ready,official,dataset,Archived,"cnap,chapter 66,blight,nora",https://data.nola.gov/d/w8gz-gqf5,https://data.nola.gov/resource/w8gz-gqf5.json,03/13/2015 11:30:20 PM,04/20/2019 08:35:04 AM,03/13/2015 11:30:58 PM,data.nola.gov,false,272,48,Row,2151,24,lelliott@nola.gov,,Liana Elliott,,,,,,,,Lot Maintenance Program,data@nola.gov,,,,,,CAO
g6e5-eesx,Self Reported Neighborhood Organizations,Organizations submitted by citizens to Mayor's Office of Neighborhood Engagement Submitted via web-form that includes boundaries and contact information. Publicly available layer only includes organization name and boundaries in order to protect privacy of neighborhood group members. These are self reported and are not mandated by the city.,City of New Orleans GIS Department,guap-8ddq,published,private,not_ready,official,href,"Planning, Zoning","self reported,community engagement,srno,egis",https://data.nola.gov/d/g6e5-eesx,,10/20/2016 03:33:27 PM,01/29/2018 09:30:55 PM,10/20/2016 03:33:27 PM,data.nola.gov,false,63,0,Row,,,gis@nola.gov,Creative Commons 1.0 Universal (Public Domain Dedication),,,,,,,,,,data@nola.gov,,,,,,Neighborhood Engagement
76pb-jmjd,PRR - Anita View,,WhitneyS,usuy-y6jj,published,private,not_ready,official,filter,City Administration,,https://data.nola.gov/d/76pb-jmjd,https://data.nola.gov/resource/76pb-jmjd.json,04/10/2018 07:50:36 PM,01/14/2025 10:20:56 PM,01/08/2025 04:55:48 AM,data.nola.gov,true,51,6,,3216,19,,,,,,,a7ug-hmv9,,,,,data@nola.gov,,,,,,Information Technology and Innovation
rxf3-yf65,Number 2,"All Police Reports filed by NOPD officers including incident and supplemental reports containing the item number, location, disposition, signal, charges, offender race, offender gender, offender age, victim age, victim gender, and victim race. Police Reports can be updated when subsequent information is determined as a result of an investigation. In order to protect the privacy of victims, addresses are shown at the block level.

Disclaimer: The New Orleans Police Department does not guarantee (either expressed or implied) the accuracy, completeness, timeliness, or correct sequencing of the information. The New Orleans Police Department will not be responsible for any error or omission, or for the use of, or the results obtained from the use of this information. For instance, the data contains ages that may be negative due to data entry errors. NOPD has chosen to publish the data as it exists in the source systems for transparency and has instituted data validation where appropriate to ensure quality data in the future. All data visualizations on maps should be considered approximate and attempts to derive specific addresses are strictly prohibited. The New Orleans Police Department is not responsible for the content of any off-site pages that are referenced by or that reference this web page other than an official City of New Orleans or New Orleans Police Department web page. The user specifically acknowledges that the New Orleans Police Department is not responsible for any defamatory, offensive, misleading, or illegal conduct of other users, links, or third parties and that the risk of injury from the foregoing rests entirely with the user. Any use of the information for commercial purposes is strictly prohibited. The unauthorized use of the words ""New Orleans Police Department,"" ""NOPD,"" or any colorable imitation of these words or the unauthorized use of the New Orleans Police Department logo is unlawful. This web page does not, in any way, authorize such use.",J. Lewis,n76f-e8p4,published,private,not_ready,community,filter,Public Safety and Preparedness,"epr,electronic police report,police",https://data.nola.gov/d/rxf3-yf65,https://data.nola.gov/resource/rxf3-yf65.json,08/23/2019 04:20:20 PM,01/30/2025 05:53:07 AM,02/28/2026 07:00:09 AM,data.nola.gov,true,3,0,Row,,21,,Creative Commons 1.0 Universal (Public Domain Dedication),Police Department (NOPD),,,,mm32-zkg7,,,,,data@nola.gov,,,,,,Police Department (NOPD)
shqi-u2n7,Squares,"<DIV STYLE=""text-align:Left;""><DIV><DIV><P><SPAN>City of New Orleans 'Square' - A portion of property with specific street or other designated boundaries and a given alpha/numeric identification.</SPAN></P></DIV></DIV></DIV>",City of New Orleans GIS Department,guap-8ddq,published,public,approved,official,map,,,https://data.nola.gov/d/shqi-u2n7,https://data.nola.gov/resource/shqi-u2n7.json,01/11/2022 08:40:03 PM,02/27/2026 10:06:51 PM,06/13/2023 04:45:05 PM,data.nola.gov,true,67,0,,,,,,,,,,cytw-t54v,,,,,,,,,,,
4hm9-cq5j,Wards,cnogis.CNOGISOWNER.Wards,City of New Orleans GIS Department,guap-8ddq,published,public,approved,official,map,,,https://data.nola.gov/d/4hm9-cq5j,https://data.nola.gov/resource/4hm9-cq5j.json,08/04/2021 06:20:23 PM,02/28/2026 01:34:29 AM,06/13/2023 04:49:52 PM,data.nola.gov,true,67,0,,,,,Creative Commons 1.0 Universal (Public Domain Dedication),,,,,d4y8-p3zu,,,,,,,,,,,
q7x4-iy49,Metro E Sites,"Metro E sites maintained by City of New Orleans Information Technology Department at various locations across the city. Details on internet technology, etc. Updated yearly",City of New Orleans GIS Department,guap-8ddq,published,public,approved,official,map,Public Safety and Preparedness,,https://data.nola.gov/d/q7x4-iy49,https://data.nola.gov/resource/q7x4-iy49.json,12/13/2021 08:39:47 PM,02/28/2026 01:40:07 AM,06/13/2023 04:50:14 PM,data.nola.gov,true,6,0,,,,,Creative Commons 1.0 Universal (Public Domain Dedication),Police Department (NOPD),,,,njp4-h4zp,,,,,,,,,,,
svkk-ibdh,Trash Pickup,"<DIV STYLE=""text-align:Left;""><DIV><DIV><P><SPAN>Sanitation collection schedule with areas of responsibility, service providers, and associated information. Updated 04 OCT 2022 with input from IV Waste, Richard's, Enterprise, and Waste Pro USA vendors.</SPAN></P></DIV></DIV></DIV>",City of New Orleans GIS Department,guap-8ddq,published,public,approved,official,map,Environment,,https://data.nola.gov/d/svkk-ibdh,https://data.nola.gov/resource/svkk-ibdh.json,03/13/2023 07:58:12 PM,02/29/2024 11:10:45 PM,06/13/2023 04:54:55 PM,data.nola.gov,true,28,0,,,,,Public Domain U.S. Government,Dept of Sanitation,,,,eigp-x49x,,,,,,,,,,,
9gwc-r9qx,District D,This is a listing of all former Road Home properties in NORA's inventory that are not under contract.  All properties were transferred to NORA from the Louisiana Land Trust.,kmgethers,7kdc-jh63,published,private,rejected,community,filter,"Housing, Land Use, and Blight",,https://data.nola.gov/d/9gwc-r9qx,https://data.nola.gov/resource/9gwc-r9qx.json,10/02/2013 02:55:42 PM,01/14/2025 10:22:07 PM,03/04/2026 03:37:35 PM,data.nola.gov,true,4,10,,,5,,Creative Commons 1.0 Universal (Public Domain Dedication),New Orleans Redevelopment Authority (NORA),,,,5ktx-e9wc,,,,,,,,,,,
rmp7-hvvi,Market Value Analysis 2015,"<DIV STYLE=""text-align:Left;""><DIV><DIV><P><SPAN><SPAN>Our Normative Assumptions when Analyzing Markets: </SPAN></SPAN></P><P><SPAN><SPAN>• Public subsidy is scarce and it alone cannot create a market; </SPAN></SPAN></P><P><SPAN>• Public subsidy must be used to leverage, or clear the path for, private investment; </SPAN></P><P><SPAN><SPAN>• In distressed markets, invest into strength (e.g., major institutions, transportation hubs, environmental amenities) – “Build from Strength”; </SPAN></SPAN></P><P><SPAN><SPAN>• All parts of a city are customers of the services and resources that it has to offer; </SPAN></SPAN></P><P><SPAN><SPAN>• Decisions to invest and/or deploy governmental programs must be based on objectively gathered data and sound quantitative and qualitative analysis. </SPAN></SPAN></P><P><SPAN><SPAN>Preparing the MVA:</SPAN></SPAN></P><P><SPAN><SPAN>1. Take all of the data layers and geocode to Census block groups.</SPAN></SPAN></P><P><SPAN><SPAN>2. Inspect and validate those data layers.</SPAN></SPAN></P><P><SPAN><SPAN>3. Using a statistical cluster analysis, identify areas that share a common constellation of characteristics.</SPAN></SPAN></P><P><SPAN><SPAN>4. Map the result.</SPAN></SPAN></P><P><SPAN><SPAN>5. Visually inspect areas of the City for conformity with the statistical/spatial representation.</SPAN></SPAN></P><P><SPAN>6. Re-solve and re-inspect until we achieve an accurate representation.</SPAN></P></DIV></DIV></DIV>",City of New Orleans GIS Department,guap-8ddq,published,public,approved,official,map,,,https://data.nola.gov/d/rmp7-hvvi,https://data.nola.gov/resource/rmp7-hvvi.json,08/04/2021 06:26:11 PM,02/28/2026 05:28:08 AM,06/13/2023 04:54:46 PM,data.nola.gov,true,149,0,,,,,Creative Commons 1.0 Universal (Public Domain Dedication),,,,,eahd-efws,,,,,,,,,,,
y76b-hnui,City Council Districts,"New Orleans City Council Districts, effective January 12, 2026. Voters placed in the districts displayed on January 1, 2025 for all future elections. Council districts are based upon the 2020 decennial United States Census and redistricting. Precincts are drawn according to the New Orleans Home Rule Charter. Precinct boundaries were updated September 25, 2015, in order to satisfy population changes discovered by the Orleans Registrar of Voters Office. The changes have been made by the City of New Orleans and verified by the Louisiana Secretary of State's Office.",City of New Orleans GIS Department,guap-8ddq,published,public,approved,official,map,City Administration,,https://data.nola.gov/d/y76b-hnui,https://data.nola.gov/resource/y76b-hnui.json,08/04/2021 06:20:30 PM,02/28/2026 03:58:04 AM,01/29/2026 03:48:31 AM,data.nola.gov,true,208,0,,,,,Creative Commons 1.0 Universal (Public Domain Dedication),,https://nola.gov/council-maps/,,,d49t-wy6p,,,,,,,,,,,
uxxm-u8q6,Site Address Point,"<DIV STYLE=""text-align:Left;""><DIV><DIV><P><SPAN>Site address points represent the location of site or service delivery addresses assigned by local governments. Used to standardize addresses across city departments. Uses ESRI Local Government Information schema, and is projected in Louisiana State Plane. Updated weekly based on changes made by Safety and Permits.</SPAN></P></DIV></DIV></DIV>",City of New Orleans GIS Department,guap-8ddq,published,public,approved,official,map,,,https://data.nola.gov/d/uxxm-u8q6,https://data.nola.gov/resource/uxxm-u8q6.json,08/04/2021 06:52:02 PM,03/03/2026 10:48:56 PM,03/03/2026 10:49:27 PM,data.nola.gov,true,180,0,,,,,Creative Commons 1.0 Universal (Public Domain Dedication),,,,,hfvu-md72,,,,,,,,,,,
knbf-qvbu,Types of Businesses District E,An Occupational or General Business license is required if you will be conducting business in Orleans Parish. This list shows businesses that have completed the licensing process and does not include businesses that have been issued a Temporary Occupational License. More information on business services here: http://www.nola.gov/onestop/business/occupational-general-business/occupational-general-business-license/. Data provided by Bureau of Revenue.,Victoria Lewandrowski,r78v-5sn4,published,private,not_ready,community,chart,Economy and Workforce,,https://data.nola.gov/d/knbf-qvbu,https://data.nola.gov/resource/knbf-qvbu.json,02/24/2021 05:09:59 PM,02/24/2021 05:10:57 PM,03/28/2026 04:20:41 AM,data.nola.gov,true,1,0,,,,,,City of New Orleans – Bureau of Revenue,,,,8cab-hwxv,,,,,data@nola.gov,,,Daily,,,Revenue
hf8m-bzai,FQ and Marigny,An Occupational or General Business license is required if you will be conducting business in Orleans Parish. This list shows businesses that have completed the licensing process and does not include businesses that have been issued a Temporary Occupational License. More information on business services here: http://www.nola.gov/onestop/business/occupational-general-business/occupational-general-business-license/. Data provided by Bureau of Revenue.,Joanna Farley,5uv6-a7bf,published,private,rejected,community,map,Economy and Workforce,,https://data.nola.gov/d/hf8m-bzai,https://data.nola.gov/resource/hf8m-bzai.json,05/20/2020 02:27:26 PM,05/20/2020 02:30:37 PM,03/28/2026 04:20:41 AM,data.nola.gov,true,2,0,,,,,,City of New Orleans – Bureau of Revenue,,,,hjcd-grvu,,,,,data@nola.gov,,,Daily,,,Revenue
955d-h748,Mardi Gras Recycling Stations,,City of New Orleans GIS Department,guap-8ddq,published,public,approved,official,dataset,,,https://data.nola.gov/d/955d-h748,https://data.nola.gov/resource/955d-h748.json,02/17/2025 05:31:10 PM,02/17/2025 05:31:11 PM,02/28/2026 01:50:39 AM,data.nola.gov,false,67,29,,8,4,,,,,,,,,,,,,,,,,,
vn2p-458h,Solid Waste Collection,"<DIV STYLE=""text-align:Left;""><DIV><DIV><P><SPAN>Sanitation collection schedule with areas of responsibility, service providers, and associated information. Updated 04 OCT 2022 with input from IV Waste, Richard's, Enterprise, and Waste Pro USA vendors.</SPAN></P></DIV></DIV></DIV>",City of New Orleans GIS Department,guap-8ddq,published,public,approved,official,dataset,,,https://data.nola.gov/d/vn2p-458h,https://data.nola.gov/resource/vn2p-458h.json,03/17/2025 08:30:03 PM,03/17/2025 08:30:04 PM,08/18/2025 09:03:30 AM,data.nola.gov,false,676,879,,22,9,,,,,,,,,,,,,,,,,,
