"id","site","timestamp","year","place","dataset","exists","digital","public","online","free","machinereadable","bulk","openlicence","uptodate","url","format","licenseurl","dateavailable","officialtitle","publisher","reviewed","reviewResult","reviewComments","details","isCurrent","isOpen","submitter","reviewer","score"
"f052eca1-0a49-473b-b89c-9cf82177d833","us-city","2017-01-31T13:22:18","2017","cincinnati","crime-stats","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Yes","https://data.cincinnati-oh.gov/Safer-Streets/Police-Crime-Incident-Data/w7vh-beui","CSV",,,"Police Crime Incident Data","City of Cincinnati","Yes","Yes"," ","Open Data Cincinnati Portal (Socrata) maintained by City of Cincinnati","Yes","No","Brandon Crowley","Ben Franklin","70"
"a0985631-04b5-4513-bb40-0595c769421a","us-city","2014-04-05T02:19:25","2014","durham","budget","Yes","Yes","Yes","Yes","Yes","No","Yes",,"Yes","https://durhamnc.gov/ich/as/bms/Pages/Yearly-Bud-CIP.aspx","PDF",,,,"Budget and Management Services","Yes","Yes",,,"Yes","No","Harris McGehee","Harris McGehee","55"
"ff570268-0e95-4245-8d61-8606085a6909","us-city","2017-07-03T06:13:09","2017","sanjose","food-safety","Yes","Yes","Yes","Yes","Yes","No","No",,"Yes","https://services.sccgov.org/facilityinspection/Home",,,,,"County of Santa Clara, Department of Environmental Health","Yes","Yes"," ","Online search tool is useful, but it would be even better if all the data were available for bulk download or via API in a machine readable format so that other tools could be developed using the data, or so that the data could be integrated into existing tools (such as Yelp or other restaurant search tools). 

","Yes","No","saeid parsa","Ben Franklin","45"
"8990e77a-8ab1-40f0-af72-31d81192828d","us-city","2017-07-05T22:44:17","2017","raleigh","assessment","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Yes","https://data-wake.opendata.arcgis.com/datasets/parcels","CSV, geojson",,,"Parcel dataset includes most recent assessed land, building and total property value from County Assessor for each parcel.","Wake County","Yes","Yes"," ",,"Yes","No","Adam J. Martin","Ben Franklin","70"
"884d13cd-8424-46cb-b674-77431db12bb7","us-city","2017-07-05T22:50:02","2017","raleigh","food-safety","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Yes","https://data-wake.opendata.arcgis.com/datasets/restaurant-inspections-yelp","geojson, esri rest service",,,"Wake county provides restaurant inspections and violations services and data covering the City of Raleigh.","Wake County GIS","Yes","Yes"," ",,"Yes","No","Adam J. Martin","Ben Franklin","70"
"34fa07d4-42c4-4a42-bdd4-8d09c09cfdd4","us-city","2017-07-05T22:55:20","2017","raleigh","public-buildings","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Yes","https://data-ral.opendata.arcgis.com/datasets/b283cda4a73d49368ce43a052f5e82a5_15","geojson, esri rest service",,,"City Owned Buildings: Buildings owned by the City of Raleigh and maintained by the Parks, Recreation, and Cultural Resources department.","City of Raleigh","Yes","Yes"," ",,"Yes","No","Adam J. Martin","Ben Franklin","70"
"d59a3ec5-8572-47c9-8b69-3d5850179fc1","us-city","2017-12-10T06:12:02","2017","ann-arbor","crime-stats","Yes","Yes","Yes","Yes","Yes","Yes","Unsure",,"Yes","https://www.crimemapping.com/map.aspx?aid=6a6a4730-d69e-4c65-80bc-ab5b0798ffaa","HTML","https://www.crimemapping.com/help/faq.aspx",,,"City of Ann Arbor","Yes","Yes"," ","Third-party site crimemapping.com is officially licensed by the city of Ann Arbor to provide crime data. A weakness of the data set provided in this approach is that the data is provided only for the most recent 6-month rolling window. Exporting more than 800 records at a time is not possible, so retrieving data for an entire 6-month period typically requires 6 separate requests. Data needs to be copied and pasted from HTML to some other format, but the HTML is formatted correctly – so the pasted material inherits the tab-delimitations. ","Yes","Yes","anonymous","Ben Franklin","90"
"b93d85ce-3b8c-42a3-846c-5e5ad019db83","us-city","2017-07-20T19:52:53","2017","providence","construction-permits","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Unsure","https://providenceri.nextrequest.com/requests/17-128","Excel","https://opendatacommons.org/licenses/by/summary/",,"BLDS Inspections and Standards Permits 2009-2017","Inspections and Standards","Yes","Yes"," ","Data was provided up to date at the time the request was made. We are exploring options to automate the update of this data in the future.","Yes","Yes","Ivan mn","Ben Franklin","90"
"78defd3d-f367-46c9-92b9-d47dab5cfe47","us-city","2017-07-05T22:50:59","2017","raleigh","transit","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Yes","https://data.raleighnc.gov/Transit/GoRaleigh-Transit-Routes-GTFS-/mqv3-i6cp","CSV, JSON, PDF, RDF, RSS, XLS, XLSX, XML, OData, SODA API","https://data.raleighnc.gov/Transit/Capital-Area-Transit-Authority-Routes/iaqf-bg25/about",,,"City of Raleigh","Yes","Yes"," ","GTFS formatted routes.txt in a CSV format.","Yes","Yes","Adam J. Martin","Ben Franklin","100"
"f78bc163-5eaf-4bcf-a907-aa28f1e9ef32","us-city","2017-07-05T22:33:55","2017","raleigh","parcels","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Yes","https://data-wake.opendata.arcgis.com/datasets/parcels","geojson","https://maps.arcgis.com/sharing/rest/content/items/29b5ee8f17694f3d9f0bbfd9ba1945f8/info/metadata/metadata.xml?format=default&output=html",,"Wake County NC parcel boundaries and associated attributes from the Wake County Revenue Department database. ","Wake County","Yes","Yes"," ","This is a Wake County dataset which covers the City of Raleigh","Yes","Yes","Adam J. Martin","Ben Franklin","100"
"aaa794cb-fd35-4d88-9f16-0e71c6e842fb","us-city","2017-10-24T04:06:07","2017","sandiego","budget","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Yes","https://data.sandiego.gov/datasets/operating-budget/","CSV","https://data.sandiego.gov/datasets/operating-budget/",,"Operating Budget raw data","City of San Diego","Yes","Yes"," ","not only does the city of san diego provide the budget data for download on its open data portal, but it also has an opengov visualization page at https://sandiegoca.opengov.com/ ","Yes","Yes","anonymous","Ben Franklin","100"
"bc5fab8f-4a01-4e66-80c8-76c610977ec5","us-city","2017-10-24T04:09:59","2017","sandiego","zoning","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Yes","https://data.sandiego.gov/datasets/zoning/","Shapefile (.shp)","https://data.sandiego.gov/datasets/zoning/",,"Current land use","City of San Diego","Yes","Yes"," ",,"Yes","Yes","anonymous","Ben Franklin","100"
"13e52df1-8d44-442c-abda-09f765993867","us-city","2017-10-24T04:25:05","2017","sandiego","public-buildings","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Yes","https://data.sandiego.gov/datasets/city-owned-properties-parcels/","CSV","https://data.sandiego.gov/datasets/city-owned-properties-parcels/",,"City Owned Properties","City of San Diego","Yes","Yes"," ",,"Yes","Yes","anonymous","Ben Franklin","100"
"e2f8ea7d-5dea-4a49-9029-6c5300510827","us-city","2017-10-24T04:13:47","2017","sandiego","construction-permits","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Yes","https://data.sandiego.gov/datasets/permits-issued/","CSV","https://data.sandiego.gov/datasets/permits-issued/",,"Permits Issued dataset","City of San Diego","Yes","Yes"," ",,"Yes","Yes","anonymous","Ben Franklin","100"
"b5f07ef3-069a-46af-a6ec-1be688e8f7c3","us-city","2017-07-13T16:10:51","2017","minneapolis","service-requests","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Yes","https://opendata.minneapolismn.gov/datasets/311-incidents-2016","Excel","https://creativecommons.org/licenses/by-sa/4.0",,"2016 311 Requets","City of Minneapolis","Yes","Yes"," ",,"Yes","Yes","anonymous","Ben Franklin","100"
"2adf8ef1-81ad-46c8-9d10-0e8d420ea19c","us-city","2017-08-15T20:17:39","2017","gainesville","crime-stats","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Yes","https://data.cityofgainesville.org/Community-Model/Crime-Incidents-2011-Present/gvua-xt9q","CSV","https://data.cityofgainesville.org/terms",,"Crime Incidents 2011-Present","Gainesville Police Department","Yes","Yes"," ","The City of Gainesville works with the Gainesville Police Department to provide automated Crime Incident data through our open data portal. The data is automatically updated nightly and is then instantly made available through our open data portal.","Yes","Yes","GNV Strategic Planning","Ben Franklin","100"
"dd140f75-61ff-46e3-aead-708ee7b7f2a7","us-city","2017-10-30T14:18:53","2017","gainesville","service-requests","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Yes","https://data.cityofgainesville.org/Governance/311-Service-Requests/78uv-94ar","CSV, CSV for Excel, JSON, RDF, RSS, XML","https://data.cityofgainesville.org/terms",,"311 Service Requests - Non-emergency requests like pothole repairs or damaged street signs that can be reported through the 311GNV app","Strategic Planning dg_strategeic_planning@cityofgainesville.org","Yes","Yes"," ","Data is available from 04/11/2016 through 07/15/2016. Dataset is automated.
2017 data available","Yes","Yes","Mahdi Moqri","Ben Franklin","100"
"36b06c82-1e88-4fd6-a458-02d9e4c2d246","us-city","2017-03-31T16:20:12","2017","birmingham","campaign-finance","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Yes","https://fcpa.alabamavotes.gov/PublicSite/DataDownload.aspx","CSV",,,,"Alabama Secretary of State's Elections Division","Yes","Yes"," ","Up-to-date data regarding cash contributions, in-kind contributions, other receipts, and expenditures in a zipped file format. The files are CSV. This website contains data by year from the year ended 12/31/2012 to the year ended 12/31/2016.","Yes","No","anonymous","Ben Franklin","70"
"5078db7c-7633-4366-9a66-34e8274eaf32","us-city","2017-03-31T19:03:35","2017","birmingham","transit","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Yes","https://www.bjcta.org/wp-content/uploads/2017/02/BJCTA_GTFS_0117.zip","TXT (in ZIP)",,,"General Transit Feed Specification (GTFS)","Birmingham Jefferson County Transit Authority","Yes","Yes"," ","Origin of data and its license are unclear.","Yes","No","Tyler Lahti","Ben Franklin","70"
"7591544a-9186-431f-9749-a1be4c615b6f","us-city","2017-10-30T14:13:08","2017","baltimore","service-requests","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Yes","https://data.baltimorecity.gov/browse?tags=311&utf8=%E2%9C%93","CSV, JSON, PDF, RDF, RSS, XLS, XLSX, XML","https://www.baltimorecity.gov/node/2020",,,"Open Baltimore","Yes","Yes"," ","Data included is very new or timely, including data from the same day.
Available for 2017","Yes","Yes","Mahdi Moqri","Ben Franklin","100"
"d7f4faa6-babd-46ce-bc0c-a91ad73a2b3a","us-city","2017-07-05T22:20:31","2017","raleigh","web-analytics","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"No","https://data.raleighnc.gov/Government/Web-Analytics-Raleighnc-gov-Monthly-Pageviews-2014/hha7-464y","json, csv, html","https://creativecommons.org/licenses/by/4.0/legalcode",,"Monthly Page Views","City of Raleigh, iT","Yes","Yes"," ","Two datasets are provided: 
(A) Web Analytics Monthly Total Pageviews 
 on Raleighnc.gov (2014- Sep 2016) & 
(B) Total Pageviews on- Raleighnc.gov - By Page (2014-2015)
Search ""web analytics"" @ data.raleighnc.gov","Yes","Yes","Adam J. Martin","Ben Franklin","90"
"4f1bc34e-b577-4033-97ea-eec58f6bf614","us-city","2017-11-30T17:20:01","2017","mesa","web-analytics","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Yes","https://open.mesaaz.gov/datasets/169245/web-analytics-for-wwwmesaazgov/","Excel","https://www.mesaaz.gov/city-hall/open-data/open-data-terms-of-use",,"Website Analytics for www.mesaaz.gov","City of Mesa - Public Information Office","Yes","Yes"," ","Number of pageview statistics for the City of Mesa website updated monthly.","Yes","Yes","Mesa Open-Data","Ben Franklin","100"
"32f16d84-791c-4dca-8a89-f66c6dd266e6","us-city","2017-11-30T17:16:29","2017","mesa","public-buildings","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Yes","https://open.mesaaz.gov/dataviews/236132/CITY-OWNED-PROPE-DATAV/","Excel","https://www.mesaaz.gov/city-hall/open-data/open-data-terms-of-use",,"City Owned Properties","City of Mesa - Engineering, Real Estate Administrator","Yes","Yes"," ","This data is refreshed annually by the City of Mesa's Engineering Department rand contains a listing of City of Mesa owned properties; including parcel location, facility purpose and purchase dates.","Yes","Yes","Mesa Open-Data","Ben Franklin","100"
"b747eb0d-8821-4520-9f23-7f5248ee4732","us-city","2017-03-04T20:45:37","2017","sacramento","asset-disclosure","Yes","Yes","Yes","Yes","Yes","Yes","Unsure",,"Yes","https://www.fppc.ca.gov/transparency/form-700-filed-by-public-officials/form700-search/form700-old.html?SearchTerm=&tag1=na&tag2=%2Fetc%2Ftags%2Ffppc%2Fcity%2Fsacramento&tag3=na&tag4=na&tag5=na&tagCount=5","PDF",,,"Statement of Economic Interests (Form 700)","California Fair Political Practices Commission","Yes","Yes"," ","California law requires requires public officials complete a financial disclosure: Statement of Economic Interests (Form 700). The data link provided searches for the City of Sacramento.

To search by county or city, prior to September 1, 2016:

https://www.fppc.ca.gov/transparency/form-700-filed-by-public-officials/form700-search/form700-old.html

To search since September 1, 2016:

https://www.fppc.ca.gov/transparency/form-700-filed-by-public-officials/form700-search/form700-new.html

All Form 700 statements are filed in pdf form, but the database is searchable by name, department, position, city and county in California.
","Yes","No","Kristin V","Ben Franklin","60"
"a72a27ef-002f-4a1d-8d89-abedd0e5cb5b","us-city","2016-05-12T15:36:34","2016","newyorkcity","asset-disclosure","Unsure","Unsure","Unsure","Unsure","Unsure","Unsure","Unsure",,"Unsure",,,,,,,"Yes","Yes",,"The answer to the first census question (Does the data exist?) should be 'Unsure'. 

The link to report on open data site only includes current salaries of government employees, which is not part of the data required.

All of the following data is required, and is not in the report:

Top-level government officials’ financial assets, including: name of top-level government officials, title, investment information, prior and current business relationships, real estate interests, and personal income (including gifts and travel or speaking payments).","Yes","No","Michael Schnuerle","Michael Schnuerle","0"
"0d7eaa63-fb35-4f50-9bc5-512a1034e862","us-city","2017-02-07T21:32:43","2017","newyorkcity","contracts","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Yes","https://www.checkbooknyc.com/data-feeds","CSV, XML",,,"Checkbook NYC","NYC Comptroller","Yes","Yes"," ",,"Yes","No","Craig Campbell","Ben Franklin","70"
"6aaf2a7e-845c-4b73-aa09-d8afafbb249d","us-city","2017-08-15T20:42:22","2017","tuscaloosa","lobbyist","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Yes","https://ethics.alabama.gov/lobbyists.aspx","EXCEL,PDF",,,"Lobbyist and Principal Public Records","Alabama Ethics Commission","Yes","Yes","The data is machine readable if you find the right link (https://ethics-form.alabama.gov/entity/FileUpload2015/RegisteredLobbyist/WebDataForExcel_2010.aspx).",,"Yes","No","Hao Dong","Matthew Leeds","70"
"cc47e3c5-7ead-432a-b93b-7747a0498cbb","us-city","2017-12-31T22:04:24","2017","philly","zoning","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Yes","https://www.opendataphilly.org/dataset/zoning-overlays","SHP, GeoJSON, KMZ, API",,,"Zoning Overlays","City of Philadelphia, City Planning Commission","Yes","Yes"," ","Data is maintained in two data sets: Zoning Overlay Districts (Features, Attributes, and Metadata updated September 4, 2014) and Zoning Base Districts. Districts made effective on August 22, 2012. The city's Licenses and Inspections department is responsible for administering the code. Uncertain whether re-zoning is timely updated in the file.","Yes","No","Vyki Englert","Ben Franklin","70"
"ca37db3f-920b-48ef-8dba-b2aba1eda529","us-city","2017-11-29T17:21:23","2017","philly","assessment","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Yes","https://www.opendataphilly.org/dataset/opa-property-assessments","CSV, GeoJSON, SHP, API","https://www.opendataphilly.org/organization/about/city-of-philadelphia",,"Property Assessments, Property characteristic and assessment information from the Office of Property Assessment.","Office of Property Assessment / opadata@phila.gov","Yes","Yes"," ","Now updated daily. ","Yes","Yes","Kistine Carolan","Ben Franklin","100"
"09109d0d-9e56-4d9d-8eab-33125fd277b0","us-city","2017-11-29T17:12:52","2017","philly","code-enforcement","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Yes","https://www.opendataphilly.org/dataset/licenses-and-inspections-violations","CSV, GeoJSON, SHP, API","https://www.opendataphilly.org/organization/about/city-of-philadelphia",,"Code Violations / Violations issued by the Department of Licenses and Inspections in reference to the Philadelphia Building Construction and Occupancy Code.","Department of License and Inspections","Yes","Yes"," ","Also includes data on unsafe buildings and imminently dangerous buildings. 

Data refresh is automated to update daily.","Yes","Yes","Kistine Carolan","Ben Franklin","100"
"534661ca-a67f-49b0-9d57-a205cfcc8339","us-city","2017-10-31T03:03:49","2017","philly","service-requests","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Yes","https://www.opendataphilly.org/dataset/311-service-and-information-requests","API","https://phlapi.com/license.html",,,"PHL API","Yes","Yes"," ",,"Yes","Yes","Mahdi Moqri","Ben Franklin","100"
"c1743795-d0db-44cb-8512-43f37661e157","us-city","2017-11-29T17:03:13","2017","philly","public-buildings","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Yes","https://www.opendataphilly.org/dataset/city-facilities-master-facilities-database","CSV, GeoJSON, KML, SHP, API","https://www.opendataphilly.org/organization/about/city-of-philadelphia",,"City Facilities","Office of Innovation and Technology / richard.quodomine@phila.gov","Yes","Yes"," ","From the metadata: ""An inventory of buildings and other fixed assets owned, leased, or operated by the City of Philadelphia including buildings, structures, and properties (not including surplus properties). Also known as the Master Facilities Database. The database includes City-owned and non City-owned buildings and also identifies sites that have received Capital Program funding to support the use or maintenance of the facility or property by the City. Facilities include, but are not limited to: administrative or multi-purpose buildings, athletic fields, airfields and airport buildings, bridges, ball courts, fire stations, health centers, libraries, museums, plazas, parks and park buildings, playground equipment, piers, police stations, pools, recreation centers and buildings, radio towers, water and waste water facilities, etc.""

Last updated in 2016.","Yes","Yes","Kistine Carolan","Ben Franklin","100"
"54fe044c-bbbb-4f3d-99f0-517b1a97ce33","us-city","2017-11-29T17:37:09","2017","philly","business-listings","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Yes","https://www.opendataphilly.org/dataset/licenses-and-inspections-commercial-activity-licenses","CSV, API","https://www.opendataphilly.org/organization/about/city-of-philadelphia",,"Licenses and Inspections Commercial Activity Licenses, Commercial Activity Licenses are required by entities doing business in the City of Philadelphia. Information includes license number, application date, issuance date, applicant information, business entity name and other related information.","Licenses and Inspections, andrew.newell@phila.gov","Yes","Yes"," ","Data is continuously updated. ","Yes","Yes","Kistine Carolan","Ben Franklin","100"
"621ae2ac-10e4-4b13-b058-5fc8a35ce0e2","us-city","2017-11-29T16:55:30","2017","philly","budget","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Yes","https://www.phila.gov/openbudget","CSV, API","https://github.com/CityOfPhiladelphia/open-budget/blob/master/LICENSE",,"FY 2017 Proposed Budget","Finance Department","Yes","Yes"," ","Data also available for bulk download: https://www.opendataphilly.org/dataset/citybudget","Yes","Yes","Kistine Carolan","Ben Franklin","100"
"2ba34804-f466-44be-9121-759a52c1e555","us-city","2017-08-16T17:58:47","2017","louisville","business-listings","Yes","Yes","Yes","Yes","Yes","Yes","No",,"Yes","https://www.metrorevenueservices.org/newaccounts/","Excel, HTML","https://data.louisvilleky.gov/open-data-policy",,"Business Listings - New Accounts","Louisville Metro Government - Metro Revenue Commision","Yes","Yes"," ","Only shows 6 months at a time of newly registered businesses, not all of them. ","Yes","Yes","Michael Schnuerle","Ben Franklin","90"
"aba5e5e4-f60a-4479-bba6-1d051f6f625f","us-city","2017-08-16T17:44:35","2017","louisville","spending","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Yes","https://data.louisvilleky.gov/dataset/expenditures-data","CSV","https://data.louisvilleky.gov/open-data-policy",,"Includes all expenditures by agency, with additional data including funding source, vendor name, and amount invoiced. Data from 2008 to Present.","Louisville Metro","Yes","Yes"," ","The data goes back to 2008, and lags about 6 months behind, but is updated regularly. 

Data does not use keys for agencies or departments, and since those names change, it's impossible to use the data to make aggregate reports on expenditures.","Yes","Yes","Michael Schnuerle","Ben Franklin","100"
"eab653e9-82bc-4bde-896b-86055d911da5","us-city","2017-08-16T17:29:45","2017","louisville","budget","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Yes","https://louisvilleky.gov/government/management-budget/fy18-budget","PDF","https://portal.louisvilleky.gov/content/terms-use-accessibility-data-policy",,"FY15 Approved Budget","Office of Management & Budget","Yes","Yes"," ","City has updated annual budget reports to include detailed PDFs with detailed tabular data.","Yes","Yes","Michael Schnuerle","Ben Franklin","100"
"7579bcaf-17fd-4b86-924a-a39f59bee113","us-city","2017-03-04T21:04:34","2017","sacramento","crime-stats","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Yes","https://data.cityofsacramento.org/dataviews/93304/sacramento-dispatch-data-from-current-year/","json","https://www.sacpd.org/crime/stats/reports/",,"Sacramento PD/Fire Dispatch Data","City of Sacramento PD","Yes","Yes"," ","Other code information & Dispatch information available at same site.","Yes","Yes","Gavin DeSchutter","Ben Franklin","100"
"8ce78f48-8ea3-415d-8838-6e0618269941","us-city","2017-03-04T20:25:08","2017","sacramento","contracts","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Yes","https://data.cityofsacramento.org/dataviews/79910/citywide-contracts/","Excel/CSV","https://opendatacommons.org/licenses/pddl/",,"Citywide Contracts","City of Sacramento","Yes","Yes"," ","Bids, Purchase orders & Citywide contracts awarded. 

Visualizations available at:
https://data.cityofsacramento.org/visualizations/7736/citywide-contracts/

City of Sacramento API:
https://data.cityofsacramento.org/developers/","Yes","Yes","Kristin V","Ben Franklin","100"
"435b1f93-5c84-4d5e-8be4-f2ea91e68b3f","us-city","2017-03-04T21:23:19","2017","sacramento","parcels","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Yes","https://assessorparcelviewer.saccounty.net/jsviewer/assessor.html","geojson","https://www.technology.saccounty.net/Documents/Policies/Public%20Data%20Policy.pdf",,"Sacramento Parcel Data","https://assessorparcelviewer.saccounty.net/jsviewer/assessor.html","Yes","Yes"," ","Link to Assessor Parcel Viewer searchable by address or parcel number.","Yes","Yes","Kristin V","Ben Franklin","100"
"f7963b28-818b-4402-a751-af681037c33d","us-city","2017-04-10T01:54:42","2017","washingtondc","assessment","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Yes","https://opendata.dc.gov/datasets/computer-assisted-mass-appraisal-residential","HTML","https://dc.gov/node/939602",,"Computer Assisted Mass Appraisal","Office of Tax and Revenue ","Yes","Yes"," ","Assessments split by Residential, Commercial, Condominium: https://opendata.dc.gov/datasets?q=cama

Computer Assisted Mass Appraisal (CAMA) database. The dataset contains attribution on housing characteristics for residential properties, and was created as part of the DC Geographic Information System (DC GIS) for the D.C. Office of the Chief Technology Officer (OCTO) and participating D.C. government agencies. All DC GIS data is stored and exported in Maryland State Plane coordinates NAD 83 meters. METADATA CONTENT IS IN PROCESS OF VALIDATION AND SUBJECT TO CHANGE.","Yes","Yes","Andy Turner","Ben Franklin","100"
"de044d3b-de3c-422e-8357-83cd0ebb9446","us-city","2017-10-29T10:38:40","2017","washingtondc","crime-stats","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Yes","https://opendata.dc.gov/datasets/crime-incidents-in-2017","CSV, GeoJSON, Shapefile, KML","https://dc.gov/node/939602",,"Crime Incidents - 2017","Metropolitan Police Department","Yes","Yes"," ","Data available for last 30-days and by year since 2008.","Yes","Yes","Eric Zhao","Ben Franklin","100"
"81c774c9-89de-4c8a-81ef-b3969b108adf","us-city","2017-10-30T14:18:04","2017","chicago","service-requests","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Yes","https://data.cityofchicago.org/browse?category=Service+Requests&sortBy=relevance","CSV","https://www.cityofchicago.org/city/en/narr/foia/data_disclaimer.html",,,"City of Chciago","Yes","Yes"," ","2017 data available ","Yes","Yes","Mahdi Moqri","Ben Franklin","100"
"240d670f-b895-4949-b937-b6a41edddfbc","us-city","2017-10-12T01:04:11","2017","austin","parcels","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Yes","https://data.austintexas.gov/Geodata/Land-Base/f5rm-df6x","KML, KMZ, Shapefile, GeoJSON, CSV, JSON","https://austintexas.gov/page/city-austin-open-data-terms-use",,"Land Base","City of Austin Communications and Technology Department","Yes","Yes"," ","This feature class consists of locations of legal lots, as well as parcels and tracts of land, in the City of Austin and surrounding counties. 
This product is for informational purposes and may not have been prepared for or be suitable for legal, engineering, or surveying purposes. It does not represent an on-the-ground survey and represents only the approximate relative location of property boundaries. This product has been produced by the Communications and Technology Department for the sole purpose of geographic reference. No warranty is made by the City of Austin regarding specific accuracy or completeness.

In order to view parcels only, use the column ""LAND_BASE1"" and filter to only include ""Parcel.""","Yes","Yes","Jennifer Noinaj","Ben Franklin","100"
"ac1d4530-4201-4dc2-8277-352462b9be23","us-city","2017-12-31T21:46:58","2017","austin","public-buildings","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Yes","https://data.austintexas.gov/dataset/City-Of-Austin-Properties-handled-by-the-Office-of/3msr-mkgq","KML, KMZ, Shapefile, GeoJSON, CSV, JSON","https://austintexas.gov/page/city-austin-open-data-terms-use",,"City Of Austin Properties handled by the Office of Real Estate Services","City of Austin Office of Real Estate Services","Yes","Yes"," ","Data on city owned parcels, not buildings. Updated Dec 2017.","Yes","Yes","Vyki Englert","Ben Franklin","100"
"27523498-c119-431c-86b7-18d87dfd27e2","us-city","2017-12-29T17:01:08","2017","austin","construction-permits","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Yes","https://data.austintexas.gov/Permitting/Issued-Construction-Permits/3syk-w9eu","CSV","https://www.austintexas.gov/coa-open-data-licensing",,"City of Austin Construction Permits starting from 1969 to present, that also include permits from the year 1921. Includes Building, Electrical, Mechanical, Plumbing, and Driveway/Sidewalk Permits. Includes relevant details such as issue date, location, council district, expiration date, description of work, square footage, valuation, and units.","City of Austin Planning & Development Review","Yes","Yes"," ","The City of Austin has started publishing all of its construction permit data to its open data portal. The data is updated daily and includes permits dating back to the 1970s.","Yes","Yes","Jennifer Noinaj","Ben Franklin","100"
"5803bf14-0c56-4f22-8f6c-8b5199dbe8a9","us-city","2017-08-16T17:29:21","2017","vegas","lobbyist","Yes","Yes","Yes","Yes","Yes","No","Yes",,"Yes","https://www.leg.state.nv.us/Lobbyist/79th2017/Report/LobbyistsReport",,"https://opendata.lasvegasnevada.gov",,,"Nevada Legislature","Yes","Yes"," ","The data is available on the Nevada Legislature site, but is not in any sort of format that would be usable programmatically. It is now downloadable in bulk.
","Yes","No","Nevadaas Vegas L","Ben Franklin","85"
"7ac2a848-7bf4-433d-848a-bb2268723596","us-city","2017-12-26T18:45:37","2017","vegas","transit","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Yes","https://www.rtcsnv.com/transit/rtc-transit-services/rtc-transit-developer-information/","CSV",,,,"Regional Transportation Commission of Southern Nevada ","Yes","Yes"," ","Regional Transportation Commission of Southern Nevada (RTC) makes transit data available in Google Transit Data Feed format. RTC bus stop and bus route GIS data are also available as shapefiles or in KMZ format on their [developer page].

[developer page]: (https://www.rtcsnv.com/transit/rtc-transit-services/rtc-transit-developer-information/)

https://www.rtcsnv.com/about-the-rtc/legal-notices-title-vi/#restrictions for openly licensed information.","Yes","No","anonymous","Ben Franklin","70"
"d8106142-775d-487b-add6-d1fec05fca41","us-city","2017-12-28T15:42:15","2017","vegas","zoning","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Yes","https://opendata.lasvegasnevada.gov/Planning/Zoning/caq6-4pin","text, html, visual, json, soap, api","https://www.socrata.com/terms-of-service/",,"https://opendata.lasvegasnevada.gov/Public-Safety/Service-Requests/ixm8-ujty","City of Las Vegas Information Technology","Yes","Yes"," ","Code for Vegas brigade requested this data from the City of Las Vegas Information Technology department.  Data may not be up to date without an additional requests.

URL of data online is updated annually by the city of Las Vegas.","Yes","Yes","Nichole Mali","Ben Franklin","100"
