Completion time,Business name,"Doing Business As (DBA), if applicable [optional]",Business primary website,Business primary contact email address,Business primary phone number [optional],Business primary street address,Business city,Business state abbreviation ,Business zipcode,Business country,"If the primary business address does not comport to the format for #6-10, please type the address in the box below:",Does the business collect the personal information of minors?,Does the business collect consumers' precise geolocation?,Does the business collect consumers' reproductive health care data?,"Paste a link to a page on the business's website that contains details on how consumers may exercise their privacy rights by doing all of the following: 

Deleting personal information
Correcting ...",Is the business or any of it's subsidiaries regulated by the federal Fair Credit Reporting Act (FCRA)?,"If the business answered yes to #16, explain below to what extent the business or any of it's subsidiaries are regulated by FCRA:",Is the business or any of its subsidiaries regulated by the Gramm-Leach-Bliley Act and implemented regulations (GLBA)?,"If the business answered yes to #18, explain below to what extent the business or any of it's subsidiaries are regulated by GLBA:",Is the business or any of its subsidiaries regulated by the Insurance Information and Privacy Protection Act (IIPA)?,"If the business answered yes to #20, explain below to what extent the business or any of it's subsidiaries are regulated by IIPPA:",Is the business or any of its subsidiaries regulated by the Confidentiality of Medical Information Act (CMIA)?,"If the business answered yes to #22, explain below to what extent the business or any of it's subsidiaries are regulated by CMIA:","Is the business or any of its subsidiaries regulated by the privacy, security, and breach notification rules established pursuant to the Health Insurance Portability and Accountability Act (HIPAA)?","If the business answered yes to #24, explain below to what extent the business or any of it's subsidiaries are regulated by HIPAA:",Any additional information or explanation concerning the business's data collection practices the business would like to provide?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/11/24 14:36:09,"Civis Analytics, Inc.",,https://www.civisanalytics.com,dataprotection@civisanalytics.com,,"200 W Monroe Street, Suite 2200 ",Chicago,IL,60606,USA,,No,Yes,No,https://www.civisanalytics.com/privacy-policy/supplemental-privacy-notice/,No,,No,,No,,No,,No,,"A California consumer or their authorized representative may submit a request to Civis to exercise their rights regarding their personal information by completing the Civis Data Subject Request Form or by calling 877-788-5865. Where contacting us by phone, please provide the following information for the consumer: full name, mailing address, email address, telephone number, and type of rights request(s) being made. If this information is not provided, we may request additional information or confirmation, except where such verification is not permitted.

If a consumer has elected to use an authorized representative, the authorized representative must submit proof of their agency relationship in the form of a valid power of attorney in compliance with their agent’s state law or reliable evidence of signed permission to act on the consumer’s behalf. For the security of personal information, we will verify the consumer’s identity directly with them prior to processing a request submitted by an authorized representative and we will only share the consumer’s personal information with the consumer directly.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/24 5:52:02,"Hunter Web Services, Inc.",,https://www.hunter.io,matt@hunter.io,,2810 N Church St #50754,Wilmington,DW,19802-4447,USA,,No,No,No,https://hunter.io/privacy-policy,No,,No,,No,,No,,No,,"Hunter collects publicly available professional contact information from the internet and collates the information for the benefit of its users. Hunter does not rely on third-party data.

This means that all the data we share is already publicly available, and in addition, we share the sources in which we have found the email addresses available on the web. We provide information in our privacy policy to disable Hunter's robot if anyone does not wish for their website to be crawled. Additionally, if someone does not wish to be listed in Hunter they can inform us using our claim feature, and their data is immediately deleted.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/24 9:48:36,"Outlogic, LLC",,https://www.outlogic.io,privacy@outlogic.io ,,"6525 The Corners Parkway NW, Suite 520",Peachtree Corners,GA,30092,USA,,No,Yes,No,https://outlogic.io/privacy-policy/,No,,No,,No,,No,,No,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/24 11:05:17,Deloitte Consulting LLP,,https://www.deloitte.com,usprivacyquestions@deloitte.com,,200 Berkeley Street,Boston,MA,02116,USA,,No,No,No,https://www2.deloitte.com/us/en/footerlinks1/predictrisk-privacy-notice.html,No,,No,,No,,No,,Yes,Deloitte Consulting LLP may perform services as a Business Associate of a Covered Entity,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/24 11:18:00,Adstra LLC,,https://www.adstradata.com,privacy.officer@adstradata.com,609-580-2800,"750 College Road East, Suite 201",Princeton,NJ,08540,USA,,No,No,No,https://adstradata.com/privacy-policy/,No,,No,,No,,No,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/24 11:24:08,Belardi Wong,,https://www.belardiwong.com,privacy.officer@belardiwong.com,212-924-1300,"750 College Road East, Suite 201",Princeton,NJ,08540,USA,,No,No,No,https://belardiwong.com/privacy-policy/,No,,No,,No,,No,,No,,No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/13/24 4:06:04,Salutary Data LLC.,,https://www.salutarydata.com,info@salutarydata.com,,29 Locust Avenue,Lexington,MA,02421,USA,,No,No,No,https://salutarydata.com/privacy-opt-out-and-disclosure-form/,No,,No,,No,,No,,No,,"Salutary Data is an aggregator of information largely pertaining to people's business persona; their business card like profile and other publicly available info.  We do not collect such personal or consumer information such as a person's residential address, their date of birth, or social security number.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/15/24 3:59:43,Emailmovers Ltd,Emailmovers,https://www.emailmovers.com,compliance+ccpa@emailmovers.com,+44(0)1723 800030,"Suite 4, William Street Business Center 7A Lower Clark Street",Scarborough,UK,YO12 7PP,United Kingdom,,No,No,No,https://emailmovers.com/privacy-policy-emailmovers/,No,,No,,No,,No,,No,,"Emailmovers Ltd provides Non-HR business data that we get from a number of sources; a) Our research team sources information from publicly available information, b) Users provide data about themselves or other companies & people, c) We license data from other data providers. Our data is not considered sensitive or protected by HIPPA / FCRA.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/15/24 12:32:22,Diablo Media,,https://www.diablomedia.com,data@diablomedia.com,,3001 Brighton Blvd #769,Denver,CO,80216,USA,,No,No,No,https://www.everydayresources.com/privacy/ccpa,No,,No,,No,,No,,No,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/15/24 14:54:03,"Slashdot Media, LLC",Slashdot Media,https://www.slashdotmedia.com,roger.abbott@slashdotmedia.com,858-583-1700,225 Broadway Suite 1600,San Diego,CA,92112,USA,,No,No,No,privacy@slashdotmedia.com,No,,No,,No,,No,,No,,we only deal in B2B data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/16/24 1:12:07,Leadspace Inc,Leadspace,https://www.leadspace.com,compliance_privacy@leadspace.com ,+1855-532-3772,122 Grand Street ,New York,NY,10013,USA,,No,No,No,https://www.leadspace.com/do-not-sell-form/,No,,No,,No,,No,,No,,"Leadspace helps companies take back control of their marketing and sales data with its leading intelligent B2B Customer Data Platform. It provides with advanced tools for enriching and updating customers’ data with rich and open B2B data graph in the industry. Next, it leverages AI to unlock the insights and opportunities in customers’ data. Then, it helps activating the enhanced data, in real-time, across sales and marketing systems. Leadspace’s services enable effective and high-performing inbound, outbound, and ABM efforts that drive revenue. 

Leadspace does not process sensitive personal data. Leadspace's services do not include any processing of data related to consumer behavior, data covered by specific US legislation such as social security numbers, health related data, education related data, personal information related to children, credit reports, other financial data and government issued IDs. Furthermore, Leadspace's services do not process any ""special categories of data"", as this term is defined by Regulation (EU) 2016/679 (""GDPR""). ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/16/24 7:45:59,"MadHive, Inc.",,https://www.madhive.com,privacy@madhive.com,,"225 Broadway, 11th Fl",New York,NY,10007,USA,,No,No,No,https://madhive.com,No,,No,,No,,No,,No,,No additional information to provide.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/16/24 8:44:43,"All Global Resources, LLC",,https://www.agrgroupinc.com,lzepeda@agrgroupinc.com,,"2925 N. Green Valley Parkway, Suite C",Henderson,NV,89014,USA,,No,No,No,https://www.agrgroupinc.com,No,,No,,No,,No,,No,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/16/24 8:51:32,"33Across, Inc.",,https://www.33across.com,privacy@33across.com,,"228 Park Avenue South, PMB 74008",New York,NY,10003,USA,,No,No,No,https://www.33across.com/privacy-policy/ccpa-notice/,No,,No,,No,,No,,No,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/16/24 9:24:34,Claritas LLC.,,https://www.claritas.com,al.gadbut@claritas.com,,"8044 Montgomery Road, Suite 455
",Cincinnati,OH,45236,USA,"Privacy Officer
Claritas, LLC
8044 Montgomery Road, Suite 455
Cincinnati, OH 45236 USA",No,No,No,https://privacyportal.onetrust.com/webform/68582716-6ce4-4f6e-bf08-78371b5f3292/6c7dc52d-0e2b-481f-9256-0755179e3783.html,No,,No,,No,,No,,No,,claritas.com/privacy-legal/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/16/24 10:48:58,"e.Republic, LLC",,https://www.erepublic.com,privacy@erepublic.com,916-932-1300,100 Blue Ravine Road Suite 100,Folsom,CA,95630,USA,,No,No,No,https://erepublic.my.salesforce-sites.com/PrivacyRequest/,No,,No,,No,,No,,No,,"Data is collected when consumers share their information at the time of registering with us through our websites, through telephone calls, and through the review of publicly listed information on government websites.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/16/24 10:50:31,"Buildertrend Solutions, Inc.",,https://www.buildertrend.com,privacy@buildertrend.com,,11818 I Street,Omaha,NE,68137,USA,,No,Yes,No,https://buildertrend.com/privacy-policy/,Yes,The business runs background checks and credit checks (as applicable) on applicants.,No,,No,,No,,Yes,Certain activities of the business' self insured health plan may be regulated by HIPAA.,More information can be found here: buildertrend.com/privacy-policy/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/16/24 11:15:11,"InfoPay, Inc",,https://www.infopay.com,compliance@infopay.com,,"227 Lewis Wharf
",Boston,MA,02110,USA,,No,No,No,https://www.infopay.com/privacy ,Yes,The Data that we provide is regulated by FCRA.,Yes,InfoTracer Business is regulated by GLBA.,No,,No,,No,,Kindly refer to our privacy policy for the most recent information on our data collection practices: www.infopay.com/privacy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/16/24 12:34:48,Equimine,PropStream,https://www.propstream.com,privacyinquiry@propstream.com,(877) 204-9040,26457 Rancho Parkway South,Lake Forest,CA,92630,USA,,No,No,No,https://www.propstream.com/privacy-request-form,No,,No,,No,,No,,No,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/16/24 14:31:29,Market Force Corporation,MarketForce,https://www.marketforcecorp.com,maejames@marketforcecorp.com,402-921-0178,5248 Abelia Drive,Orlando,FL,32819,USA,,No,No,No,https://marketforcecorp.com/privacy-policy/,No,,No,,No,,Yes,,No,,"Market Force Corporation receives and uses data from internal and external self-reported sources.  These include public county and government sources and data suppliers.  MFC does not utilize unauthorized 3rd party data sources.  MarketForce collects new business data including business contact information such as name, title, address, phone number, fax number, email address, domain names and trade associations for the purpose of data marketing, marketing services and analysis.  This data allows MarketForce to deliver products and services that assist our customers in making critical commercial decisions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/16/24 14:34:43,"Intalytics, Inc.",Kalibrate,https://www.intalytics.com,privacy@kalibrate.com,,"38695 Seven Mile Rd, Suite 105",Livonia,MI,48152,USA,,No,No,No,https://kalibrate.com/data-subject-access-request-form/,No,,No,,No,,No,,Yes,Only as applicable to a business associate of covered entity clients.,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/16/24 14:42:45,"eSite Analytics, Inc. ",Kalibrate,https://www.esiteanalytics.com,privacy@kalibrate.com,,"528 Johnnie Dodds Blvd, Ste 201",Mt Pleasant,SC,29464,USA,,No,No,No,https://kalibrate.com/data-subject-access-request-form/,No,,No,,No,,No,,Yes,Only as applicable to a business associate of covered entity clients.,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/16/24 15:24:43,VRTCAL Markets Inc.,,https://www.vrtcal.com,privacy@vrtcal.com,,"104 W Anapamu St, Suite F",Santa Barbara,CA,93101,USA,,Yes,Yes,No,https://www.vrtcal.com/wp-content/uploads/2022/09/PrivacyPolicy-Advertising.pdf,No,,No,,No,,No,,No,,"VRTCAL Markets is a Service Provider to publishers (mobile apps, mobile websites) acting as an intermediary to deliver digital advertisement. VRTCAL does not interact directly with the consumer and does not store PI of consumer.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/16/24 16:15:47,MediaWallah Inc,,https://mediawallah.com,nancy@mediawallah.com,,"100 Park Ave, 16th Floor",New York,NY,10017,USA,,No,No,No,https://mediawallah.com/privacy-policy/,No,,No,,No,,No,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/16/24 16:24:21,"Pipl, Inc.",Pipl,https://www.pipl.com,legal@pipl.com,,"510 S. Clearwater Loop, Suite 100
",Post Falls,ID,83854,USA,,No,No,No,https://pipl.com/resources/privacy-documents/privacy-policy#exercise8,No,,No,,No,,No,,No,,"Pipl operates as an cyber security & identity resolution engine, so we collect multiple pieces of already publicly available personal information.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/16/24 21:17:22,Share Local Media,,https://www.sharelocalmedia.com,legal@sharelocalmedia.com,,"44 Wall Street, 23rd Floor",New York,NY,10005,USA,,No,No,No,https://privacy.sharelocalmedia.com/,No,,No,,No,,No,,No,,"Share Local Media (SLM) is a full-service direct mail agency focused exclusively on e-commerce. SLM acts as “service provider” (as defined by the CCPA) in connection with the provision of most of its services to customers. However, certain customer-enabled features of the services could involve sharing personal data in a manner that could be deemed a “sale” under the CCPA. For more information about our data collection and privacy practices, please visit our Privacy Policy at www.mrss.com/privacy-policy/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/17/24 6:47:00,"Grassroots Analytics, Inc.",,https://www.grassrootsanalytics.com,compliance@grassrootsanalytics.com,(202) 240-2456,806 7th St. NW Suite 300,Washington,DC,20001,USA,,Yes,No,No,https://www.grassrootsanalytics.com/ccpa,No,,No,,No,,No,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/17/24 8:11:10,"TrueData Solutions, Inc.",,https://www.truedata.co,compliance@truedata.co,,"1 E Erie St, Suite 525-4083",Chicago,IL,60611,USA,,No,Yes,No,https://www.truedata.co/home/privacy-policy/,No,,No,,No,,No,,No,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/17/24 9:51:11,Kyber Health Data LLC,,https://www.cowen.com,kyberCCPA@cowen.com,,599 Lexington Ave.,New York,NY,10022,USA,,No,No,No,https://privacyportal.onetrust.com/webform/139f30ef-9567-4822-aa5d-28145f60165c/364500bc-4645-46a9-a795-d99ddc641cdc,No,,No,,No,,No,,No,,Kyber's data subject to the CCPA is limited to certain business records for individual providers and pharmacists operating in California.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/17/24 10:07:15,"IQVIA, Inc. ",,https://www.iqvia.com,privacyofficer@iqvia.com,,2400 Ellis Rd.,Durham,NC,27703,USA,,No,Yes,Yes,https://www.iqvia.com/about-us/privacy/ccpa/do-not-sell,Yes,Some of the personal information that IQVIA processes in an employment context may be subject to the FCRA. ,No,,No,,Yes,IQVIA is subject to the CMIA for some parts its business.,Yes,IQVIA is subject to HIPAA for some parts of its business (primarily in its role as a business associate).,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/17/24 10:50:14,"Ekata, Inc.",,https://ekata.com,privacysupport@ekata.com,,"1201 2nd Avenue, Suite 3600",Seattle,WA,98101,USA,,No,No,No,https://ekata.com/privacy-policy,No,,No,,No,,No,,No,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/17/24 12:21:54,Institutional Shareholder Services Inc.,,https://www.issgovernance.com,dataprotectionofficer@issgovernance.com,,"702 King Farm Boulevard, Suite 300 ",Rockville,MD,20850,USA,,No,No,No,https://www.issgovernance.com/privacy-legal/ccpa/  ,No,,No,,No,,No,,No,,No additional information. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/17/24 13:52:58,"NC Ventures, LLC",NCS or NCSolutions,https://www.ncsolutions.com,ncs.privacy@ncsolutions.com,,"675 Avenue of the Americas, 3rd Floor",New York,NY,10010,USA,,No,No,No,https://ncsolutions.com/services-privacy-statement/,No,,No,,No,,No,,No,,No additional information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/17/24 14:57:29,"JMR Media Consulting, lnc.",,https://www.jmr-media.com,privacy@jmr-media.com,,8212 NW 120th Way,Parkland,FL,33076,USA,,No,No,No,https://jmr-media.com/do-not-sell-my-personal,No,,No,,No,,No,,No,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/17/24 15:07:23,"Nativo, Inc.",,https://www.nativo.com,privacy@nativo.com,,"222 Pacific Coast Highway, Floor 10",El Segundo,CA,90245,USA,,No,No,No,https://www.nativo.com/interest-based-ads#your-rights,No,,No,,No,,No,,No,,"Nativo offers segments for cross-context behavioral advertising that are based on non-sensitive health-related information or interests (e.g., diet, fitness, cold, or allergies).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/17/24 18:10:36,"Windfall Data, Inc.",,https://www.windfall.com,privacy@windfalldata.com,,595 Pacific Ave Fl 4,San Francisco,CA,94133,USA,,No,No,No,https://www.windfall.com/do-not-sell-my-info,No,,No,,No,,No,,No,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/17/24 21:07:29,"Tandem Marketing, LLC",,https://www.fhamortgagefinder.com,info@tandemmarketingnv.com,,1550 W Horizon Ridge Pkwy R Suite #R 610,Henderson,NV,89012,USA,,No,No,No,https://www.fhamortgagefinder.com/CCPArequest.php,No,,No,,No,,No,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/18/24 6:37:26,"Marketing Partner Services, LLC","Site Impact, Inc",https://www.siteimpact.com,dataprivacy@siteimpact.com,,"6119 Lyons Road
",Coconut Creek,FL,33073,USA,,No,No,No,https://siteimpact.com/privacypolicy.php,No,,No,,No,,No,,No,"
",Not at this time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/18/24 7:41:03,Nexsales Corporation,,https://www.nexsales.com,privacy@nexsales.com,4088313801,"20660 Stevens creek blvd., #129
",Cupertino,CA,95014,USA,,No,No,No,https://nexsales.com/privacy-policy.html,No,,No,,No,,No,,No,,"The categories of Personal Data that we collect, and process are as follows: Demographic &  Identity Data (e.g., name, organization, title, business email address, contact number and address).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/18/24 8:15:37,"Enigma Technologies, Inc.",,https://www.enigma.com,privacy@enigma.com,,"217 Centre Street, Suite 124",New York,NY,10013,USA,,No,No,No,https://www.enigma.com/privacy-policy,No,,No,,No,,No,,No,,See www.enigma.com/privacy-policy for more information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/18/24 8:25:04,FIRST ORION CORP,,https://www.firstorion.com,jglasgow@firstorion.com,,"520 Main Street, Suite 400, North",Little Rock,AR,72114,USA,,No,No,No,https://privacy.firstorion.com/,No,,No,,No,,No,,No,,"Products and services include various features and functionality to tell who is calling and why, identify and block likely scammers, do reverse number lookups, file complaints, report call violations to the proper authorities, and provide enhanced information that can be displayed on your device. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/18/24 8:30:41,"Frontier Financial Group, Inc.",New Frontier Data,https://www.newfrontierdata.com,mpratschler@newfrontierdata.com,,"5614 Connecticut Avenue NW., #331 
","Washington, DC",DC,20015,USA,,No,Yes,No,https://newfrontierdata.com/privacy-policy/,No,,No,,No,,Yes,"One of the wholly-owned subsidiaries obtains raw data on health-related issues that, at the time it is obtained, may be individually identifiable. It is then aggregated and anonymized. ",Yes,"One of the wholly-owned subsidiaries obtains raw data on health-related issues that, at the time it is obtained, may be individually identifiable. It is then aggregated and anonymized. ",Our data sources are primarily clients providing us with their customer data for analytics rather than us collecting information on our own customers and clients. All data collected is immediately anonymized and aggregated.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/18/24 9:57:01,"AutoWeb, Inc. ",,https://www.autoweb.com,autolegal@autoweb.com,,1820 Bonanza Street,Walnut Creek,CA,94596,USA,,No,Yes,No,https://www.autoweb.com/privacy-policy.html,Yes,,No,,No,,No,,No,,"AutoWeb, Inc. processes information about California consumers in accordance with
AutoWeb’s Privacy Policy: www.autoweb.com/privacy-policy.html.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/18/24 10:13:22,"RecruitBot, Inc.",,https://www.recruitbot.com,ccpa@recruitbot.com,,2030 Vallejo St #205,San Francisco,CA,94123,USA,,No,No,No,https://www.recruitbot.com/privacy,No,,No,,No,,No,,No,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
