Data broker name:,"Doing Business As (DBA), if applicable:",Data broker primary website:,Data broker primary contact email address:,Data broker primary phone number: [optional],Data broker primary street address:,Data broker city:,Data broker state:,Data broker zip code:,Data broker country:,Data broker's primary website that contains details on how consumers can exercise their CA Consumer Privacy rights:,Data broker collects personal information of minors:,Data broker collects consumers’ account logins or numbers with security codes that grant access to third‑party accounts,Data broker collects consumers’ government‑issued identification numbers used to verify an individual’s identity,"Data broker collects consumers' citizenship data, including immigration status",Data broker collects consumers' union membership status,Data broker collects consumers' sexual orientation status,Data broker collects consumers' gender identity and gender expression data,Data broker collects consumers' biometric data,Data broker collects consumers' precise geolocation,Data broker collects consumers’ reproductive health care data:,"Data broker collects consumers’ names, birth dates, ZIP codes, emails, phone numbers, mobile ad IDs, CTV IDs, or vehicle IDs","If you answered ‘no’ to all above, list one to three common types of personal information you collect",Data broker shared or sold consumers' data to a foreign actor in the past year,Data broker shared or sold consumers' data to the federal government in the past year,Data broker shared or sold consumers' data to other state governments in the past year,"Data broker shared or sold consumers’ data to law enforcement in the past year, except when required by subpoena or court order",Data broker shared or sold consumers’ data to a developer of a GenAI system or model in the past year,The data broker or any of its subsidiaries is regulated by the federal Fair Credit Reporting Act,"If the data broker or its subsidiaries are regulated by the FCRA, describe the types of personal information covered","If the data broker or its subsidiaries are regulated by the FCRA, describe the specific products or services covered","If the data broker or its subsidiaries are regulated by the FCRA, describe the percentage of data activities covered",The data broker or any of its subsidiaries is regulated by the Gramm‑Leach‑Bliley Act (GLBA) and implementing regulations,"If the data broker or its subsidiaries are regulated by the GLBA, describe the types of personal information covered","If the data broker or its subsidiaries are regulated by the GLBA, describe the specific products or services covered","If the data broker or its subsidiaries are regulated by the GLBA, describe the percentage of data activities covered",The data broker or any of its subsidiaries is regulated by the California Insurance Information and Privacy Protection Act (IIPPA),"If the data broker or its subsidiaries are regulated by the IIPPA, describe the types of personal information covered","If the data broker or its subsidiaries are regulated by the IIPPA, describe the specific products or services covered","If the data broker or its subsidiaries are regulated by the IIPPA, describe the percentage of data activities covered",The data broker or any of its subsidiaries is regulated by the California Confidentiality of Medical Information Act (CMIA),"If the data broker or its subsidiaries are regulated by the CMIA, describe the types of personal information covered","If the data broker or its subsidiaries are regulated by the CMIA, describe the specific products or services covered","If the data broker or its subsidiaries are regulated by the CMIA, describe the percentage of data activities covered","The data broker or its subsidiaries are regulated by the HIPAA privacy, security, and breach‑notification rules","If the data broker or its subsidiaries are regulated by HIPAA, describe the types of personal information covered","If the data broker or its subsidiaries are regulated by HIPAA, describe the specific products or services covered","If the data broker or its subsidiaries are regulated by HIPAA, describe the percentage of data activities covered",Requests to delete - Total requests received,Requests to delete - Total requests received - Complied in whole,Requests to delete - Total requests received - Complied in part,Requests to delete - Total requests received - Denied,Requests to delete - The number of days to respond substantively to a request to delete in 2024 - Mean,Requests to delete - The number of days to respond substantively to a request to delete in 2024 - Median,Requests to know what personal information is being collected - Total requests received,Requests to know what personal information is being collected - Total requests received - Complied in whole,Requests to know what personal information is being collected - Total requests received - Complied in part,Requests to know what personal information is being collected - Total requests received - Denied,Requests to know what personal information is being collected - The number of days to respond substantively to a request to know in 2024 - Mean,Requests to know what personal information is being collected - The number of days to respond substantively to a request to know in 2024 - Median,Requests to know what personal information is sold or shared - Total requests received,Requests to know what personal information is sold or shared - Total requests received - Complied in whole,Requests to know what personal information is sold or shared - Total requests received - Complied in part,Requests to know what personal information is sold or shared - Total requests received - Denied,Requests to know what personal information is sold or shared - The number of days to respond substantively to a request to know what personal information is sold or shared in 2024 - Mean,Requests to know what personal information is sold or shared - The number of days to respond substantively to a request to know what personal information is sold or shared in 2024 - Median,Requests to opt out of sale or sharing - Total requests received,Requests to opt out of sale or sharing - Total requests received - Complied in whole,Requests to opt out of sale or sharing - Total requests received - Complied in part,Requests to opt out of sale or sharing - Total requests received - Denied,Requests to opt out of sale or sharing - The number of days to respond substantively to a request to know in 2024 - Mean,Requests to opt out of sale or sharing - The number of days to respond substantively to a request to know in 2024 - Median,Requests to limit the use and disclosure of sensitive personal information - Total requests received,Requests to limit the use and disclosure of sensitive personal information - Total requests received - Complied in whole,Requests to limit the use and disclosure of sensitive personal information - Total requests received - Complied in part,Requests to limit the use and disclosure of sensitive personal information - Total requests received - Denied,Requests to limit the use and disclosure of sensitive personal information - The number of days to respond substantively to a request to know in 2024 - Mean,Requests to limit the use and disclosure of sensitive personal information - The number of days to respond substantively to a request to know in 2024 - Median,Additional Context or Comments:  [optional]
"Bombora, Inc.",,www.Bombora.com,legal@bombora.com,(646) 759 890,102 Madison Avenue 5th Floor,New York,NY,10016,UNITED STATES,https://www.bombora.com,No,No,No,No,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,,,,No,,,,No,,,,No,,,,No,,,,32,32,0,0,21,32,6,6,0,0,21,32,6,6,0,0,21,32,48,48,0,0,21,32,0,0,0,0,0,0,
"Bridg, a division of Cardlytics, Inc.",,www.bridg.com,legalnotices@cardlytics.com,(888) 798-5802,"675 Ponce de Leon Avenue, Suite 4100",Atlanta,GA,30308,UNITED STATES,https://www.bridg.com/privacy-policy,No,No,No,No,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,,,,No,,,,No,,,,No,,,,No,,,,343121,343121,0,0,4,4,204,204,0,0,4,4,204,204,0,0,4,4,343150,343150,0,0,4,4,0,0,0,0,0,0,
"Brooks Integrated Marketing, LLC",,www.brooksim.com,privacy@brooksim.com,8005312601,3333 Renaissance Blvd.#224,Bonita Springs,Florida,34134,UNITED STATES,https://www.brooksim.com/privacy-policy,No,No,No,No,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,,,,No,,,,No,,,,No,,,,No,,,,68593,68593,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Buildertrend Solutions, Inc.",,https://buildertrend.com; https://toolbeltdata.com,legal@buildertrend.com,4029999528,11818 I St,Omaha,NE,68137,UNITED STATES,https://buildertrend.com/privacy-notice/,No,No,No,No,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,,,,No,,,,No,,,,No,,,,No,,,,16,16,0,0,36,35,6,6,0,0,24,24,6,6,0,0,24,24,14,14,0,0,28,34,0,0,0,0,0,0,
Bushwick Growbots LLC,,growbots.com,operations@growbots.com,502040733,251 Little Falls Drive,Wilmington,DE,19808,UNITED STATES,growbots.com,No,No,No,No,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,,,,No,,,,No,,,,No,,,,No,,,,455,455,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,455,455,0,0,4,0,0,0,0,0,0,0,
"Buxton Company, LLC",,www.buxtonco.com,consumerprivacy@buxtonco.com,8173323681,2651 S Polaris Drive,Fort Worth,TX,76137,UNITED STATES,https://www.buxtonco.com/privacy,No,No,Yes,No,No,No,No,No,Yes,No,Yes,,No,No,No,No,No,No,,,,No,,,,No,,,,No,,,,Yes,"Name, Address, Phone",List rental and look a like profiling,Less than 25%,3,2,0,1,9,21,2,1,0,1,28,28,2,2,0,0,28,28,2,2,0,0,19,19,0,0,0,0,0,0,
Buyerlink Inc.,,www.buyerlink.co,legal@buyerlink.com,925-983-3400,1820 Bonanza St.,Walnut Creek,CA,94596,UNITED STATES,www.buyerlink.co,No,No,No,No,No,No,No,No,Yes,No,Yes,,No,No,No,No,No,Yes,"Buyerlink activities subject to the Fair Credit Reporting Act are limited to employment related background screening. As part of this process Buyerlink may collect and process identifying information such as name, date of birth, contact details and government identifiers. Buyerlink may also collect credit history, employment history, criminal background information and education verification solely for employment screening purposes.","Buyerlink's collection and use of this data are solely for employment screening purposes in compliance with the FCRA and other applicable laws. Buyerlink does not sell, share, or distribute this information for purposes beyond legally authorized employment-related background checks.",Less than 1% of our total data collection and sales are subject to FCRA regulation.,No,,,,No,,,,No,,,,No,,,,28,17,0,11,43,45,3,1,0,2,7,7,0,0,0,0,0,0,191,22,0,169,13,7,1,1,0,0,5,5,"In 2024, all Data Subject Access Requests (DSARs) submitted to Buyerlink were carefully reviewed in accordance with the CCPA and CPRA. Requests were denied only in limited circumstances, including when no responsive personal data was identified, when the request did not pertain to privacy rights under applicable law, or when the requester’s identity could not be verified (for example, due to an unconfirmed email address or phone number). To ensure proper handling, Buyerlink sought clarification from requesters when submissions were unclear, permitted authorized agents to submit requests upon receipt of valid proof of authorization through the DSAR form, and verified each requester’s identity via email or text message. Relevant systems were reviewed for responsive data in each case, and denials were issued only after these steps confirmed either the absence of matching data or an unverifiable identity."
"BuyersRoad, Inc",Experience.com,experience.com,privacy@experience.com,8887016388,"2010 Crow Canyon Place, Suite 100",San Ramon,CA,94583,UNITED STATES,https://www.experience.com/privacy-notice,No,No,No,No,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,,,,No,,,,No,,,,No,,,,No,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
BV Insights LLC,,www.big-village.com,jp.sardi@brightmountainmedia.com,646-516-6824,"6400 Congress Avenue, Suite 2050",Boca Raton,FL,33487,UNITED STATES,https://big-village.com/privacy-policy/,Yes,No,No,No,No,No,No,No,No,No,Yes,,No,No,No,No,Yes,No,,,,No,,,,No,,,,No,,,,Yes,Medical information about consumers,Sometimes clients provide us with medical information about consumers so that we can survey those consumers,This is a low percentage of the data we process,31,31,0,0,21,40,4,4,0,0,18,16,4,4,0,0,18,16,26,26,0,0,23,41,0,0,0,0,0,0,"Additional information about our responses to consumer requests (to opt-out, delete, etc.) is available in footnotes to the table published on this topic in our privacy policy. Please see those footnotes for information about requests submitted to us which did not have enough information for us to process them.

The information we submitted in this registration form was provided to the best of our knowledge and belief."
Cadent LLC,,www.cadent.tv,privacy@Cadent.tv,2127961960,1675 Broadway 22nd Floor,New York,NY,10019,UNITED STATES,www.cadent.tv,No,No,No,No,No,No,No,No,Yes,No,Yes,,No,No,No,No,No,No,,,,No,,,,No,,,,No,,,,No,,,,56,56,0,0,20,25,18,18,0,0,20,25,178,178,0,0,25,20,52,52,0,0,20,25,0,0,0,0,0,0,
Captify Technologies,,captifytechnologies.com,legal-captify@verve.com,2078 126330,5 Langley Street,London,N-A,WC2H 9JA,UNITED KINGDOM,https://www.captifytechnologies.com/data-subject-rights-request/,No,No,No,No,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,,,,No,,,,No,,,,No,,,,No,,,,3,0,3,0,4,5,2,1,1,0,4,4,0,0,0,0,0,0,1,1,0,0,24,24,0,0,0,0,0,0,
Carry Technologies Inc.,Hightouch,hightouch.com,legal@hightouch.com,332203819,2261 Market Street #5225,San Francisco,CA,94114,UNITED STATES,preferences.hightouch.com; https://hightouch.com/privacy-policy,No,Yes,No,No,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,,,,No,,,,No,,,,No,,,,No,,,,45852,45852,0,0,23,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Catalina Marketing Corporation,Catalina Marketing,www.catalina.com,privacyteam@catalina.com,7275795000,200 Carillion Parkway,Saint Petersburg,Florida,33716,UNITED STATES,www.catalina.com,No,No,No,No,No,No,No,No,Yes,No,Yes,,No,No,No,No,No,No,,,,No,,,,No,,,,No,,,,No,,,,140020,140020,0,0,4,3,1,1,0,0,1,1,0,0,0,0,0,0,10,10,0,0,4,4,0,0,0,0,0,0,California consumers may exercise their rights by clicking here: https://privacyportal.onetrust.com/webform/7665c53e-aae8-4a03-9dd3-66fb6bce8f55/1bb0c042-b42f-49cc-8779-0bdf8f2ac522
Catalist LLC,,http://catalist.us,privacy@catalist.us,2029627200,"1310 L St NW, Ste. 500",Washington D.C.,DC,20005,UNITED STATES,catalist.us/privacy-policy,No,No,No,No,No,No,Yes,No,No,No,Yes,,No,No,No,No,No,No,,,,No,,,,No,,,,No,,,,No,,,,198,172,0,26,11,11,11,7,0,4,24,21,11,7,0,4,24,21,198,172,0,26,11,11,0,0,0,0,0,0,
"CB Information Services, Inc.",CB Insights,www.cbinsights.com,legal@cbinsights.com,212-292-3148,"498 7th Ave, 12th Floor",New York City,NY,10018,UNITED STATES,www.cbinsights.com/privacy-policy,No,No,No,No,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,,,,No,,,,No,,,,No,,,,No,,,,3,2,0,1,16,17,0,0,0,0,0,0,0,0,0,0,0,0,21,20,0,1,1,1,0,0,0,0,0,0,
"CDK Global, LLC",CDK,cdkglobal.com,james.kinzer@cdk.com,3122060352,11809 Domain Drive,Austin,TX,78758,UNITED STATES,cdkglobal.com,No,No,Yes,No,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,,,,No,,,,No,,,,No,,,,No,,,,34,0,34,0,42,42,0,0,0,0,0,0,6,0,6,0,12,8,2,0,2,0,6,6,0,0,0,0,0,0,
"Censia, Inc.",Censia,www.censia.com,support@censia.com,5102461192,"447 Sutter Street, Suite 405",San Francisco,California,94108,UNITED STATES,www.censia.com,No,No,No,No,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,,,,No,,,,No,,,,No,,,,No,,,,19529,19529,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"CHECKPEOPLE, LLC",,checkpeople.com,compliance@checkpeople.com,(561) 461-8439,111 N Orange Ave STE 800,Orlando,Florida,32801,UNITED STATES,https://checkpeople.com/privacy-rights,No,No,No,No,No,No,No,No,Yes,No,Yes,,No,No,No,No,No,No,,,,No,,,,No,,,,No,,,,No,,,,0,0,0,0,0,0,20,20,0,0,1,0,20,20,0,0,0,1,248695,244479,0,4216,12,1,0,0,0,0,0,0,
Choreograph LLC,,https://www.choreograph.com,datagovernance@choreograph.com,4156120051,175 Greenwich Street,New York,NY,10007,UNITED STATES,https://www.choreograph.com,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,,No,No,No,No,No,No,,,,No,,,,No,,,,No,,,,No,,,,312,242,0,70,12,12,6,0,2,4,1,1,6,2,0,4,1,1,161,161,0,0,15,15,5,3,0,2,13,13,
"Circana, LLC",,https://www.circana.com,privacy@circana.com,3127261221,"203 N La Salle Dr, Suite 1500",Chicago,IL,60601,UNITED STATES,https://www.circana.com/the-circana-group-global-privacy-policy-and-notice,No,No,No,No,No,No,Yes,No,No,No,Yes,,No,No,No,No,No,No,,,,No,,,,No,,,,No,,,,No,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"On September 30, 2025, Circana, LLC (“Circana”) merged with NC Ventures, LLC (“NC Ventures”). Prior to the merger, NC Ventures maintained a separate data broker registration with the CPPA. This data broker registration is intended to reflect the processing activities of the new Circana entity post-merger."
Cision,Cision,https://www.cision.com,dpo@cision.com,866-639-5087,"300 S Riverside Plaza, Suite 300",Chicago,Illinois,60606,UNITED STATES,https://portals.dporganizer.com/fa778b0e-817f-4c96-b13d-e2b614470033,No,No,No,No,No,No,No,No,No,No,Yes,,Yes,Yes,Yes,No,No,No,,,,No,,,,No,,,,No,,,,No,,,,89,88,0,1,9,9,3,0,0,3,9,9,0,0,0,0,0,0,121,0,121,0,9,9,0,0,0,0,0,0,"Cision collects the Personally Identifiable Information (which may include name, email address) of journalists, influencers and online authors who have made their information publicly available.
We are a media intelligence business, so provide these contact details to PR departments of commercial businesses and other organisations who may wish to provide content by email to these individuals on topics they write about for their readers. 
More information can be found here -https://privacy.cision.com/dataprivacynotice_influencers 

They can enact their privacy rights via
1. The form found here https://portals.dporganizer.com/fa778b0e-817f-4c96-b13d-e2b614470033
2. Emailing Privacy@cision.com
3. Calling toll free on  877-297-8921"
CITYDATA Inc.,CityData.AI,https://citydata.ai,business@citydata.ai,6502040028,548 Market Street,San Francisco,CA,94104,UNITED STATES,https://www.citydata.ai/privacy,No,No,No,No,No,No,No,No,Yes,No,No,"We collected anonymized geolocation data. Each data row consists of (hashed id, latitude, longitude, timestamp)",No,No,No,No,No,No,,,,No,,,,No,,,,No,,,,No,,,,58,58,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Civil Data Research, LLC",searchpublicrecords.com,searchpublicrecords.com,privacyinfo@searchpublicrecords.com,8007192498,"315 Meigs Rd, Ste A292",Santa Barbara,CA,93109,UNITED STATES,https://www.searchpublicrecords.com/help-center/privacy; https://www.searchpublicrecords.com/help-center/privacy-requests,No,No,No,No,No,No,No,Yes,Yes,No,Yes,,No,No,No,No,No,No,,,,No,,,,No,,,,No,,,,No,,,,17117,17012,0,105,4,3,42,40,0,2,7,4,42,40,0,2,7,4,236442,152236,0,84206,4,3,0,0,0,0,0,0,
"Civis Analytics, Inc.",,www.civisanalytics.com,dataprotectionmail@civisanalytics.com,(312) 985-0173,"200 W. Monroe, Suite 2200",Chicago,IL,60606,UNITED STATES,https://www.civisanalytics.com/legal-pages/supplemental-privacy-notice,No,No,No,No,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,,,,No,,,,No,,,,No,,,,No,,,,23773,23773,0,0,30,27,15,15,0,0,9,9,15,15,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,"Civis processes requests to delete, requests to limit the use and disclosure of personal information, and requests to opt out of sales/sharing as deletion requests."
Claritas LLC,Claritas LLC,www.claritas.com,rhonda.rich@claritas.com,888-981-0040,"8044 Montgomery Road, 455",Cincinnati,Ohio,45236,UNITED STATES,www.claritas.com,No,No,No,No,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,,,,No,,,,No,,,,No,,,,No,,,,53,53,0,0,14,14,19,19,0,0,14,14,0,0,0,0,0,0,12822,27,12795,0,14,14,0,0,0,0,0,0,"Please note in the ""Requests to opt out of sale or sharing"" section, the 12795 opt-out requests (for the ""Complied in Part) did not contain sufficient corresponding record information in our database and therefore the requests could not be process."
Clarivate,Clarivate,www.clarivate.com,sheba.vine@clarivate.com,855-258-5858,789 East Eisenhower Parkway,Ann Arbor,MI,48108,UNITED STATES,https://privacyportal.onetrust.com/webform/7636e208-dda4-4218-8026-e1bc155873fc/draft/8651c266-68d4-43a8-b7ca-7bd8398843d6; https://privacyportal.onetrust.com/webform/7636e208-dda4-4218-8026-e1bc155873fc/draft/c3eedb35-4568-4772-87fb-4d8ae17ac233,No,No,No,No,No,No,No,No,No,No,Yes,,Yes,Yes,Yes,No,No,No,,,,No,,,,No,,,,No,,,,No,,,,38,10,0,28,19,16,3,2,0,1,28,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Clay Labs, Inc.",,clay.com,privacy@clay.com,6465350201,"111 W 19 St, 5th floor",New York,New York,10011,UNITED STATES,clay.com,No,Yes,No,No,No,No,No,No,No,No,Yes,,Yes,No,No,No,Yes,No,,,,No,,,,No,,,,No,,,,No,,,,376,367,0,9,32,36,17,13,4,0,1,1,0,0,0,0,0,0,8,8,0,0,27,32,0,0,0,0,0,0,
"ClearCompany, LLC",ClearCo,clearcompany.com,privacy@clearcompany.com,6179383801,"75 Park Street #5008,",Lewiston,ME,04240,UNITED STATES,https://www.clearcompany.com/privacy-policy/,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,,No,No,No,No,No,Yes,ClearCo subsidery All Clear Screening LLC is a background check service.,Background checks,10%,No,,,,No,,,,No,,,,No,,,,16,16,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,3,1,0,0,0,0,0,0,
"Clearview AI, Inc.",,https://www.clearview.ai,legal@clearview.ai,866-637-0257,1321 Upland Dr. #21141,Houston,TX,21141,UNITED STATES,https://www.clearview.ai/privacy-and-requests,No,No,No,No,No,No,No,Yes,No,No,No,publicly available images of persons from the open internet,No,Yes,Yes,Yes,No,No,,,,No,,,,No,,,,No,,,,No,,,,1425,1185,0,240,14,17,1367,1114,0,253,18,18,1367,1114,0,253,18,18,1425,1185,0,240,14,17,1425,1185,0,240,17,14,
Clickagy LLC,Clickagy,Clickagy.com,privacy@clickagy.com,833-737-1973,"330 W Columbia Way, Floor 8",Vancouver,WA,98660,UNITED STATES,https://www.clickagy.com/privacy-center/,No,Yes,No,No,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,,,,No,,,,No,,,,No,,,,No,,,,56,56,0,0,1,2,15,15,0,0,17,14,15,15,0,0,17,14,17,17,0,0,1,1,0,0,0,0,0,0,
"Coast Technology, LLC",,www.coasttechnology.com,info@dealershiptoolkit.com,985-205-1833,5200 LA-22 Ste 20,Mandeville,Louisiana,70471,UNITED STATES,https://coasttechnology.com/; https://coasttechnology.com/privacy-policy/,No,No,No,No,No,No,No,No,Yes,No,Yes,,No,No,No,No,No,No,,,,No,,,,No,,,,No,,,,No,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cognism,Cognism,www.cognism.com,privacy@cognism.com,6503725001,33 Arch Street,Boston,MA,02110,UNITED STATES,www.cognism.com,No,No,No,No,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,,,,No,,,,No,,,,No,,,,No,,,,16153,16153,0,0,9,9,16153,16153,0,0,9,9,16153,16153,0,0,9,9,16153,16153,0,0,9,9,0,0,0,0,0,0,
"Collective Data Solutions, LLC",,collectivedata.io,legal@collectivedata.io,3608607333,"301 Cedar St, Suite 205",Sandpoint,ID,83864,UNITED STATES,collectivedata.io,No,No,No,No,No,No,Yes,No,Yes,No,Yes,,No,No,No,No,No,No,,,,No,,,,No,,,,No,,,,No,,,,1496,1496,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,1496,1496,0,0,6,5,0,0,0,0,0,0,
Command Precision Inc.,Persistent.id,Persistent.id,privacy@persistent.id,(781)552-9594,240 Devonshire Street,Boston,MA,02110,UNITED STATES,https://persistent.id/privacy-policy,No,No,No,No,No,No,No,No,No,No,Yes,,Yes,No,No,No,No,No,,,,No,,,,No,,,,No,,,,No,,,,258,258,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,258,0,0,258,1,1,0,0,0,0,0,0,
"Commerce Signals, Inc.",,www.commercesignals.com,info@commercesignals.com,866-310-8783,555 W Adams St,Chicago,IL,60661,UNITED STATES,www.commercesignals.com,No,No,No,No,No,No,No,No,No,No,No,"Audience products rely on pseudonymized data. Data is associated with a randomized identifier provided by its identity partner (TransUnion), who also helps customers link that identifier to their own data to run advertising campaigns. Commerce Signals has no data available directly to link that identifier to a consumer, such as names, emails, mobile advertising IDs, IP addresses, cookie IDs, or other identifying information. The identity partner provides Commerce Signals these identifiers with a suppression list (including opt outs, deletions received by them), which Commerce Signals applies at multiple stages of its processing as its own opt outs and deletions, respectively.",No,No,No,No,No,No,,,,No,,,,No,,,,No,,,,No,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Commerce Signals does not have any directly identifying data as part of its products and services. It relies on data received from a reputable partners, collected and processed in compliance with applicable laws. Commerce Signal's products and services fall into two categories: a) aggregate measurement and analytics reports that rely on de-identified or non-personal data and b) audience products that rely on pseudonymized data. For the latter, data is associated with a randomized identifier provided by its identity partner (TransUnion), who also helps customers link that identifier to their own data to run advertising campaigns. Commerce Signals has no data available directly to link that identifier to a consumer. The identity partner provides Commerce Signals these identifiers with a suppression list (including opt outs, deletions received by them), which Commerce Signals applies at multiple stages of its processing as its own opt outs and deletions, respectively. For additional information about how we process personal information, please visit: https://www.commercesignals.com/privacy-notice"
"Compact Information Systems, LLC",Deep Sync,https://deepsync.com,privacy.compliance@deepsync.com,8889707248,"6720 108th Avenue NE, Suite 200",Kirkland,Washington,98033-7050,UNITED STATES,https://privacy.deepsync.com; https://deepsync.com/privacy-policy/,No,No,No,No,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,,,,No,,,,No,,,,No,,,,No,,,,279,279,0,0,1,1,30,5,0,25,4,1,30,5,0,25,1,4,267871,260915,0,6956,1,1,268150,261194,0,6956,1,1,
Complete Mailing Lists LLC,Complete Mailing Lists LLC,www.completemailinglists.com,ewoolf@CompleteMailingLists.com,9147713120,190 East Post Rd - 2nd Floor,White Plains,NY,10601,UNITED STATES,https://completemailinglists.com/do-not-sell-my-information,No,No,No,No,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,,,,No,,,,No,,,,No,,,,No,,,,160,160,0,0,17,15,0,0,0,0,0,0,0,0,0,0,0,0,160,160,0,0,17,15,0,0,0,0,0,0,
"Complete Medical Lists, Inc.",,completemedicallists.com,tburnell@completemedicallists.com,6038238042,758 Main St,Franconia,NH,03580,UNITED STATES,https://www.completemedicallists.com/privacy.php; https://www.completemedicallists.com/ccpa.php,No,No,No,No,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,,,,No,,,,No,,,,No,,,,No,,,,164,164,0,0,14,11,11,0,0,11,14,11,11,11,0,0,11,14,164,0,0,164,14,11,0,0,0,0,0,0,
"Comscore, Inc",Comscore Inc,www.comscore.com,privacy@comscore.com,703-438-2000,11950 Democracy Drive,Reston,VA,20190,UNITED STATES,https://www.comscore.com/About/Privacy-Policy,Yes,No,No,No,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,,,,No,,,,No,,,,No,,,,No,,,,255,255,0,0,26,28,53,53,0,0,26,28,53,53,0,0,28,26,44,44,0,0,26,28,9,9,0,0,28,26,
Connatix Native Exchange Inc.,,www.jwx.com,privacy@connatix.com,2122440140,"530 7th Ave., Ste. 1906",New York,NY,10018,UNITED STATES,www.jwx.com; www.connatix.com,No,No,No,No,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,,,,No,,,,No,,,,No,,,,No,,,,6,6,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1733,1733,0,0,1,1,1733,1733,0,0,1,1,
"Connected Investors, LLC",,www.connectedinvestors.com,dataprivacy@connectedinvestors.com,(800) 350-1502,"30005 Ladyface Court, Suite 200",Agoura Hills,CA,91301,UNITED STATES,https://connectedinvestors.com/privacy-policy; https://firstam.service-now.com/x_farf2_dp_request_ci_opt_out.do?sysparm_id=6d6e7e8edb3e3158665f182813961985,No,No,No,No,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,,,,No,,,,No,,,,No,,,,No,,,,24,24,0,0,15,15,2,2,0,0,13,13,0,0,0,0,0,0,2907,2907,0,0,12,29,0,0,0,0,0,0,
"Consumer Canvas, LLC",No,www.consumercanvas.net,privacy@consumercanvas.net,212-240-5403,"200 W Jackson Blvd, Suite 26",Chicago,IL,60606,UNITED STATES,https://www.consumercanvas.net/privacy/,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,,No,No,No,No,No,No,,,,No,,,,No,,,,No,,,,No,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Consumer Canvas provides businesses with access to data that helps them better understand the U.S. consumer and improve their abilities to understand consumers' interests and preferences, primarily so they send ads that are more likely to be of interest to their consumers. Consumer Canvas does not collect its data directly from consumers; instead, it obtains information collected and provided by its data provider partners.   
When Consumer Canvas sells, shares, or discloses personal information, it takes contractual, technical, and organizational measures that are designed to limit the recipients’ use to specific purposes that are consistent with its privacy notice and in accordance with applicable law.
Consumer Canvas empowers and supports the exercise of consumer privacy rights. At any time, consumers can submit privacy requests by visiting: https://submit-irm.trustarc.com/services/validation/f7c5ccce-aaa8-442a-8c67-0ddc1558a5d9 (also available by selecting ""Your Privacy Choices"" in the footer of the website: www.consumercanvas.net)."
