Model,Bio_term,Title,Link,Citations,Year
linear regression,bioinformatics,Multiple linear regression for protein secondary structure prediction,https://onlinelibrary.wiley.com/doi/abs/10.1002/prot.1036,26,2001
linear regression,bioinformatics,Protein linear indices of the 'macromolecular pseudograph α-carbon atom adjacency matrix'in bioinformatics. Part 1: Prediction of protein stability effects of a complete …,https://www.sciencedirect.com/science/article/pii/S0968089605000970,90,2005
linear regression,bioinformatics,EPMLR: sequence-based linear B-cell epitope prediction method using multiple linear regression,https://link.springer.com/article/10.1186/s12859-014-0414-y,58,2014
linear regression,bioinformatics,Prediction and evolutionary information analysis of protein solvent accessibility using multiple linear regression,https://onlinelibrary.wiley.com/doi/abs/10.1002/prot.20620,43,2005
linear regression,bioinformatics,Linear regression–based feature selection for microarray data classification,https://www.inderscienceonline.com/doi/abs/10.1504/IJDMB.2015.066776,24,2015
random forest,biology,Overview of random forest methodology and practical guidance with emphasis on computational biology and bioinformatics,https://wires.onlinelibrary.wiley.com/doi/abs/10.1002/widm.1072,928,2012
random forest,biology,A new approach for interpreting random forest models and its application to the biology of ageing,https://academic.oup.com/bioinformatics/article-abstract/34/14/2449/4866010,63,2018
random forest,biology,Random forest for bioinformatics,https://link.springer.com/chapter/10.1007/978-1-4419-9326-7_11,857,2012
random forest,biology,Data mining in the Life Sciences with Random Forest: a walk in the park or lost in the jungle?,https://academic.oup.com/bib/article-abstract/14/3/315/255469,453,2013
random forest,biology,"Bias in random forest variable importance measures: Illustrations, sources and a solution",https://link.springer.com/article/10.1186/1471-2105-8-25,3738,2007
random forest,biology,Classification in conservation biology: a comparison of five machine-learning methods,https://www.sciencedirect.com/science/article/pii/S157495411000066X,213,2010
random forest,biology,Modeling species distribution and change using random forest,https://link.springer.com/chapter/10.1007/978-1-4419-7390-0_8,451,2010
random forest,biology,Why choose Random Forest to predict rare species distribution with few samples in large undersampled areas? Three Asian crane species models provide …,https://peerj.com/articles/2849/,249,2017
random forest,biology,Neural network and random forest models in protein function prediction,https://ieeexplore.ieee.org/abstract/document/9291483/,26,2020
random forest,biology,A top-down approach to classify enzyme functional classes and sub-classes using random forest,https://link.springer.com/article/10.1186/1687-4153-2012-1,56,2012
random forest,biology,Prediction of protein–RNA binding sites by a random forest method with combined features,https://academic.oup.com/bioinformatics/article-abstract/26/13/1616/201634,175,2010
random forest,biology,Applications of random forest feature selection for fine‐scale genetic population assignment,https://onlinelibrary.wiley.com/doi/abs/10.1111/eva.12524,127,2018
random forest,biology,A new approach based on biology-inspired metaheuristic algorithms in combination with random forest to enhance the flood susceptibility mapping,https://www.sciencedirect.com/science/article/pii/S0301479723015785,1,2023
random forest,biology,Predicting protein–RNA interaction amino acids using random forest based on submodularity subset selection,https://www.sciencedirect.com/science/article/pii/S1476927114001443,32,2014
random forest,biology,Prediction of antimalarial drug-decorated nanoparticle delivery systems with random forest models,https://www.mdpi.com/2079-7737/9/8/198,24,2020
random forest,biology,RFECS: a random-forest based algorithm for enhancer identification from chromatin state,https://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1002968,244,2013
random forest,biology,Deciphering the Routes of invasion of Drosophila suzukii by Means of ABC Random Forest,https://academic.oup.com/mbe/article-abstract/34/4/980/2953204,170,2017
random forest,biology,AFP-Pred: A random forest approach for predicting antifreeze proteins from sequence-derived properties,https://www.sciencedirect.com/science/article/pii/S0022519310005849,274,2011
random forest,biology,"Methods for identifying SNP interactions: a review on variations of Logic Regression, Random Forest and Bayesian logistic regression",https://ieeexplore.ieee.org/abstract/document/5728791/,115,2011
random forest,biology,Using random forest to model the domain applicability of another random forest model,https://pubs.acs.org/doi/abs/10.1021/ci400482e,111,2013
gradient boosted trees,biology,Gradient boosted decision trees reveal nuances of auditory discrimination behavior,https://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1011985,NA,2024
gradient boosted trees,biology,Comprehensive analysis of machine learning models for prediction of sub-clinical mastitis: Deep Learning and Gradient-Boosted Trees outperform other models,https://www.sciencedirect.com/science/article/pii/S0010482519303300,128,2019
gradient boosted trees,biology,Modeling Tick Populations: An Ecological Test Case for Gradient Boosted Trees,https://peercommunityjournal.org/item/10_24072_pcjournal_353/,NA,2023
gradient boosted trees,biology,Inferring gene regulatory networks of metabolic enzymes using gradient boosted trees,https://ieeexplore.ieee.org/abstract/document/8781833/,7,2019
gradient boosted trees,biology,"15-Machine learning, random forests, and boosted regression trees",https://books.google.com/books?hl=en&lr=&id=xt2gDwAAQBAJ&oi=fnd&pg=PA281&dq=%22gradient+boosted+trees%22+%22biology%22&ots=sGLHzH1HSE&sig=j-4wIOLcVZi9QKCCZzUbagEj4wM,18,2019
gradient boosted trees,biology,Quantifying respiration effects on cardiac vibrations using teager energy operator and gradient boosted trees,https://ieeexplore.ieee.org/abstract/document/9871636/,2,2022
gradient boosted trees,biology,Diagnosis of acute myeloid leukaemia on microarray gene expression data using categorical gradient boosted trees,https://www.cell.com/heliyon/pdf/S2405-8440(23)07738-1.pdf,NA,2023
gradient boosted trees,biology,Classification of video traffic: an evaluation of video traffic classification using random forests and gradient boosted trees,https://www.diva-portal.org/smash/record.jsf?pid=diva2:1113514,12,2017
gradient boosted trees,biology,Random Forest and Gradient Boosted Trees for Patient Individualized Contrast Agent Dose Reduction in CT Angiography,https://ebooks.iospress.nl/pdf/doi/10.3233/SHTI230316,NA,2023
gradient boosted trees,biology,Application of gradient boosted trees to gender prediction based on motivations of masters athletes,https://content.iospress.com/articles/model-assisted-statistics-and-applications/mas438,8,2018
gradient boosted trees,biology,Sammon mapping-based gradient boosted trees for tax crime prediction in the city of São Paulo,https://link.springer.com/chapter/10.1007/978-3-030-75418-1_14,3,2020
gradient boosted trees,biology,Building diverse and optimized ensembles of gradient boosted trees for high-dimensional data,https://ieeexplore.ieee.org/abstract/document/7175758/,3,2014
gradient boosted trees,biology,Gradient Boosted Trees on Transcriptomics: Diagnosis of Acute Myeloid Leukaemia,https://pergamos.lib.uoa.gr/uoa/dl/object/2963114/file.pdf,NA,NA
gradient boosted trees,biology,Minimizing artifact-induced false-alarms for seizure detection in wearable EEG devices with gradient-boosted tree classifiers,https://www.nature.com/articles/s41598-024-52551-0,NA,2024
gradient boosted trees,biology,Prediction of Functional Recovery Post-Cardiac Arrest Using an Ensemble of Extreme Gradient-Boosted Trees,https://ieeexplore.ieee.org/abstract/document/10364196/,NA,2023
gradient boosted trees,biology,A Supervised Co-complex Probability Weighting of Yeast Composite Protein Networks using Gradient-boosted Trees for Protein Complex Detection,https://www.atlantis-press.com/proceedings/wctp-23/125998954,NA,2024
gradient boosted trees,biology,Disease-Aware Chest X-Ray Style GAN Image Generation and CatBoost Gradient Boosted Trees.,https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=2158107X&AN=176379039&h=oManYgCxov7GXYZQ2%2BnbcCpB2xkaVxRxLejkfBjBexqHPvpxLSXV3%2BPSCTNrObx8JlBxjj1atdH%2BO%2BIWQV8IrA%3D%3D&crl=c,NA,2024
gradient boosted trees,biology,"Feature selection, redundancy elimination, and gradient boosted trees.",http://proceedings.mlr.press/v3/supplemental/FactSheets_WCCI08_challenge.pdf,NA,2007
gradient boosted trees,biology,Game induced emotion analysis using electroencephalography,https://www.sciencedirect.com/science/article/pii/S0010482522002335,18,2022
gradient boosted trees,biology,Predicting hospital and emergency department utilization among community-dwelling older adults: Statistical and machine learning approaches,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0206662,18,2018
support vector machine,biology,Support vector machine applications in computational biology,https://direct.mit.edu/books/edited-volume/chapter-pdf/2306228/9780262256926_cac.pdf,472,2004
support vector machine,biology,Support vector machines and kernels for computational biology,https://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1000173,802,2008
support vector machine,biology,Construction of precise support vector machine based models for predicting promoter strength,https://onlinelibrary.wiley.com/doi/abs/10.1007/s40484-017-0096-3,31,2017
support vector machine,biology,Bio-support vector machines for computational proteomics,https://academic.oup.com/bioinformatics/article-abstract/20/5/735/213954,110,2004
support vector machine,biology,Support vector machines for prediction of protein subcellular location,https://www.sciencedirect.com/science/article/pii/S1522472401902855,69,2000
support vector machine,biology,Recognition and classification of histones using support vector machine,https://www.liebertpub.com/doi/abs/10.1089/cmb.2006.13.102,151,2006
support vector machine,biology,A novel method of protein secondary structure prediction with high segment overlap measure: support vector machine approach,https://www.sciencedirect.com/science/article/pii/S0022283601945802,731,2001
support vector machine,biology,A review of support vector machines in computational biology,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=9451fd501407126f5df48988a5101ed6fe1e55cf,3,2009
support vector machine,biology,Using functional domain composition and support vector machines for prediction of protein subcellular location,https://www.jbc.org/article/S0021-9258(19)33167-9/abstract,605,2002
support vector machine,biology,Enzyme classification using multiclass support vector machine and feature subset selection,https://www.sciencedirect.com/science/article/pii/S1476927117303298,14,2017
support vector machine,biology,Using pseudo-amino acid composition and support vector machine to predict protein structural class,https://www.sciencedirect.com/science/article/pii/S0022519306002748,212,2006
support vector machine,biology,Support vector machine learning from heterogeneous data: an empirical analysis using protein sequence and structure,https://academic.oup.com/bioinformatics/article-abstract/22/22/2753/197460,148,2006
support vector machine,biology,Remote protein homology detection and fold recognition using two-layer support vector machine classifiers,https://www.sciencedirect.com/science/article/pii/S0010482511001247,32,2011
support vector machine,biology,What is a support vector machine?,https://www.nature.com/articles/nbt1206-1565,4247,2006
support vector machine,biology,Support vector machines for predicting protein structural class,https://link.springer.com/article/10.1186/1471-2105-2-3,230,2001
support vector machine,biology,Prediction of methylated CpGs in DNA sequences using a support vector machine,https://www.sciencedirect.com/science/article/pii/S0014579305008185,148,2005
support vector machine,biology,Support vector machine classification of physical and biological datasets,https://www.worldscientific.com/doi/abs/10.1142/S0129183103004759,80,2003
support vector machine,biology,CWLy-SVM: a support vector machine-based tool for identifying cell wall lytic enzymes,https://www.sciencedirect.com/science/article/pii/S1476927119310710,21,2020
support vector machine,biology,A new pairwise kernel for biological network inference with support vector machines,https://link.springer.com/article/10.1186/1471-2105-8-S10-S8,137,2007
support vector machine,biology,"Support vector machine-based method for subcellular localization of human proteins using amino acid compositions, their order, and similarity search",https://www.jbc.org/article/S0021-9258(20)65955-5/abstract,289,2005
linear regression,biology,Linear regressive analysis using prostate‐specific antigen doubling time for predicting tumor biology and clinical outcome in prostate cancer,https://acsjournals.onlinelibrary.wiley.com/doi/abs/10.1002/1097-0142(19931101)72:9%3C2638::AID-CNCR2820720919%3E3.0.CO;2-N,120,1993
linear regression,biology,"Regression and model-building in conservation biology, biogeography and ecology: the distinction between–and reconciliation of–'predictive'and 'explanatory'models",https://link.springer.com/article/10.1023/A:1008985925162,1159,2000
linear regression,biology,Appropriate use of regression analysis in marine biology,https://link.springer.com/article/10.1007/BF00397062,293,1981
linear regression,biology,Estimating monotonic rates from biological data using local linear regression,https://journals.biologists.com/jeb/article-abstract/220/5/759/18904,52,2017
linear regression,biology,Statistics in biology. Statistical methods for research in the natural sciences.,https://www.cabidigitallibrary.org/doi/full/10.5555/19671607230,2015,1967
linear regression,biology,Systems biology modeling of the radiation sensitivity network: a biomarker discovery platform,https://www.sciencedirect.com/science/article/pii/S036030160900830X,273,2009
linear regression,biology,Statistical methods: applied to experiments in agriculture and biology,http://117.239.25.194:7000/jspui/bitstream/123456789/907/1/PRILIMINERY%20AND%20CONTENTS.pdf,102964,1956
linear regression,biology,Is it the intervention or the students? Using linear regression to control for student characteristics in undergraduate STEM education research,https://www.lifescied.org/doi/abs/10.1187/cbe-13-07-0136,165,2014
linear regression,biology,Linear regression models for solvent accessibility prediction in proteins,https://www.liebertpub.com/doi/abs/10.1089/cmb.2005.12.355,136,2005
linear regression,biology,Allometry and model II non-linear regression,https://www.sciencedirect.com/science/article/pii/S0022519384711167,71,1994
linear regression,biology,Non-linear regression of biological temperature-dependent rate models based on absolute reaction-rate theory,https://www.sciencedirect.com/science/article/pii/0022519381902460,947,1981
linear regression,biology,Turkish high school students' biology achievement in relation to academic self-regulation,https://www.tandfonline.com/doi/abs/10.1080/13803610600853749,161,2007
linear regression,biology,Allometric analysis beyond heterogeneous regression slopes: use of the Johnson-Neyman technique in comparative biology,https://www.journals.uchicago.edu/doi/abs/10.1086/367939,90,2003
linear regression,biology,On the use of log‐transformation vs. nonlinear regression for analyzing biological power laws,https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/11-0538.1,352,2011
linear regression,biology,A step-by-step guide to non-linear regression analysis of experimental data using a Microsoft Excel spreadsheet,https://www.sciencedirect.com/science/article/pii/S0169260700001243,675,2001
linear regression,biology,Bayesian methods in conservation biology,https://conbio.onlinelibrary.wiley.com/doi/abs/10.1046/j.1523-1739.2000.99415.x,374,2000
linear regression,biology,Statistical methods in agriculture and experimental biology,https://www.taylorfrancis.com/books/mono/10.1201/9780203738559/statistical-methods-agriculture-experimental-biology-roger-mead,2002,2017
linear regression,biology,"Natural products as insecticides: the biology, biochemistry and quantitative structure–activity relationships of spinosyns and spinosoids",https://onlinelibrary.wiley.com/doi/abs/10.1002/ps.358,449,2001
linear regression,biology,Linear regression in astronomy.,https://adsabs.harvard.edu/full/1990ApJ...364..104I,1192,1990
linear regression,biology,Statistical methods in biology: design and analysis of experiments and regression,https://books.google.com/books?hl=en&lr=&id=UpVBBAAAQBAJ&oi=fnd&pg=PP1&dq=%22linear+regression%22+%22biology%22&ots=CAeBfw9IkA&sig=YIRt3H6pn7sGrLn4xn-FcYa91j8,182,2014
gradient boosted trees,conservation,Gradient boosted trees predictive models for surface roughness in high-speed milling in the steel and aluminum metalworking industry,https://www.hindawi.com/journals/complexity/2019/1536716/abs/,26,2019
gradient boosted trees,conservation,Counting people using gradient boosted trees,https://ieeexplore.ieee.org/abstract/document/7560388/,9,2016
gradient boosted trees,conservation,Predicting presence of amphibian species using features obtained from gis and satellite images,https://www.mdpi.com/2220-9964/8/3/123,16,2019
gradient boosted trees,conservation,Energy-efficient classification for resource-constrained biomedical applications,https://ieeexplore.ieee.org/abstract/document/8374841/,108,2018
gradient boosted trees,conservation,"Energy, Exergy and Emission Performance Prediction of the Hydrogen-fueled Scimitar Engine With Machine Learning Methods",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4663383,NA,2023
gradient boosted trees,conservation,Machine Learning Approaches for Forecasting the Best Microbial Strains to Alleviate Drought Impact in Agriculture,https://www.mdpi.com/2077-0472/13/8/1622,4,2023
gradient boosted trees,conservation,Challenges in estimating tropical forest canopy height from planet dove imagery,https://www.mdpi.com/2072-4292/12/7/1160,28,2020
gradient boosted trees,conservation,Pan-cancer analysis of expressed somatic nucleotide variants in long intergenic non-coding RNA,https://www.worldscientific.com/doi/abs/10.1142/9789813235533_0047,2,2018
gradient boosted trees,conservation,A regression model for plasma reaction kinetics,https://iopscience.iop.org/article/10.1088/1361-6463/acd390/meta,3,2023
gradient boosted trees,conservation,Combining flamelet-generated manifold and machine learning models in simulation of a non-premixed diffusion flame,https://www.sciencedirect.com/science/article/pii/S2666546823000381,8,2023
gradient boosted trees,conservation,Using machine learning techniques to predict liquid dairy manure temperature during storage,https://www.sciencedirect.com/science/article/pii/S0168169921002519,18,2021
gradient boosted trees,conservation,CFD-Based Machine Learning Model for Agrivoltaic System Design,https://ieeexplore.ieee.org/abstract/document/10360079/,NA,2023
gradient boosted trees,conservation,Discrimination of Transgenic Canola (Brassica napus L.) and their Hybrids with B. rapa using Vis-NIR Spectroscopy and Machine Learning Methods,https://www.mdpi.com/1422-0067/23/1/220,11,2021
gradient boosted trees,conservation,Flawed analysis greatly exaggerates streamflow response to forest clearing,https://eartharxiv.org/repository/object/770/download/1708/,NA,NA
gradient boosted trees,conservation,Stream temperature predictions for river basin management in the Pacific Northwest and mid-Atlantic regions using machine learning,https://www.mdpi.com/2073-4441/14/7/1032,16,2022
gradient boosted trees,conservation,Machine learning techniques in searches for tth in the h→ bb decay channel,https://iopscience.iop.org/article/10.1088/1748-0221/12/04/P04014/meta,18,2017
gradient boosted trees,conservation,Machine learning identifies ecological selectivity patterns across the end-Permian mass extinction,https://www.cambridge.org/core/journals/paleobiology/article/machine-learning-identifies-ecological-selectivity-patterns-across-the-endpermian-mass-extinction/3827AF46B77BF2BC8917437FB041DABA,15,2022
gradient boosted trees,conservation,Predicting the Presence of Amphibians Near Road Construction Sites Using Emerging Machine Learning Algorithms,https://ieeexplore.ieee.org/abstract/document/9670972/,NA,2021
gradient boosted trees,conservation,Exploring long-term variety performance trials to improve environment-specific genotype× management recommendations: A case-study for winter wheat,https://www.sciencedirect.com/science/article/pii/S0378429019316363,63,2020
gradient boosted trees,conservation,Insights into the origin of halo mass profiles from machine learning,https://academic.oup.com/mnras/article-abstract/515/2/2164/6625644,11,2022
support vector machine,conservation,Predicting Habitat Suitability and Conserving Juniperus spp. Habitat Using SVM and Maximum Entropy Machine Learning Techniques,https://www.mdpi.com/2073-4441/11/10/2049,43,2019
support vector machine,conservation,Mapping specific habitats from remotely sensed imagery: support vector machine and support vector data description based classification of coastal saltmarsh habitats,https://www.sciencedirect.com/science/article/pii/S157495410700026X,127,2007
support vector machine,conservation,"Performance of support vector machines and artificial neural network for mapping endangered tree species using WorldView-2 data in Dukuduku forest, South Africa",https://ieeexplore.ieee.org/abstract/document/7208800/,121,2015
support vector machine,conservation,Support vector machines to map rare and endangered native plants in Pacific islands forests,https://www.sciencedirect.com/science/article/pii/S1574954112000210,98,2012
support vector machine,conservation,Modelling ecological niches with support vector machines,https://besjournals.onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-2664.2006.01141.x,372,2006
support vector machine,conservation,Prediction of catalytic residues using Support Vector Machine with selected protein sequence and structural properties,https://link.springer.com/article/10.1186/1471-2105-7-312,162,2006
support vector machine,conservation,Classification in conservation biology: a comparison of five machine-learning methods,https://www.sciencedirect.com/science/article/pii/S157495411000066X,213,2010
support vector machine,conservation,Using support vector machine to predict β‐and γ‐turns in proteins,https://onlinelibrary.wiley.com/doi/abs/10.1002/jcc.20929,64,2008
support vector machine,conservation,Energy consumption prediction and diagnosis of public buildings based on support vector machine learning: A case study in China,https://www.sciencedirect.com/science/article/pii/S0959652620325890,154,2020
support vector machine,conservation,lncRScan-SVM: a tool for predicting long non-coding RNAs using support vector machine,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0139654,119,2015
support vector machine,conservation,Appraisal of land use/land cover of mangrove forest ecosystem using support vector machine,https://link.springer.com/article/10.1007/s12665-013-2628-0?lipi=urn:li:page:d_flagship3_profile_view_base;HsiFFD2FRei2dvUjqYgmig&error=cookies_not_supported&code=f4b43b28-ad31-481f-808f-ed6dd67ecddf,183,2014
support vector machine,conservation,"Mapping mangrove forest from LiDAR data using object-based image analysis and Support Vector Machine: The case of Calatagan, Batangas",https://ieeexplore.ieee.org/abstract/document/7393167/,14,2015
support vector machine,conservation,Predicting hourly cooling load in the building: A comparison of support vector machine and different artificial neural networks,https://www.sciencedirect.com/science/article/pii/S0196890408003154,428,2009
support vector machine,conservation,"Application of artificial neural networks, support vector machine and multiple model-ANN to sediment yield prediction",https://link.springer.com/article/10.1007/s11269-020-02672-8,64,2020
support vector machine,conservation,Wetland conversion risk assessment of East Kolkata Wetland: A Ramsar site using random forest and support vector machine model,https://www.sciencedirect.com/science/article/pii/S0959652620335204,77,2020
support vector machine,conservation,Accurate identification of alternatively spliced exons using support vector machine,https://academic.oup.com/bioinformatics/article-abstract/21/7/897/269014,177,2005
support vector machine,conservation,Mammalian microRNA prediction through a support vector machine model of sequence and structure,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0000946,71,2007
support vector machine,conservation,miTarget: microRNA target gene prediction using a support vector machine,https://link.springer.com/article/10.1186/1471-2105-7-411,291,2006
support vector machine,conservation,Analysis and prediction of nitrated tyrosine sites with the mRMR method and support vector machine algorithm,https://www.ingentaconnect.com/content/ben/cbio/2018/00000013/00000001/art00004,60,2018
support vector machine,conservation,Identification of catalytic residues from protein structure using support vector machine with sequence and structural features,https://www.sciencedirect.com/science/article/pii/S0006291X08000788,48,2008
linear regression,conservation,A multiple Linear Regression Model to predict indoor temperature trend in historic buildings for book conservation: the case study of “Sala del Dottorato” in Palazzo …,https://iopscience.iop.org/article/10.1088/1742-6596/2069/1/012142/meta,3,2021
linear regression,conservation,Water conservation behavior in Australia,https://www.sciencedirect.com/science/article/pii/S0301479712001612,195,2012
linear regression,conservation,"A review of techniques for spatial modeling in geographical, conservation and landscape genetics",https://www.scielo.br/j/gmb/a/Qw743WbW8GzyYks57tZF8cP/,82,2009
linear regression,conservation,Regression models for spatial prediction: their role for biodiversity and conservation,https://link.springer.com/article/10.1023/A:1021354914494,169,2002
linear regression,conservation,"Management strategies for sustainability education, planning, design, energy conservation in California higher education",https://www.emerald.com/insight/content/doi/10.1108/IJSHE-03-2014-0038/full/html,37,2015
linear regression,conservation,"Modeling the effects of conservation, demographics, price, and climate on urban water demand in Los Angeles, California",https://link.springer.com/article/10.1007/s11269-016-1483-7,45,2016
linear regression,conservation,"Behaving or not? Explaining energy conservation via identity, values, and awareness in US suburban homes",https://www.sciencedirect.com/science/article/pii/S2214629622003085,10,2022
linear regression,conservation,Bayesian methods in conservation biology,https://conbio.onlinelibrary.wiley.com/doi/abs/10.1046/j.1523-1739.2000.99415.x,374,2000
linear regression,conservation,Assessing energy efficiency and energy conservation potential among commercial buildings: A statistical approach,https://www.sciencedirect.com/science/article/pii/0360544282900354,69,1982
linear regression,conservation,"Regression and model-building in conservation biology, biogeography and ecology: the distinction between–and reconciliation of–'predictive'and 'explanatory'models",https://link.springer.com/article/10.1023/A:1008985925162,1159,2000
linear regression,conservation,Estimation of soil water retention in conservation agriculture using published and new pedotransfer functions,https://www.sciencedirect.com/science/article/pii/S0167198721000374,24,2021
linear regression,conservation,Delay in initiating adjuvant radiotherapy following breast conservation surgery and its impact on survival,https://www.sciencedirect.com/science/article/pii/S0360301606005839,182,2006
linear regression,conservation,"Factors influencing conservation attitudes of local people in Western Serengeti, Tanzania",https://link.springer.com/article/10.1007/s10531-006-9132-8,466,2007
linear regression,conservation,Adoption of soil conservation practices in Belgium: An examination of the theory of planned behaviour in the agri-environmental domain,https://www.sciencedirect.com/science/article/pii/S0264837709000295,513,2010
linear regression,conservation,Using the Theory of Planned Behavior to Encourage Water Conservation among Extensin Clients,https://jae-online.org/index.php/jae/article/view/471,71,2017
linear regression,conservation,A modification to the Soil Conservation Service curve number method for steep slopes in the Loess Plateau of China,https://onlinelibrary.wiley.com/doi/abs/10.1002/hyp.5925,247,2006
linear regression,conservation,A bin method for calculating energy conservation retrofit savings in commercial buildings,https://oaktrust.library.tamu.edu/handle/1969.1/6640,29,1994
linear regression,conservation,A methodology to analyze conservation voltage reduction performance using field test data,https://ieeexplore.ieee.org/abstract/document/7007701/,26,2014
linear regression,conservation,Allocation of resources for conservation,http://www.rhinoresourcecenter.com/pdf_files/124/1240210302.pdf,262,1988
linear regression,conservation,Hysterectomy with ovarian conservation: effect on bone mineral density,https://obgyn.onlinelibrary.wiley.com/doi/abs/10.1111/j.1479-828X.1998.tb03111.x,24,1998
random forest,conservation,Long-term effects of conservation tillage on soil erosion in Central Europe: A random forest-based approach,https://www.sciencedirect.com/science/article/pii/S0167198721000295,47,2021
random forest,conservation,"Using remote sensing and random forest to assess the conservation status of critical Cerrado habitats in Mato Grosso do Sul, Brazil",https://www.mdpi.com/2073-445X/5/2/12,51,2016
random forest,conservation,Identifying global research and conservation priorities for Columbidae: a quantitative approach using random forest models,http://research.send4journal.com/id/eprint/2595/,3,2023
random forest,conservation,Conservation machine learning: a case study of random forests,https://www.nature.com/articles/s41598-021-83247-4,32,2021
random forest,conservation,"Random forest modelling of multi‐scale, multi‐species habitat associations within KAZA transfrontier conservation area using spoor data",https://besjournals.onlinelibrary.wiley.com/doi/abs/10.1111/1365-2664.14234,5,2022
random forest,conservation,Why choose Random Forest to predict rare species distribution with few samples in large undersampled areas? Three Asian crane species models provide …,https://peerj.com/articles/2849/,249,2017
random forest,conservation,Multi-scale habitat modelling and predicting change in the distribution of tiger and leopard using random forest algorithm,https://www.nature.com/articles/s41598-020-68167-z,58,2020
random forest,conservation,A spatial downscaling method for remote sensing soil moisture based on random forest considering soil moisture memory and mass conservation,https://www.mdpi.com/2072-4292/14/16/3858,15,2022
random forest,conservation,Using LiDAR and Random Forest to improve deer habitat models in a managed forest landscape,https://www.sciencedirect.com/science/article/pii/S0378112721006708,21,2021
random forest,conservation,A Security-Enhanced Energy Conservation with Enhanced Random Forest Classifier for Low Execution Time Framework (S-2EC-ERF) for Wireless Sensor …,https://www.mdpi.com/2076-3417/14/6/2244,1,2024
random forest,conservation,Conservation planning implications of modeling seagrass habitats with sparse absence data: a balanced random forest approach,https://link.springer.com/article/10.1007/s11852-022-00868-1,2,2022
random forest,conservation,Classification in conservation biology: a comparison of five machine-learning methods,https://www.sciencedirect.com/science/article/pii/S157495411000066X,213,2010
random forest,conservation,Applications of random forest feature selection for fine‐scale genetic population assignment,https://onlinelibrary.wiley.com/doi/abs/10.1111/eva.12524,127,2018
random forest,conservation,Modeling species distribution and change using random forest,https://link.springer.com/chapter/10.1007/978-1-4419-7390-0_8,451,2010
random forest,conservation,"Evaluating Rockfish Conservation Areas in southern British Columbia, Canada using a Random Forest model of rocky reef habitat",https://www.sciencedirect.com/science/article/pii/S0272771418302841,19,2018
random forest,conservation,Assessment of carbon stocks in the topsoil using random forest and remote sensing images,https://acsess.onlinelibrary.wiley.com/doi/abs/10.2134/jeq2016.03.0076,30,2016
random forest,conservation,"Characterization of tropical forests at community level: combining spectral, phenological, structural datasets using random forest algorithm",https://link.springer.com/article/10.1007/s10531-024-02835-8,NA,2024
random forest,conservation,Cannot see the random forest for the decision trees: selecting predictive models for restoration ecology,https://onlinelibrary.wiley.com/doi/abs/10.1111/rec.12938,25,2019
random forest,conservation,Merging random forest classification with an object-oriented approach for analysis of agricultural lands,https://www.isprs.org/proceedings/xxxvii/congress/7_pdf/4_WG-VII-4/18.pdf,68,2008
random forest,conservation,Habitat suitability modeling with random forest as a tool for fish conservation in mediterranean rivers,https://iris.polito.it/handle/11583/2518927,6,2012
support vector machine,development biology,Discovery and characterization of medaka miRNA genes by next generation sequencing platform,https://link.springer.com/article/10.1186/1471-2164-11-S4-S8,86,2010
support vector machine,development biology,Discovery and characterization of medaka miRNA genes by next generation sequencing platform,https://agris.fao.org/search/en/providers/122415/records/6473688408fd68d54605f5dc,NA,2010
support vector machine,development biology,Hybrid feature selection techniques utilizing soft computing methods for cancer data,https://www.taylorfrancis.com/chapters/edit/10.1201/9781003393238-2/hybrid-feature-selection-techniques-utilizing-soft-computing-methods-cancer-data-rabia-musheer-aziz-amol-avinash-joshi-kartik-kumar-abdu-hamid-gaani,11,2023
support vector machine,development biology,PluriPred: A Web server for predicting proteins involved in pluripotent network,https://link.springer.com/article/10.1007/s12038-016-9649-2,3,2016
support vector machine,development biology,Identification of potential biomarkers and immune infiltration characteristics in ulcerative colitis by combining results from two machine learning algorithms,https://www.hindawi.com/journals/cmmm/2022/5412627/,3,2022
support vector machine,development biology,Identification of synovial fibroblast-associated neuropeptide genes and m6A factors in rheumatoid arthritis using single-cell analysis and machine learning,https://www.hindawi.com/journals/dm/2022/5114697/,11,2022
support vector machine,development biology,Cross-tissue analysis using machine learning to identify novel biomarkers for knee osteoarthritis,https://www.hindawi.com/journals/cmmm/2022/9043300/,3,2022
support vector machine,development biology,Bioimaging for quantitative phenotype analysis,https://www.sciencedirect.com/science/article/pii/S1046202315301171,15,2016
