"MOD_NAME","ITM_NAME","PAG_NAME","DSCR","ITM_TYPE","FLD_LEN","DECML","ITM_REQUIRED","ITM_UNIQUE","MAPPING_NOTES","CODE_CHANGES","PREV_MOD_NAME","PREV_ITM_NAME"
"GAITELIG","INCNST","GAITELIG","Able to provide informed consent.","NUMBER","1","0","False","False","","","",""
"GAITELIG","INFODT","GAITELIG","Assessment Date","DATE","","","True","False","","","",""
"GAITELIG","INPPMI","GAITELIG","Enrolled in PPMI Clinical protocol and meets additional criteria based on cohort, as applicable.","NUMBER","1","0","False","False","","","",""
"GAITELIG","LAST_UPDATE","GAITELIG","Date of most recent update to record","DATE","","","True","False","","","",""
"GAITELIG","ORIG_CNO","GAITELIG","Original Site Number","NUMBER","12","0","False","False","Excluded due to PHI","","",""
"GAITELIG","ORIG_ENTRY","GAITELIG","Date of original data entry","DATE","","","True","False","","","",""
"GAITELIG","PAG_NAME","GAITELIG","Page Name","CHAR","13","","True","False","","","",""
"GAITELIG","PATNO","GAITELIG","Participant ID","NUMBER","18","0","True","False","","","",""
"GAITELIG","REC_ID","GAITELIG","Record ID","CHAR","36","","True","True","","","",""
"GAITELIG","SUB_EVENT_ID","GAITELIG","Substudy Visit ID","CHAR","7","","False","False","","","",""
"GAITSCRNFAIL"," ","GAITSCRNFAIL","(Gait Substudy) Screen Fail","","","","","","","","",""
"GAITSCRNFAIL","CNO","GAITSCRNFAIL","Site Number","NUMBER","12","0","True","False","Excluded due to PHI","","",""
"GAITSCRNFAIL","EVENT_ID","GAITSCRNFAIL","Visit ID","CHAR","6","","True","False","","","",""
"GAITSCRNFAIL","INFODT","GAITSCRNFAIL","Assessment Date","DATE","","","True","False","","","",""
"GAITSCRNFAIL","LAST_UPDATE","GAITSCRNFAIL","Date of most recent update to record","DATE","","","True","False","","","",""
"GAITSCRNFAIL","ORIG_CNO","GAITSCRNFAIL","Original Site Number","NUMBER","12","0","False","False","Excluded due to PHI","","",""
"GAITSCRNFAIL","ORIG_ENTRY","GAITSCRNFAIL","Date of original data entry","DATE","","","True","False","","","",""
"GAITSCRNFAIL","PAG_NAME","GAITSCRNFAIL","Page Name","CHAR","13","","True","False","","","",""
"GAITSCRNFAIL","PATNO","GAITSCRNFAIL","Participant ID","NUMBER","18","0","True","False","","","",""
"GAITSCRNFAIL","REC_ID","GAITSCRNFAIL","Record ID","CHAR","36","","True","True","","","",""
"GAITSCRNFAIL","RSNDEC","GAITSCRNFAIL","Reason for declining","NUMBER","1","0","False","False","","","",""
"GAITSCRNFAIL","SCRNFAILRSN","GAITSCRNFAIL","Reason participant did not enroll in PPMI Gait","NUMBER","1","0","False","False","","","",""
"GAITSCRNFAIL","SUB_EVENT_ID","GAITSCRNFAIL","Substudy Visit ID","CHAR","7","","False","False","","","",""
"GAITTEL"," ","GAITTEL","(Gait Substudy) Adverse Event Telephone Assessment","","","","","","","","",""
"GAITTEL","CNO","GAITTEL","Site Number","NUMBER","12","0","True","False","Excluded due to PHI","","",""
"GAITTEL","CNTACTYN","GAITTEL","Was contact made during this telephone call?","NUMBER","1","0","False","False","","","",""
"GAITTEL","CNTRSN","GAITTEL","Reason for no contact","NUMBER","1","0","False","False","","","",""
"GAITTEL","CNTRSNCM","GAITTEL","Reason for no contact comment","CHAR","","","False","False","Excluded due to PHI","","",""
"GAITTEL","EVENT_ID","GAITTEL","Visit ID","CHAR","6","","True","False","","","",""
"GAITTEL","INFODT","GAITTEL","Assessment Date","DATE","","","True","False","","","",""
"GAITTEL","LAST_UPDATE","GAITTEL","Date of most recent update to record","DATE","","","True","False","","","",""
"GAITTEL","ORIG_CNO","GAITTEL","Original Site Number","NUMBER","12","0","False","False","Excluded due to PHI","","",""
"GAITTEL","ORIG_ENTRY","GAITTEL","Date of original data entry","DATE","","","True","False","","","",""
"GAITTEL","PAG_NAME","GAITTEL","Page Name","CHAR","13","","True","False","","","",""
"GAITTEL","PATNO","GAITTEL","Participant ID","NUMBER","18","0","True","False","","","",""
"GAITTEL","REC_ID","GAITTEL","Record ID","CHAR","36","","True","True","","","",""
"GAITTEL","SUB_EVENT_ID","GAITTEL","Substudy Visit ID","CHAR","7","","False","False","","","",""
"GAITTEL","TELAERPT","GAITTEL","Were any NEW adverse events reported by the participant?","NUMBER","1","0","False","False","","","",""
"GAIT_AXIVITY","","","Gait Data & Arm swing (Axivity)","","","","","","","","",""
"GAIT_AXIVITY","ActivityLevel","","Mean signal vector magnitude","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","ActualNightTimehr","","Sleep time at night -median value of all nights","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","ampAP","","Amplitude of the dominant frequency in the power spectrum frequency domain anterior-posterior (ap) axis","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","ampAP_STD","","Standard deviation of amplitude of the dominant frequency in the power spectrum frequency domain anterior-posterior (ap) axis","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","ampML","","Amplitude of the dominant frequency in the power spectrum frequency domain medio-lateral (ml) axis","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","ampML_STD","","Standard deviation of amplitude of the dominant frequency in the power spectrum frequency domain medio-lateral (ml) axis","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","ampV","","Amplitude of the dominant frequency in the power spectrum frequency domain vertical axis (v)","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","ampV_STD","","Standard deviation of amplitude of the dominant frequency in the power spectrum frequency domain vertical axis (v)","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","CadencetimeDomain","","Number of steps per minute (calculated from the vertical axis in the time domain)","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","CNO","","Center number","NUMBER","18","4","","","Excluded due to PHI","","",""
"GAIT_AXIVITY","CVSteplength","","Step length CV  (=STD/mean) (calculated from inverted pendulum model)","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","CVSteplength_STD","","Standard deviation of step length CV  (=STD/mean) (calculated from inverted pendulum model)","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","CVStepTime","","Step time CV (=STD/mean)  (calculated from inverted pendulum model)","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","CVStepTime_STD","","Standard deviation of step time CV (=STD/mean)  (calculated from inverted pendulum model)","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","CVStrideTime","","Stride time CV (=STD/mean)  (calculated from inverted pendulum model)","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","CVStrideTime_STD","","Standard deviation of stride time CV (=STD/mean)  (calculated from inverted pendulum model)","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","DegreesOfRotationdeg","","Degrees of position changes during sleep time -median value of all nights","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","DeviceID","","The AX6 monitor DeviceID metadata","NUMBER","18","4","","","Excluded due to PHI","","",""
"GAIT_AXIVITY","FileName","","The AX6 data file name","CHAR","18","","","","Excluded due to PHI","","",""
"GAIT_AXIVITY","LyingTime","","Lying time in hours","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","MeanNapBoutmin","","Mean sleep bout at day -median value of all nights","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","MeanStepLengthcm","","Mean step length  (calculated from inverted pendulum model)","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","MeanStepLengthcm_STD","","Standard deviation of mean step length  (calculated from inverted pendulum model)","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","MeanStepTimes","","Mean step time (calculated from inverted pendulum model)","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","MeanStepTimes_STD","","Standard deviation of mean step time (calculated from inverted pendulum model)","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","MeanStrideTimes","","Mean stride time (calculated from inverted pendulum model)","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","MeanStrideTimes_STD","","Standard deviation of mean stride time (calculated from inverted pendulum model)","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","MeanSVMDaymg","","Mean signal vector magnitude at day time - median value of all days","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","MeanSVMNightmg","","Mean signal vector magnitude at night time - median value of all days","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","NightTimeHr","","Night time in hours ","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","NonWearDetected","","Binary integer variable which will be set to 0 if no epochs were classified as non-wear between any daysâ€™ starts and ends. If 1 or more non-wear epochs exist between any dayâ€™s starts and ends, the variable will be set to 1.","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","Numberof24hoursDays","","Number of 24 hours full days","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","NumberOfBouts","","Number of 60 sec gait bouts from which we extract the gait quality measures","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","NumberofDays","","The number of calendar days recorded in the time data","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","NumberOfNappingBouts","","number of sleeping bouts during day time (more than 10 min)-median value of all nights","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","NumberOfRotations","","Number of position changes during sleep time -median value of all nights","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","NumWalkBoutsNight","","Number of walking bouts during sleep time -median value of all nights","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","OtherTime","","Other activities (Not walking, not lying, not sitting/standing quietly) time in hours","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","PATNO","","Patient number","NUMBER","18","4","","","","","",""
"GAIT_AXIVITY","PercentActiveDay","","percent active day calculted with signal vector magnitude threshold - median value of all days","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","PercentActiveNight","","percent active night calculted with signa signal vector magnitude threshold - median value of all days","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","PercentLying","","Percent lying out of 24 hours","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","PercentNight","","Percent night out of 24 hours","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","PercentOther","","Percent other out of 24 hours","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","PercentSedentary","","Percent sitting/standing or lying out of 24 hours","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","PercentSittingStanding","","Percent sitting/standing out of 24 hours","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","PercentWakeNight","","Percent wake time at night -median value of all nights","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","PercentWalking","","Percent walking out of 24 hours","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","PercentWalkNight","","Percent walk time at night -median value of all nights","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","rmsAP","","Accelration root mean square anterior-posterior (ap) axis","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","rmsAP_STD","","Standard deviation of accelration root mean square anterior-posterior (ap) axis","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","rmsML","","Accelration root mean square medio-lateral (ml) axis","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","rmsML_STD","","Standard deviation of accelration root mean square medio-lateral (ml) axis","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","rmsV","","Accelration root mean square vertical axis (v)","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","rmsV_STD","","Standard deviation of accelration root mean square vertical axis (v)","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","SampEntropyAP","","Sample Entropy  anterior-posterior (ap) axis","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","SampEntropyAP_STD","","Standard deviation of sample Entropy  anterior-posterior (ap) axis","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","SampEntropyML","","Sample Entropy medio-lateral (ml) axis","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","SampEntropyML_STD","","Standard deviation of sample Entropy medio-lateral (ml) axis","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","SampEntropyV","","Sample Entropy vertical axis (v)","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","SampEntropyV_STD","","Standard deviation of sample Entropy vertical axis (v)","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","SedentaryTime","","Sitting/standing or lying time in hours","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","SittingStandingTime","","Sitting/standing time in hours","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","StartTime","","The AX6 monitor StartTime metadata","DATE","20","","","","","","",""
"GAIT_AXIVITY","stepAsymAP","","Step asymmetry (=stpReg/strReg) (calculated from autocorrelation function) anterior-posterior axis (ap)","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","stepAsymAP_STD","","Standard deviation of step asymmetry (=stpReg/strReg) (calculated from autocorrelation function) anterior-posterior axis (ap)","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","stepAsymML","","Step asymmetry (=stpReg/strReg) (calculated from autocorrelation function) medio-lateral axis (ml)","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","stepAsymML_STD","","Standard deviation of step asymmetry (=stpReg/strReg) (calculated from autocorrelation function) medio-lateral axis (ml)","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","stepAsymV","","Step asymmetry (=stpReg/strReg) (calculated from autocorrelation function) vertical axis (v)","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","stepAsymV_STD","","Standard deviation of step asymmetry (=stpReg/strReg) (calculated from autocorrelation function) vertical axis (v)","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","StepCount","","Sum of steps per calendar date  - median value of all days","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","stepTime","","Mean step time (calculated from autocorrelation function)","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","stepTime_STD","","Standard deviation of mean step time (calculated from autocorrelation function)","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","StepVelocitycmsec","","Mean gait speed ","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","StepVelocitycmsec_STD","","Standard deviation of mean gait speed ","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","StopTime","","The AX6 monitor StopTime metadata","DATE","20","","","","","","",""
"GAIT_AXIVITY","stpRegAP","","Step regularity (calculated from autocorrelation function) anterior-posterior axis (ap)","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","stpRegAP_STD","","Standard deviation of step regularity (calculated from autocorrelation function) anterior-posterior axis (ap)","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","stpRegML","","Step regularity (calculated from autocorrelation function) medio-lateral axis (ml)","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","stpRegML_STD","","Standard deviation of step regularity (calculated from autocorrelation function) medio-lateral axis (ml)","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","stpRegV","","Step regularity (calculated from autocorrelation function) vertical axis (v)","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","stpRegV_STD","","Standard deviation of step regularity (calculated from autocorrelation function) vertical axis (v)","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","strideTime","","Mean stride time (calculated from autocorrelation function)","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","strideTime_STD","","Standard deviation of mean stride time (calculated from autocorrelation function)","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","strRegAP","","Stride regularity (calculated from autocorrelation function) anterior-posterior axis (ap)","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","strRegAP_STD","","Standard deviation of stride regularity (calculated from autocorrelation function) anterior-posterior axis (ap)","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","strRegML","","Stride regularity (calculated from autocorrelation function) medio-lateral axis (ml)","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","strRegML_STD","","Standard deviation of stride regularity (calculated from autocorrelation function) medio-lateral axis (ml)","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","strRegV","","Stride regularity (calculated from autocorrelation function) vertical axis (v)","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","strRegV_STD","","Standard deviation of stride regularity (calculated from autocorrelation function) vertical axis (v)","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","SumSVMDaymg","","Sum signal vector magnitude at day time - median value of all days","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","SumSVMNightmg","","Sum signal vector magnitude at night time - median value of all days","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","TimeOfRotationsec","","Time of position changes during sleep time -median value of all nights","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","TotalNapTimemin","","Mean sleep time at day -median value of all nights","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","UpSideDownDetected","","Binary integer variable which will be set to 0 if no epochs were classified as upside-down wear between any daysâ€™ starts and ends. If 1 or more upside-down wear epochs exist between any dayâ€™s starts and ends, the variable will be set to 1.","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","ValidDays10HR","","Integer variable which indicates how many days contain 10 or more hours of valid wear-time","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","ValidDays6HR","","Integer variable which indicates how many days contain 6 or more hours of valid wear-time","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","VelocityOfRotationdegsec","","Velocity of position changes during sleep time -median value of all nights","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","VISNO","","Visit number(e.g. V01)","CHAR","18","4","","","","","",""
"GAIT_AXIVITY","WakeTimeNightminutes","","Wake time at night -median value of all nights","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","WalkingTime","","Walking time in hours","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","WalkTimeNightminutes","","Walk time at night -median value of all nights","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","wdAP","","Width of the dominant frequency in the power spectrum frequency domain anterior-posterior (ap) axis","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","wdAP_STD","","Standard deviation of width of the dominant frequency in the power spectrum frequency domain anterior-posterior (ap) axis","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","wdML","","Width of the dominant frequency in the power spectrum frequency domain medio-lateral (ml) axis","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","wdML_STD","","Standard deviation of width of the dominant frequency in the power spectrum frequency domain medio-lateral (ml) axis","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","wdV","","Width of the dominant frequency in the power spectrum frequency domain vertical axis (v)","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","wdV_STD","","Standard deviation of width of the dominant frequency in the power spectrum frequency domain vertical axis (v)","NUMBER","18","8","","","","","",""
"GAIT_AXIVITY","x_10_20Sec","","Number of walking bouts between 10<x<=20 sec - median value of all days","NUMBER","18","5","","","","","",""
"GAIT_AXIVITY","x_20_30Sec","","Number of walking bouts between 20<x<=30 sec  - median value of all days","NUMBER","18","5","","","","","",""
"GAIT_AXIVITY","x_30_60Sec","","Number of walking bouts between 30<x<=60 sec  - median value of all days","NUMBER","18","5","","","","","",""
"GAIT_AXIVITY","x_5_10Sec","","Number of walking bouts between 5<=x<=10 sec - median value of all days","NUMBER","18","5","","","","","",""
"GAIT_AXIVITY","x_60_120Sec","","Number of walking bouts 60<x<=120 sec  - median value of all days","NUMBER","18","5","","","","","",""
"GAIT_AXIVITY","x__120Sec","","Number of walking bouts x> 120 sec  - median value of all days","NUMBER","18","5","","","","","",""
"GAIT_OPALS","","","Gait Data & Arm swing (Opals)","","","","","","","","GAIT",""
"GAIT_OPALS","ASA_DT","","ASA dual task walking (%)","NUMBER","18","8","","","","","GAIT","ASA_DT"
"GAIT_OPALS","ASA_U","","ASA base walking (%)","NUMBER","18","8","","","","","GAIT","ASA_U"
"GAIT_OPALS","ASYM_IND_DT","","Asymmetry index dual task walking (%)","NUMBER","18","8","","","","","",""
"GAIT_OPALS","ASYM_IND_U","","Asymmetry index base walking (%)","NUMBER","18","8","","","","","GAIT","ASYM_IND_U"
"GAIT_OPALS","CAD_DT","","Cadence dual task walking (step/min)","NUMBER","18","8","","","","","GAIT","CAD_DT"
"GAIT_OPALS","CAD_U","","Cadence base walking (step/min)","NUMBER","18","8","","","","","GAIT","CAD_U"
"GAIT_OPALS","CNO","","Center number","NUMBER","18","4","","","Excluded due to PHI","","",""
"GAIT_OPALS","COHORT","","COHORT (1-asymptomatic relatives, 2-true controls, 3 PD)","NUMBER","18","1","","","","","GAIT","COHORT"
"GAIT_OPALS","EVENT_INFO","","Event details comprised from the number of the center, subject ID and visit number","CHAR","18","","","","Excluded due to PHI","","",""
"GAIT_OPALS","INFODT","","Event date","DATE","18","","","","","","GAIT","INFODT"
"GAIT_OPALS","JERK_T_DT","","Jerk dual task walking (m/sec^3)","NUMBER","18","8","","","","","GAIT","JERK_T_DT"
"GAIT_OPALS","JERK_T_U","","Jerk base walking (m/sec^3)","NUMBER","18","8","","","","","GAIT","JERK_T_U"
"GAIT_OPALS","LA_AMP_DT","","Left arm amplitude dual task walking (deg)","NUMBER","18","8","","","","","GAIT","LA_AMP_DT"
"GAIT_OPALS","LA_AMP_U","","Left arm amplitude base walking (deg)","NUMBER","18","8","","","","","GAIT","LA_AMP_U"
"GAIT_OPALS","LA_STD_DT","","Left arm variability dual task walking (%)","NUMBER","18","8","","","","","GAIT","LA_STD_DT"
"GAIT_OPALS","LA_STD_U","","Left arm variability base walking (%)","NUMBER","18","8","","","","","GAIT","LA_STD_U"
"GAIT_OPALS","L_JERK_DT","","Jerk Left dual task walking (deg/sec^3)","NUMBER","18","8","","","","","GAIT","L_JERK_DT"
"GAIT_OPALS","L_JERK_U","","Jerk Left base walking (deg/sec^3)","NUMBER","18","8","","","","","GAIT","L_JERK_U"
"GAIT_OPALS","PATNO","","Patient number","NUMBER","18","4","","","","","GAIT","PATNO"
"GAIT_OPALS","RA_AMP_DT","","Right arm amplitude dual task walking (deg)","NUMBER","18","8","","","","","GAIT","RA_AMP_DT"
"GAIT_OPALS","RA_AMP_U","","Right arm amplitude base walking (deg)","NUMBER","18","8","","","","","GAIT","RA_AMP_U"
"GAIT_OPALS","RA_STD_DT","","Right arm variability dual task walking (%)","NUMBER","18","8","","","","","GAIT","RA_STD_DT"
"GAIT_OPALS","RA_STD_U","","Right arm variability base walking (%)","NUMBER","18","8","","","","","GAIT","RA_STD_U"
"GAIT_OPALS","R_JERK_DT","","Jerk Right dual task walking (deg/sec^3)","NUMBER","18","8","","","","","GAIT","R_JERK_DT"
"GAIT_OPALS","R_JERK_U","","Jerk Right base walking (deg/sec^3)","NUMBER","18","8","","","","","GAIT","R_JERK_U"
"GAIT_OPALS","SP_DT","","Dual task speed walking (m/sec)","NUMBER","18","8","","","","","",""
"GAIT_OPALS","SP_U","","Speed base walking (m/sec)","NUMBER","18","8","","","","","GAIT","SP_U"
"GAIT_OPALS","STEP_REG_DT","","Step Regularity dual task walking (g^2)","NUMBER","18","8","","","","","GAIT","STEP_REG_DT"
"GAIT_OPALS","STEP_REG_U","","Step Regularity base walking (g^2)","NUMBER","18","8","","","","","GAIT","STEP_REG_U"
"GAIT_OPALS","STEP_SYM_DT","","Step Symmetry dual task walking","NUMBER","18","8","","","","","GAIT","STEP_SYM_DT"
"GAIT_OPALS","STEP_SYM_U","","Step Symmetry base walking","NUMBER","18","8","","","","","GAIT","STEP_SYM_U"
"GAIT_OPALS","STR_CV_DT","","Stride CV dual task walking (%)","NUMBER","18","8","","","","","GAIT","STR_CV_DT"
"GAIT_OPALS","STR_CV_U","","Stride CV base walking (%)","NUMBER","18","8","","","","","GAIT","STR_CV_U"
"GAIT_OPALS","STR_T_DT","","Average stride time dual task walking (sec)","NUMBER","18","8","","","","","GAIT","STR_T_DT"
"GAIT_OPALS","STR_T_U","","Average stride time base walking (sec)","NUMBER","18","8","","","","","GAIT","STR_T_U"
"GAIT_OPALS","SW_FREQ_CL","","Centroidal frequency eyes close sway (HZ)","NUMBER","18","15","","","","","",""
"GAIT_OPALS","SW_FREQ_OP","","Centroidal frequency eyes open sway (HZ)","NUMBER","18","15","","","","","",""
"GAIT_OPALS","SW_JERK_CL","","Jerk eyes close sway (m/sec^3)","NUMBER","18","15","","","","","",""
"GAIT_OPALS","SW_JERK_OP","","Jerk eyes open sway (m/sec^3)","NUMBER","18","15","","","","","",""
"GAIT_OPALS","SW_PATH_CL","","Eyes close sway path (m/sec^2)","NUMBER","18","15","","","","","",""
"GAIT_OPALS","SW_PATH_OP","","Eyes open sway path (m/sec^2)","NUMBER","18","15","","","","","",""
"GAIT_OPALS","SW_VEL_CL","","Eyes close sway velocity (m/sec)","NUMBER","18","15","","","","","",""
"GAIT_OPALS","SW_VEL_OP","","Eyes open sway velocity (m/sec)","NUMBER","18","15","","","","","",""
"GAIT_OPALS","SYM_DT","","Arms symmetry dual task walking (%)","NUMBER","18","8","","","","","GAIT","SYM_DT"
"GAIT_OPALS","SYM_U","","Arms symmetry base walking (%)","NUMBER","18","8","","","","","GAIT","SYM_U"
"GAIT_OPALS","TRA_DT","","Trunk Rotation Asymmetry dual task walking (%)","NUMBER","18","8","","","","","GAIT","TRA_DT"
"GAIT_OPALS","TRA_U","","Trunk Rotation Asymmetry base walking (%)","NUMBER","18","8","","","","","GAIT","TRA_U"
"GAIT_OPALS","TUG1_DUR","","TUG1 duration (sec)","NUMBER","18","8","","","","","GAIT","TUG1_DUR"
"GAIT_OPALS","TUG1_STEP_NUM","","TUG1 number of step (#number)","NUMBER","18","8","","","","","GAIT","TUG1_STEP_NUM"
"GAIT_OPALS","TUG1_STEP_REG","","TUG1 Step regularity (g^2)","NUMBER","18","8","","","","","GAIT","TUG1_STEP_REG"
"GAIT_OPALS","TUG1_STEP_SYM","","TUG1 step symmetry","NUMBER","18","8","","","","","GAIT","TUG1_STEP_SYM"
"GAIT_OPALS","TUG1_STRAIGHT_DUR","","TUG1 Average step duration during straight  walking (sec)","NUMBER","18","8","","","","","GAIT","TUG1_STRAIGHT_DUR"
"GAIT_OPALS","TUG1_TURNS_DUR","","TUG1 Average step duration during turns (sec)","NUMBER","18","8","","","","","GAIT","TUG1_TURNS_DUR"
"GAIT_OPALS","TUG2_DUR","","TUG2 duration (sec)","NUMBER","18","8","","","","","GAIT","TUG2_DUR"
"GAIT_OPALS","TUG2_STEP_NUM","","TUG2 number of step (#number)","NUMBER","18","8","","","","","GAIT","TUG2_STEP_NUM"
"GAIT_OPALS","TUG2_STEP_REG","","TUG2 Step regularity (g^2)","NUMBER","18","8","","","","","GAIT","TUG2_STEP_REG"
"GAIT_OPALS","TUG2_STEP_SYM","","TUG2 step symmetry","NUMBER","18","8","","","","","GAIT","TUG2_STEP_SYM"
"GAIT_OPALS","TUG2_STRAIGHT_DUR","","TUG2 Average step duration during straight  walking (sec)","NUMBER","18","8","","","","","GAIT","TUG2_STRAIGHT_DUR"
"GAIT_OPALS","TUG2_TURNS_DUR","","TUG2 Average step duration during turns (sec)","NUMBER","18","8","","","","","GAIT","TUG2_TURNS_DUR"
"GAIT_OPALS","T_AMP_DT","","Average trunk amplitude dual task walking (deg)","NUMBER","18","8","","","","","GAIT","T_AMP_DT"
"GAIT_OPALS","T_AMP_U","","Average trunk amplitude base walking (deg)","NUMBER","18","8","","","","","GAIT","T_AMP_U"
"GAIT_OPALS","VISNO","","Visit number(e.g. V01)","CHAR","","","","","","","GAIT","EVENT_ID"
"GDSSHORT"," ","GDSSHORT","Geriatric Depression Scale (Short Version)","","","","","","","","",""
"GDSSHORT","CNO","GDSSHORT","Site Number","NUMBER","12","0","True","False","Excluded due to PHI","","",""
"GDSSHORT","EVENT_ID","GDSSHORT","Visit ID","CHAR","6","","True","False","","","",""
"GDSSHORT","GDSAFRAD","GDSSHORT","Afraid something bad will happen to you?","NUMBER","1","0","False","False","","","",""
"GDSSHORT","GDSALIVE","GDSSHORT","Wonderful to be alive now?","NUMBER","1","0","False","False","","","",""
