"year","month","day","dep_time","dep_delay","arr_time","arr_delay","carrier","tailnum","flight","origin","dest","air_time","distance","hour","minute"
2014,12,29,1012,-13,1600,-25,"AS","N613AS",688,"PDX","ORD",200,1739,10,12
2014,12,29,1013,-7,1447,7,"AS","N534AS",843,"SEA","KOA",350,2688,10,13
2014,12,29,1014,9,1341,-11,"OO","N817SK",4741,"SEA","PHX",131,1107,10,14
2014,12,29,1015,-5,1252,-11,"AS","N795AS",85,"SEA","ANC",199,1448,10,15
2014,12,29,1019,-11,1641,-1,"AS","N462AS",730,"SEA","IAH",222,1874,10,19
2014,12,29,1020,-5,1426,-10,"AS","N559AS",801,"PDX","LIH",345,2631,10,20
2014,12,29,1029,9,1217,1,"AS","N469AS",346,"SEA","OAK",90,671,10,29
2014,12,29,1030,15,1405,22,"F9","N933FR",138,"SEA","DEN",132,1024,10,30
2014,12,29,1031,0,1315,5,"DL","N827DN",2189,"PDX","SLC",89,630,10,31
2014,12,29,1032,27,1403,34,"F9","N928FR",788,"PDX","DEN",131,991,10,32
2014,12,29,1034,4,1402,-13,"AS","N577AS",656,"SEA","PHX",132,1107,10,34
2014,12,29,1040,0,1700,-30,"AS","N552AS",788,"SEA","MSY",238,2086,10,40
2014,12,29,1043,18,1541,2,"AS","N644AS",36,"SEA","MSP",165,1399,10,43
2014,12,29,1050,10,1420,-20,"AS","N615AS",794,"SEA","ABQ",134,1180,10,50
2014,12,29,1050,-5,1310,-20,"AS","N520AS",490,"SEA","SAN",126,1050,10,50
2014,12,29,1058,-2,1254,11,"AS","N459AS",358,"SEA","SMF",76,605,10,58
2014,12,29,1109,14,1326,1,"VX","N837VA",784,"SEA","LAX",120,954,11,9
2014,12,29,1109,-1,1317,-24,"AS","N419AS",452,"SEA","LAX",114,954,11,9
2014,12,29,1110,2,1346,36,"UA","N439UA",817,"SEA","SFO",105,679,11,10
2014,12,29,1110,0,1234,-18,"AS","N794AS",75,"SEA","JNU",129,909,11,10
2014,12,29,1111,11,1232,-8,"WN","N737JW",854,"PDX","OAK",72,543,11,11
2014,12,29,1112,-8,1504,-28,"AS","N592AS",809,"PDX","OGG",333,2562,11,12
2014,12,29,1116,-5,1657,-22,"UA","N497UA",679,"PDX","ORD",201,1739,11,16
2014,12,29,1116,16,1651,6,"AA","N3BKAA",1146,"SEA","DFW",189,1660,11,16
2014,12,29,1118,33,1340,10,"WN","N703SW",2078,"SEA","SAN",125,1050,11,18
2014,12,29,1120,-4,1214,-12,"OO","N606SK",4709,"SEA","GEG",42,224,11,20
2014,12,29,1121,-4,1227,12,"OO","N641CA",4623,"PDX","SEA",29,129,11,21
2014,12,29,1125,-5,1303,-9,"AS","N611AS",408,"PDX","SJC",81,569,11,25
2014,12,29,1126,6,1455,-10,"WN","N8610A",1794,"SEA","PHX",130,1107,11,26
2014,12,29,1131,-4,1707,-28,"AS","N622AS",692,"SEA","SAT",202,1774,11,31
2014,12,29,1132,27,1327,22,"WN","N205WN",1724,"PDX","LAS",90,763,11,32
2014,12,29,1132,17,1513,26,"OO","N779SK",6443,"SEA","DEN",132,1024,11,32
2014,12,29,1133,43,1252,37,"WN","N488WN",2181,"PDX","SMF",63,479,11,33
2014,12,29,1133,-2,1352,-13,"B6","N632JB",107,"SEA","LGB",118,965,11,33
2014,12,29,1135,-5,1639,-11,"DL","N810DN",588,"SEA","MSP",167,1399,11,35
2014,12,29,1135,7,1719,-1,"UA","N835UA",278,"SEA","ORD",199,1721,11,35
2014,12,29,1136,-4,1946,-3,"DL","N3768",1473,"SEA","JFK",271,2422,11,36
2014,12,29,1136,1,1340,-13,"AS","N508AS",580,"PDX","SNA",110,859,11,36
2014,12,29,1139,14,1458,6,"US","N652AW",574,"PDX","PHX",119,1009,11,39
2014,12,29,1140,10,1522,2,"WN","N741SA",2793,"SEA","ABQ",137,1180,11,40
2014,12,29,1141,-6,1851,-4,"DL","N6700",882,"SEA","DTW",218,1927,11,41
2014,12,29,1141,-4,1731,-9,"AS","N464AS",670,"SEA","AUS",201,1770,11,41
2014,12,29,1144,-6,1745,-5,"AA","N3HBAA",1628,"SEA","ORD",202,1721,11,44
2014,12,29,1145,5,1736,9,"AS","N471AS",748,"SEA","STL",209,1709,11,45
2014,12,29,1149,19,1530,15,"US","N648AW",622,"SEA","PHX",134,1107,11,49
2014,12,29,1151,-2,1919,-3,"DL","N801DZ",2518,"PDX","ATL",231,2172,11,51
2014,12,29,1151,-4,1412,-6,"AS","N516AS",638,"SEA","LAS",111,867,11,51
2014,12,29,1158,-2,1424,-5,"AS","N467AS",460,"SEA","LAX",120,954,11,58
2014,12,29,1200,0,1810,0,"UA","N424UA",258,"SEA","IAH",219,1874,12,0
2014,12,29,1200,5,1353,-6,"AS","N756AS",306,"SEA","SFO",93,679,12,0
2014,12,29,1201,-9,1400,-14,"AS","N537AS",324,"SEA","SJC",94,697,12,1
2014,12,29,1206,2,1757,-11,"UA","N37413",1175,"PDX","IAH",209,1825,12,6
2014,12,29,1208,-2,1445,-21,"AS","N457AS",105,"SEA","ANC",194,1448,12,8
2014,12,29,1210,15,1923,-11,"DL","N675NW",1753,"SEA","ATL",230,2182,12,10
2014,12,29,1211,-9,1403,-23,"OO","N218AG",3454,"PDX","BUR",98,817,12,11
2014,12,29,1212,47,1401,31,"WN","N7711N",1591,"SEA","OAK",90,671,12,12
2014,12,29,1213,-2,1436,-12,"AS","N527AS",554,"SEA","PSP",121,987,12,13
2014,12,29,1214,59,1526,46,"WN","N261WN",2493,"PDX","DEN",120,991,12,14
2014,12,29,1214,1,1406,-14,"UA","N76505",1660,"SEA","SFO",89,679,12,14
2014,12,29,1214,131,1408,108,"UA","N838UA",706,"SEA","SFO",92,679,12,14
2014,12,29,1219,4,1432,-3,"AS","N708AS",572,"PDX","SAN",117,933,12,19
2014,12,29,1221,-4,1417,-13,"OO","N216AG",3470,"PDX","SBA",97,784,12,21
2014,12,29,1221,1,1321,-1,"AS","N703AS",684,"SEA","GEG",39,224,12,21
2014,12,29,1224,24,1359,19,"WN","N384SW",4483,"PDX","SJC",78,569,12,24
2014,12,29,1227,2,1443,-21,"AS","N618AS",500,"SEA","SNA",120,978,12,27
2014,12,29,1229,9,1604,4,"WN","N8309C",4457,"SEA","DEN",132,1024,12,29
2014,12,29,1230,1,1451,-9,"DL","N751AT",1398,"SEA","LAX",114,954,12,30
2014,12,29,1230,35,1742,7,"AA","N4XKAA",1453,"PDX","DFW",170,1616,12,30
2014,12,29,1241,21,1508,8,"DL","N395DN",2436,"SEA","ANC",192,1448,12,41
2014,12,29,1242,7,1408,8,"WN","N8624J",1682,"PDX","SMF",59,479,12,42
2014,12,29,1249,29,1422,17,"WN","N627SW",1908,"SEA","SMF",77,605,12,49
2014,12,29,1249,14,1833,-1,"AS","N408AS",22,"SEA","ORD",199,1721,12,49
2014,12,29,1253,-7,1426,-21,"AS","N531AS",400,"PDX","SFO",76,550,12,53
2014,12,29,1254,-6,1804,-12,"DL","N353NW",2164,"PDX","MSP",170,1426,12,54
2014,12,29,1257,137,1758,138,"OO","N223AG",3468,"SEA","OMA",163,1368,12,57
2014,12,29,1257,-3,1341,-16,"OO","N641CA",4790,"SEA","PDX",28,129,12,57
2014,12,29,1300,-10,1608,0,"AS","N797AS",726,"SEA","SLC",101,689,13,0
2014,12,29,1309,-6,1606,1,"DL","N376DA",2157,"SEA","SLC",99,689,13,9
2014,12,29,1311,-4,1559,1,"DL","N666DN",1208,"PDX","SLC",88,630,13,11
2014,12,29,1311,-4,1840,-15,"AS","N519AS",664,"SEA","DFW",189,1660,13,11
2014,12,29,1314,1,1820,-11,"DL","N817DN",198,"SEA","MSP",170,1399,13,14
2014,12,29,1317,-3,2114,1,"US","N155UW",1782,"SEA","CLT",269,2279,13,17
2014,12,29,1332,-3,1523,-12,"WN","N646SW",113,"SEA","OAK",91,671,13,32
2014,12,29,1332,0,1704,-16,"OO","N809SK",4804,"SEA","PHX",127,1107,13,32
2014,12,29,1332,2,1540,-11,"AS","N402AS",610,"SEA","LAS",105,867,13,32
2014,12,29,1332,7,1702,5,"AS","N533AS",682,"SEA","DEN",134,1024,13,32
2014,12,29,1334,-1,1618,-17,"AS","N461AS",123,"SEA","FAI",204,1533,13,34
2014,12,29,1340,10,1603,-6,"AS","N619AS",494,"SEA","SAN",125,1050,13,40
2014,12,29,1345,-2,1945,-20,"UA","N38403",1496,"SEA","IAH",216,1874,13,45
2014,12,29,1345,-5,1616,-2,"AS","N627AS",512,"SEA","SNA",133,978,13,45
2014,12,29,1352,67,1710,50,"WN","N790SW",455,"PDX","ABQ",126,1111,13,52
2014,12,29,1352,32,1615,11,"OO","N918SW",6371,"SEA","LAX",120,954,13,52
2014,12,29,1354,9,1554,-2,"AS","N407AS",570,"PDX","LAX",104,834,13,54
2014,12,29,1357,24,1527,7,"UA","N816UA",645,"PDX","SFO",77,550,13,57
2014,12,29,1402,2,2100,0,"DL","N809DN",2424,"SEA","DTW",217,1927,14,2
2014,12,29,1405,-5,1811,-1,"DL","N702TW",1397,"SEA","OGG",340,2640,14,5
2014,12,29,1405,0,1602,-8,"AS","N548AS",316,"SEA","SFO",92,679,14,5
2014,12,29,1406,6,1953,3,"AA","N3BBAA",2252,"SEA","DFW",184,1660,14,6
2014,12,29,1410,50,1725,35,"WN","N905WN",2013,"PDX","PHX",121,1009,14,10
2014,12,29,1412,14,1555,-12,"UA","N443UA",816,"SEA","SFO",90,679,14,12
2014,12,29,1417,18,1616,2,"B6","N729JB",1521,"PDX","LGB",106,846,14,17
2014,12,29,1420,15,1548,3,"WN","N7815L",332,"PDX","SJC",77,569,14,20
2014,12,29,1420,0,1642,-5,"AS","N315AS",472,"SEA","LAX",117,954,14,20
2014,12,29,1424,-1,1552,-18,"AS","N556AS",362,"SEA","SMF",72,605,14,24
2014,12,29,1427,-8,1522,-2,"OO","N641CA",4790,"PDX","SEA",33,129,14,27
2014,12,29,1428,3,1623,-2,"WN","N908WN",1838,"SEA","SJC",102,697,14,28
2014,12,29,1432,22,2209,14,"AS","N560AS",2,"SEA","DCA",262,2329,14,32
2014,12,29,1439,59,1629,49,"OO","N217AG",3474,"SEA","FAT",91,748,14,39
2014,12,29,1440,0,2211,0,"DL","N821DN",128,"SEA","ATL",243,2182,14,40
2014,12,29,1440,5,2028,3,"AA","N3HDAA",2260,"SEA","ORD",200,1721,14,40
2014,12,29,1441,26,1828,53,"WN","N228WN",3481,"PDX","DEN",133,991,14,41
2014,12,29,1442,12,2038,13,"WN","N8649A",2026,"SEA","MDW",214,1733,14,42
2014,12,29,1443,13,1655,5,"OO","N219AG",3482,"SEA","SBA",109,908,14,43
2014,12,29,1446,36,2029,21,"UA","N68805",1445,"SEA","ORD",197,1721,14,46
2014,12,29,1449,-6,1736,-8,"AS","N317AS",714,"PDX","SLC",86,630,14,49
2014,12,29,1449,-9,2250,-9,"B6","N804JB",598,"SEA","BOS",282,2496,14,49
2014,12,29,1450,-5,1651,-7,"OO","N606SK",4733,"SEA","SJC",99,697,14,50
2014,12,29,1451,11,1605,27,"OO","N614SK",4747,"SEA","GEG",40,224,14,51
2014,12,29,1455,-5,2010,-5,"DL","N901DA",1738,"PDX","MSP",176,1426,14,55
2014,12,29,1455,0,1552,-7,"AS","N569AS",67,"SEA","KTN",99,680,14,55
2014,12,29,1457,-3,1723,-13,"DL","N3751B",1201,"SEA","ANC",188,1448,14,57
2014,12,29,1457,102,2241,92,"UA","N404UA",260,"SEA","IAD",258,2306,14,57
2014,12,29,1458,38,1725,25,"AS","N788AS",97,"SEA","ANC",187,1448,14,58
2014,12,29,1504,4,1847,0,"US","N601AW",500,"SEA","PHX",138,1107,15,4
2014,12,29,1509,-6,1823,-20,"US","N653AW",596,"PDX","PHX",115,1009,15,9
2014,12,29,1514,9,1734,-1,"VX","N525VA",796,"SEA","LAX",117,954,15,14
2014,12,29,1519,24,1848,12,"AS","N403AS",650,"SEA","PHX",128,1107,15,19
2014,12,29,1522,-3,1735,-9,"AS","N614AS",538,"SEA","ONT",116,956,15,22
2014,12,29,1523,23,1857,12,"OO","N824SK",4601,"SEA","PHX",131,1107,15,23
2014,12,29,1524,4,1743,-8,"AS","N625AS",550,"SEA","PSP",121,987,15,24
2014,12,29,1524,-6,1729,-14,"AS","N609AS",584,"PDX","SNA",111,859,15,24
2014,12,29,1528,38,1750,31,"OO","N227AG",3476,"SEA","LGB",121,965,15,28
2014,12,29,1532,37,1743,34,"AS","N528AS",528,"SEA","BUR",110,937,15,32
2014,12,29,1533,28,1721,8,"UA","N16217",1717,"SEA","SFO",87,679,15,33
2014,12,29,1536,-9,2105,-25,"AA","N3AUAA",2311,"SEA","DFW",186,1660,15,36
2014,12,29,1540,-10,1730,-21,"AS","N796AS",322,"SEA","SJC",93,697,15,40
2014,12,29,1544,9,1931,24,"UA","N71411",1067,"PDX","DEN",130,991,15,44
2014,12,29,1545,106,2129,94,"UA","N68822",1744,"PDX","ORD",194,1739,15,45
2014,12,29,1549,-6,2343,-9,"AS","N453AS",14,"SEA","EWR",272,2402,15,49
2014,12,29,1553,13,1925,0,"WN","N8329B",178,"SEA","PHX",129,1107,15,53
2014,12,29,1556,-4,1646,-4,"OO","N641CA",4491,"SEA","PDX",31,129,15,56
2014,12,29,1603,3,1837,-13,"AS","N713AS",103,"SEA","ANC",200,1448,16,3
2014,12,29,1604,-6,1749,-15,"AS","N612AS",344,"SEA","OAK",89,671,16,4
2014,12,29,1607,7,1701,1,"AS","N469AS",696,"SEA","GEG",41,224,16,7
2014,12,29,1611,56,2005,75,"WN","N796SW",1859,"SEA","DEN",140,1024,16,11
2014,12,29,1612,12,1751,2,"OO","N954SW",5553,"PDX","SFO",82,550,16,12
2014,12,29,1613,48,1940,50,"WN","N716SW",3303,"PDX","DEN",132,991,16,13
2014,12,29,1616,-4,18,-16,"UA","N410UA",541,"SEA","EWR",284,2402,16,16
2014,12,29,1618,123,1738,103,"WN","N767SW",1393,"PDX","OAK",69,543,16,18
2014,12,29,1625,60,1817,47,"AS","N318AS",308,"SEA","SFO",86,679,16,25
2014,12,29,1625,0,1756,-8,"AS","N799AS",402,"PDX","SJC",78,569,16,25
2014,12,29,1625,25,1830,12,"AS","N459AS",604,"SEA","LAS",106,867,16,25
2014,12,29,1626,26,1830,5,"WN","N720WN",2955,"SEA","LAS",109,867,16,26
2014,12,29,1629,-2,1928,4,"DL","N693DL",1457,"SEA","SLC",101,689,16,29
2014,12,29,1633,23,1808,-2,"WN","N614SW",1698,"SEA","OAK",85,671,16,33
2014,12,29,1640,70,1825,50,"WN","N751SW",1078,"PDX","LAS",92,763,16,40
2014,12,29,1648,-2,1907,-13,"AS","N607AS",514,"SEA","SNA",122,978,16,48
2014,12,29,1652,-3,1917,-8,"AS","N468AS",448,"SEA","LAX",117,954,16,52
2014,12,29,1654,-1,1855,-12,"AS","N769AS",588,"PDX","PSP",106,873,16,54
2014,12,29,1657,-3,1850,-11,"AS","N611AS",620,"PDX","LAS",93,763,16,57
2014,12,29,1700,45,1844,20,"UA","N809UA",587,"SEA","SFO",90,679,17,0
2014,12,29,1707,42,1820,30,"WN","N7718B",1767,"PDX","SMF",57,479,17,7
2014,12,29,1711,11,1909,2,"OO","N224AG",3462,"PDX","ONT",104,838,17,11
2014,12,29,1712,31,1949,24,"DL","N396DA",1194,"PDX","SLC",86,630,17,12
2014,12,29,1724,4,1921,-4,"VX","N835VA",755,"SEA","SFO",90,679,17,24
2014,12,29,1725,-10,2000,-9,"AS","N594AS",480,"SEA","SAN",126,1050,17,25
2014,12,29,1728,-7,1824,-1,"OO","N641CA",4491,"PDX","SEA",32,129,17,28
2014,12,29,1735,55,2136,88,"F9","N928FR",148,"SEA","DEN",148,1024,17,35
2014,12,29,1749,-6,2002,-8,"AS","N508AS",562,"PDX","LAX",107,834,17,49
2014,12,29,1751,0,2140,-25,"DL","N581NW",2237,"SEA","HNL",337,2677,17,51
2014,12,29,1755,10,2159,-6,"AS","N579AS",831,"SEA","OGG",345,2640,17,55
2014,12,29,1759,4,1952,-12,"AS","N537AS",302,"SEA","SFO",89,679,17,59
2014,12,29,1800,35,2211,26,"AS","N558AS",875,"SEA","KOA",350,2688,18,0
2014,12,29,1801,31,2015,18,"B6","N585JB",1007,"SEA","LGB",120,965,18,1
2014,12,29,1805,-5,1953,-17,"AS","N706AS",328,"SEA","SJC",94,697,18,5
2014,12,29,1809,44,1942,37,"WN","N7749B",3142,"PDX","OAK",71,543,18,9
2014,12,29,1809,-6,2354,-5,"AS","N309AS",26,"SEA","ORD",204,1721,18,9
2014,12,29,1818,63,2204,36,"AS","N589AS",863,"PDX","OGG",333,2562,18,18
2014,12,29,1820,25,2004,4,"VX","N840VA",759,"SEA","SFO",91,679,18,20
2014,12,29,1823,30,2204,39,"OO","N754SK",6481,"SEA","DEN",136,1024,18,23
2014,12,29,1825,-5,2240,-15,"AS","N577AS",815,"SEA","LIH",352,2701,18,25
2014,12,29,1828,13,2020,5,"WN","N711HK",1968,"PDX","LAS",91,763,18,28
2014,12,29,1828,83,2006,61,"WN","N374SW",894,"SEA","OAK",84,671,18,28
2014,12,29,1830,35,2021,21,"OO","N218AG",3488,"PDX","BUR",95,817,18,30
2014,12,29,1832,22,2134,28,"DL","N6714Q",2150,"SEA","SLC",91,689,18,32
2014,12,29,1832,17,2013,-5,"OO","N625CA",4802,"SEA","SJC",87,697,18,32
2014,12,29,1834,3,2112,-3,"DL","N376DA",952,"PDX","SLC",84,630,18,34
2014,12,29,1834,34,2039,21,"OO","N614SK",4798,"SEA","LAS",104,867,18,34
2014,12,29,1843,-2,1933,-16,"AS","N794AS",69,"SEA","KTN",98,680,18,43
2014,12,29,1844,39,2208,35,"US","N558UW",600,"PDX","PHX",122,1009,18,44
2014,12,29,1848,8,2124,-1,"AS","N516AS",109,"SEA","ANC",198,1448,18,48
2014,12,29,1852,-3,2040,-12,"OO","N216AG",3490,"SEA","FAT",91,748,18,52
2014,12,29,1853,-2,2107,-9,"AS","N433AS",616,"SEA","LAS",105,867,18,53
2014,12,29,1854,24,2021,6,"WN","N958WN",2472,"SEA","SMF",74,605,18,54
2014,12,29,1854,66,2243,83,"OO","N932EV",5659,"PDX","DEN",127,991,18,54
2014,12,29,1857,-3,1945,-11,"OO","N641CA",4792,"SEA","PDX",27,129,18,57
2014,12,29,1858,-7,2201,16,"UA","N810UA",357,"SEA","LAX",126,954,18,58
2014,12,29,1859,4,2140,13,"AS","N306AS",464,"SEA","LAX",119,954,18,59
2014,12,29,1900,3,52,-13,"UA","N15710",1729,"SEA","IAH",213,1874,19,0
2014,12,29,1910,2,2124,7,"UA","N816UA",508,"SEA","SFO",91,679,19,10
2014,12,29,1910,15,2107,4,"AS","N644AS",300,"SEA","SFO",88,679,19,10
2014,12,29,1912,37,2044,29,"WN","N762SW",445,"PDX","OAK",77,543,19,12
2014,12,29,1913,-2,2110,-8,"AS","N797AS",326,"SEA","SJC",93,697,19,13
2014,12,29,1922,413,2057,401,"UA","N832UA",353,"PDX","SFO",78,550,19,22
2014,12,29,1922,27,2053,2,"AS","N708AS",386,"PDX","SFO",74,550,19,22
2014,12,29,1924,69,2114,59,"WN","N926WN",181,"SEA","OAK",91,671,19,24
2014,12,29,1925,-5,2210,-12,"AS","N307AS",129,"SEA","FAI",208,1533,19,25
2014,12,29,1930,5,2101,-8,"AS","N703AS",368,"SEA","SMF",75,605,19,30
2014,12,29,1931,26,46,30,"DL","N900PC",1675,"SEA","MSP",172,1399,19,31
2014,12,29,1931,11,2338,-14,"AS","N531AS",893,"SEA","HNL",347,2677,19,31
2014,12,29,1933,-2,2146,-8,"AS","N442AS",598,"PDX","SAN",120,933,19,33
2014,12,29,1933,-2,2249,-16,"AS","N548AS",640,"PDX","PHX",121,1009,19,33
2014,12,29,1934,-1,2303,-13,"AS","N626AS",630,"SEA","PHX",135,1107,19,34
2014,12,29,1935,0,2310,14,"AS","N556AS",678,"SEA","DEN",135,1024,19,35
2014,12,29,1943,3,2201,3,"AS","N532AS",524,"SEA","BUR",114,937,19,43
2014,12,29,1945,20,2329,32,"OO","N217AG",3498,"SEA","COS",140,1068,19,45
2014,12,29,1946,-4,2207,-12,"AS","N520AS",518,"SEA","SNA",125,978,19,46
2014,12,29,1952,57,2149,34,"WN","N612SW",1058,"SEA","LAS",108,867,19,52
2014,12,29,1952,-3,2220,-15,"AS","N527AS",484,"SEA","SAN",132,1050,19,52
2014,12,29,1954,9,2218,-12,"AS","N467AS",99,"SEA","ANC",187,1448,19,54
2014,12,29,1959,-1,2256,1,"DL","N329NB",1679,"SEA","SLC",95,689,19,59
2014,12,29,2002,7,2213,-12,"AS","N563AS",456,"SEA","LAX",112,954,20,2
2014,12,29,2007,77,2230,71,"AS","N615AS",510,"SEA","SNA",125,978,20,7
2014,12,29,2012,72,2210,45,"WN","N944WN",880,"PDX","SAN",111,933,20,12
2014,12,29,2012,2,2207,-8,"OO","N219AG",3464,"PDX","ONT",99,838,20,12
2014,12,29,2016,106,2200,90,"WN","N8316H",895,"SEA","SJC",94,697,20,16
2014,12,29,2019,89,2315,80,"OO","N223AG",3458,"SEA","SLC",96,689,20,19
2014,12,29,2020,145,7,148,"US","N177US",576,"SEA","PHX",144,1107,20,20
2014,12,29,2028,8,2231,-11,"AS","N317AS",566,"PDX","LAX",102,834,20,28
2014,12,29,2034,-1,9,13,"AS","N618AS",681,"SEA","DEN",128,1024,20,34
2014,12,29,2037,12,2229,5,"AS","N786AS",336,"SEA","SJC",94,697,20,37
2014,12,29,2042,17,25,26,"AS","N402AS",654,"SEA","PHX",133,1107,20,42
2014,12,29,2046,171,34,172,"OO","N806SK",4819,"SEA","PHX",130,1107,20,46
2014,12,29,2046,-9,2255,-9,"UA","N823UA",371,"SEA","SFO",90,679,20,46
2014,12,29,2049,14,2202,2,"WN","N340LV",2244,"PDX","SMF",61,479,20,49
2014,12,29,2050,-5,2303,-22,"AS","N526AS",450,"SEA","LAX",115,954,20,50
2014,12,29,2051,-4,2309,-10,"AS","N407AS",534,"SEA","ONT",116,956,20,51
2014,12,29,2055,0,2147,-11,"OO","N606SK",4531,"SEA","GEG",40,224,20,55
2014,12,29,2056,31,31,22,"US","N566UW",464,"SEA","PHX",135,1107,20,56
2014,12,29,2056,1,2316,-20,"DL","N395DN",1760,"SEA","ANC",187,1448,20,56
2014,12,29,2057,2,2357,-9,"AS","N315AS",145,"PDX","ANC",219,1542,20,57
2014,12,29,2057,2,2255,-2,"AS","N538AS",624,"PDX","LAS",96,763,20,57
2014,12,29,2101,11,2328,-12,"AS","N423AS",95,"SEA","ANC",191,1448,21,1
2014,12,29,2102,77,34,81,"F9","N927FR",142,"SEA","DEN",129,1024,21,2
2014,12,29,2103,314,209,308,"DL","N3734B",1770,"SEA","MSP",169,1399,21,3
2014,12,29,2107,37,2318,13,"VX","N634VA",798,"SEA","LAX",109,954,21,7
2014,12,29,2111,41,30,27,"US","N578UW",577,"PDX","PHX",120,1009,21,11
2014,12,29,2116,86,2304,89,"WN","N447WN",3586,"PDX","SJC",73,569,21,16
2014,12,29,2117,27,2247,17,"AS","N566AS",404,"PDX","SJC",73,569,21,17
2014,12,29,2121,6,2156,2,"AS","N323AS",461,"SEA","BLI",21,93,21,21
2014,12,29,2122,-3,2300,-18,"AS","N586AS",384,"PDX","SFO",79,550,21,22
2014,12,29,2127,2,2306,-14,"AS","N514AS",350,"SEA","OAK",86,671,21,27
2014,12,29,2130,93,2256,71,"UA","N481UA",416,"PDX","SFO",73,550,21,30
2014,12,29,2133,-2,2345,-5,"AS","N305AS",608,"SEA","LAS",108,867,21,33
2014,12,29,2137,-3,2235,1,"AS","N612AS",694,"SEA","GEG",41,224,21,37
2014,12,29,2139,19,2,4,"AS","N528AS",486,"SEA","SAN",128,1050,21,39
2014,12,29,2142,-1,548,4,"B6","N643JB",264,"SEA","JFK",291,2422,21,42
2014,12,29,2149,24,600,37,"B6","N655JB",1206,"PDX","JFK",286,2454,21,49
2014,12,29,2154,14,30,-9,"AS","N462AS",731,"SEA","ANC",197,1448,21,54
2014,12,29,2154,-1,14,-9,"AS","N464AS",478,"SEA","LAX",116,954,21,54
2014,12,29,2155,30,18,3,"AS","N764AS",121,"SEA","ANC",189,1448,21,55
2014,12,29,2158,88,115,80,"WN","N384SW",856,"PDX","PHX",119,1009,21,58
2014,12,29,2200,-5,550,-12,"UA","N16234",1695,"SEA","EWR",273,2402,22,0
2014,12,29,2209,4,619,-1,"AS","N552AS",24,"SEA","BOS",287,2496,22,9
2014,12,29,2219,134,2347,117,"WN","N414WN",2697,"SEA","SMF",75,605,22,19
2014,12,29,2223,3,616,13,"US","N178US",624,"SEA","CLT",260,2279,22,23
2014,12,29,2224,-6,621,1,"US","N546UW",702,"SEA","PHL",270,2378,22,24
2014,12,29,2226,16,120,2,"AS","N431AS",143,"PDX","ANC",214,1542,22,26
2014,12,29,2228,-2,554,-9,"DL","N662DN",1421,"SEA","ATL",245,2182,22,28
2014,12,29,2231,1,2317,2,"AS","N533AS",414,"SEA","PDX",27,129,22,31
2014,12,29,2237,-4,545,-20,"DL","N652DL",2497,"PDX","ATL",234,2172,22,37
2014,12,29,2240,10,608,-3,"US","N914UY",1930,"PDX","CLT",253,2282,22,40
2014,12,29,2248,-2,654,-4,"DL","N3766",1542,"SEA","JFK",283,2422,22,48
2014,12,29,2250,171,204,167,"F9","N203FR",794,"PDX","DEN",121,991,22,50
2014,12,29,2253,-2,556,-5,"DL","N6700",2223,"PDX","DTW",220,1953,22,53
2014,12,29,2255,0,441,-3,"UA","N408UA",310,"SEA","ORD",206,1721,22,55
2014,12,29,2256,251,114,229,"WN","N904WN",2277,"SEA","SAN",127,1050,22,56
2014,12,29,2258,-2,2,5,"AS","N614AS",698,"SEA","GEG",42,224,22,58
2014,12,29,2303,5,712,8,"B6","N648JB",498,"SEA","BOS",294,2496,23,3
2014,12,29,2306,-4,148,-31,"AS","N535AS",127,"SEA","FAI",200,1533,23,6
2014,12,29,2308,8,612,1,"DL","N651DL",1823,"SEA","DTW",222,1927,23,8
2014,12,29,2309,9,131,-24,"AS","N469AS",89,"SEA","ANC",185,1448,23,9
2014,12,29,2322,87,56,61,"WN","N271LV",172,"SEA","OAK",84,671,23,22
2014,12,29,2322,0,504,-11,"UA","N482UA",722,"PDX","ORD",209,1739,23,22
2014,12,29,2332,-5,725,-17,"DL","N377DA",1358,"PDX","JFK",274,2454,23,32
2014,12,29,2336,31,809,30,"AA","N3AWAA",1070,"SEA","MIA",311,2724,23,36
2014,12,29,2338,18,527,-2,"UA","N66837",1129,"SEA","IAH",213,1874,23,38
2014,12,29,2347,9,732,6,"UA","N36472",1100,"SEA","IAD",268,2306,23,47
2014,12,29,2347,-8,504,-6,"AS","N596AS",20,"SEA","MSP",181,1399,23,47
2014,12,29,2348,-2,515,-15,"AS","N409AS",668,"SEA","DFW",190,1660,23,48
2014,12,29,2349,-6,700,-20,"DL","N694DL",804,"PDX","ATL",233,2172,23,49
2014,12,29,2353,-2,722,-6,"DL","N6711M",929,"SEA","ATL",247,2182,23,53
2014,12,29,NA,NA,NA,NA,"OO","N963SW",5576,"PDX","SFO",NA,550,NA,NA
2014,12,29,NA,NA,NA,NA,"UA","",1617,"SEA","DEN",NA,1024,NA,NA
2014,12,30,17,22,738,10,"DL","N6704Z",929,"SEA","ATL",240,2182,0,17
2014,12,30,33,3,640,20,"AA","N3FMAA",1431,"SEA","ORD",210,1721,0,33
2014,12,30,34,-6,546,-4,"DL","N128DL",2440,"SEA","MSP",173,1399,0,34
2014,12,30,49,-1,610,6,"DL","N126DL",1670,"PDX","MSP",177,1426,0,49
2014,12,30,117,17,1013,35,"AA","N3ENAA",371,"SEA","MIA",308,2724,1,17
